time,ppg.ir,sequence_counter,packet_size
NaN,2.376965000e+06,7042544.00,12
NaN,2.637996000e+06,7042544.01,
NaN,2.636888000e+06,7042544.02,
NaN,2.636250000e+06,7042544.03,
NaN,2.635749000e+06,7042544.04,
NaN,2.635345000e+06,7042544.05,
NaN,2.635065000e+06,7042544.06,
NaN,2.634869000e+06,7042544.07,
NaN,2.634744000e+06,7042544.08,
NaN,2.634670000e+06,7042544.09,
NaN,2.634645000e+06,7042544.10,
23150382003,2.634529000e+06,7042544.11,
NaN,2.634567000e+06,7042545.00,12
NaN,2.634602000e+06,7042545.01,
NaN,2.634586000e+06,7042545.02,
NaN,2.634421000e+06,7042545.03,
NaN,2.634143000e+06,7042545.04,
NaN,2.633519000e+06,7042545.05,
NaN,2.632552000e+06,7042545.06,
NaN,2.631257000e+06,7042545.07,
NaN,2.629716000e+06,7042545.08,
NaN,2.628142000e+06,7042545.09,
NaN,2.626677000e+06,7042545.10,
23150389822,2.625336000e+06,7042545.11,
NaN,2.624191000e+06,7042546.00,12
NaN,2.623274000e+06,7042546.01,
NaN,2.622641000e+06,7042546.02,
NaN,2.622076000e+06,7042546.03,
NaN,2.621688000e+06,7042546.04,
NaN,2.621288000e+06,7042546.05,
NaN,2.621015000e+06,7042546.06,
NaN,2.620830000e+06,7042546.07,
NaN,2.620585000e+06,7042546.08,
NaN,2.620376000e+06,7042546.09,
NaN,2.620184000e+06,7042546.10,
23150390164,2.620066000e+06,7042546.11,
NaN,2.620083000e+06,7042547.00,12
NaN,2.620032000e+06,7042547.01,
NaN,2.620139000e+06,7042547.02,
NaN,2.620373000e+06,7042547.03,
NaN,2.620610000e+06,7042547.04,
NaN,2.620866000e+06,7042547.05,
NaN,2.621099000e+06,7042547.06,
NaN,2.621293000e+06,7042547.07,
NaN,2.621490000e+06,7042547.08,
NaN,2.621551000e+06,7042547.09,
NaN,2.621668000e+06,7042547.10,
23150394243,2.621658000e+06,7042547.11,
NaN,2.621716000e+06,7042548.00,12
NaN,2.621626000e+06,7042548.01,
NaN,2.621623000e+06,7042548.02,
NaN,2.621637000e+06,7042548.03,
NaN,2.621651000e+06,7042548.04,
NaN,2.621730000e+06,7042548.05,
NaN,2.621928000e+06,7042548.06,
NaN,2.622118000e+06,7042548.07,
NaN,2.622296000e+06,7042548.08,
NaN,2.622560000e+06,7042548.09,
NaN,2.622745000e+06,7042548.10,
23150398323,2.623010000e+06,7042548.11,
NaN,2.623284000e+06,7042549.00,12
NaN,2.623481000e+06,7042549.01,
NaN,2.623789000e+06,7042549.02,
NaN,2.624066000e+06,7042549.03,
NaN,2.624328000e+06,7042549.04,
NaN,2.624578000e+06,7042549.05,
NaN,2.624859000e+06,7042549.06,
NaN,2.625177000e+06,7042549.07,
NaN,2.625387000e+06,7042549.08,
NaN,2.625676000e+06,7042549.09,
NaN,2.625858000e+06,7042549.10,
23150402404,2.626067000e+06,7042549.11,
NaN,2.626248000e+06,7042550.00,12
NaN,2.626413000e+06,7042550.01,
NaN,2.626586000e+06,7042550.02,
NaN,2.626792000e+06,7042550.03,
NaN,2.627008000e+06,7042550.04,
NaN,2.627156000e+06,7042550.05,
NaN,2.627260000e+06,7042550.06,
NaN,2.627471000e+06,7042550.07,
NaN,2.627638000e+06,7042550.08,
NaN,2.627874000e+06,7042550.09,
NaN,2.628091000e+06,7042550.10,
23150406482,2.628299000e+06,7042550.11,
NaN,2.628513000e+06,7042551.00,12
NaN,2.628872000e+06,7042551.01,
NaN,2.629104000e+06,7042551.02,
NaN,2.629375000e+06,7042551.03,
NaN,2.629659000e+06,7042551.04,
NaN,2.629796000e+06,7042551.05,
NaN,2.629955000e+06,7042551.06,
NaN,2.630150000e+06,7042551.07,
NaN,2.629979000e+06,7042551.08,
NaN,2.629353000e+06,7042551.09,
NaN,2.628347000e+06,7042551.10,
23150410562,2.627114000e+06,7042551.11,
NaN,2.625802000e+06,7042552.00,12
NaN,2.624465000e+06,7042552.01,
NaN,2.623085000e+06,7042552.02,
NaN,2.621991000e+06,7042552.03,
NaN,2.621195000e+06,7042552.04,
NaN,2.620612000e+06,7042552.05,
NaN,2.620148000e+06,7042552.06,
NaN,2.619851000e+06,7042552.07,
NaN,2.619664000e+06,7042552.08,
NaN,2.619580000e+06,7042552.09,
NaN,2.619460000e+06,7042552.10,
23150414642,2.619429000e+06,7042552.11,
NaN,2.619325000e+06,7042553.00,12
NaN,2.619272000e+06,7042553.01,
NaN,2.619138000e+06,7042553.02,
NaN,2.619116000e+06,7042553.03,
NaN,2.619248000e+06,7042553.04,
NaN,2.619353000e+06,7042553.05,
NaN,2.619639000e+06,7042553.06,
NaN,2.619940000e+06,7042553.07,
NaN,2.620264000e+06,7042553.08,
NaN,2.620406000e+06,7042553.09,
NaN,2.620689000e+06,7042553.10,
23150418721,2.620832000e+06,7042553.11,
NaN,2.621041000e+06,7042554.00,12
NaN,2.621119000e+06,7042554.01,
NaN,2.621190000e+06,7042554.02,
NaN,2.621302000e+06,7042554.03,
NaN,2.621369000e+06,7042554.04,
NaN,2.621485000e+06,7042554.05,
NaN,2.621615000e+06,7042554.06,
NaN,2.621825000e+06,7042554.07,
NaN,2.622049000e+06,7042554.08,
NaN,2.622314000e+06,7042554.09,
NaN,2.622635000e+06,7042554.10,
23150422801,2.622970000e+06,7042554.11,
NaN,2.623277000e+06,7042555.00,12
NaN,2.623745000e+06,7042555.01,
NaN,2.624044000e+06,7042555.02,
NaN,2.624382000e+06,7042555.03,
NaN,2.624707000e+06,7042555.04,
NaN,2.625081000e+06,7042555.05,
NaN,2.625449000e+06,7042555.06,
NaN,2.625869000e+06,7042555.07,
NaN,2.626192000e+06,7042555.08,
NaN,2.626570000e+06,7042555.09,
NaN,2.626865000e+06,7042555.10,
23150426881,2.627173000e+06,7042555.11,
NaN,2.627498000e+06,7042556.00,12
NaN,2.627767000e+06,7042556.01,
NaN,2.628014000e+06,7042556.02,
NaN,2.628214000e+06,7042556.03,
NaN,2.628563000e+06,7042556.04,
NaN,2.628819000e+06,7042556.05,
NaN,2.629035000e+06,7042556.06,
NaN,2.629229000e+06,7042556.07,
NaN,2.629467000e+06,7042556.08,
NaN,2.629682000e+06,7042556.09,
NaN,2.629882000e+06,7042556.10,
23150430961,2.630161000e+06,7042556.11,
NaN,2.630451000e+06,7042557.00,12
NaN,2.630706000e+06,7042557.01,
NaN,2.630955000e+06,7042557.02,
NaN,2.631225000e+06,7042557.03,
NaN,2.631553000e+06,7042557.04,
NaN,2.631824000e+06,7042557.05,
NaN,2.632146000e+06,7042557.06,
NaN,2.632404000e+06,7042557.07,
NaN,2.632557000e+06,7042557.08,
NaN,2.632935000e+06,7042557.09,
NaN,2.633094000e+06,7042557.10,
23150435040,2.633014000e+06,7042557.11,
NaN,2.632371000e+06,7042558.00,12
NaN,2.631656000e+06,7042558.01,
NaN,2.630492000e+06,7042558.02,
NaN,2.629121000e+06,7042558.03,
NaN,2.627898000e+06,7042558.04,
NaN,2.626583000e+06,7042558.05,
NaN,2.625512000e+06,7042558.06,
NaN,2.624693000e+06,7042558.07,
NaN,2.624097000e+06,7042558.08,
NaN,2.623682000e+06,7042558.09,
NaN,2.623471000e+06,7042558.10,
23150439120,2.623253000e+06,7042558.11,
NaN,2.623167000e+06,7042559.00,12
NaN,2.623126000e+06,7042559.01,
NaN,2.623183000e+06,7042559.02,
NaN,2.623113000e+06,7042559.03,
NaN,2.623112000e+06,7042559.04,
NaN,2.623121000e+06,7042559.05,
NaN,2.623222000e+06,7042559.06,
NaN,2.623368000e+06,7042559.07,
NaN,2.623547000e+06,7042559.08,
NaN,2.623819000e+06,7042559.09,
NaN,2.624207000e+06,7042559.10,
23150443199,2.624575000e+06,7042559.11,
NaN,2.624853000e+06,7042560.00,12
NaN,2.625090000e+06,7042560.01,
NaN,2.625210000e+06,7042560.02,
NaN,2.625303000e+06,7042560.03,
NaN,2.625465000e+06,7042560.04,
NaN,2.625509000e+06,7042560.05,
NaN,2.625460000e+06,7042560.06,
NaN,2.625527000e+06,7042560.07,
NaN,2.625611000e+06,7042560.08,
NaN,2.625720000e+06,7042560.09,
NaN,2.625849000e+06,7042560.10,
23150447279,2.625990000e+06,7042560.11,
NaN,2.626090000e+06,7042561.00,12
NaN,2.626305000e+06,7042561.01,
NaN,2.626621000e+06,7042561.02,
NaN,2.626903000e+06,7042561.03,
NaN,2.627062000e+06,7042561.04,
NaN,2.627425000e+06,7042561.05,
NaN,2.627766000e+06,7042561.06,
NaN,2.628009000e+06,7042561.07,
NaN,2.628183000e+06,7042561.08,
NaN,2.628532000e+06,7042561.09,
NaN,2.628821000e+06,7042561.10,
23150451358,2.629109000e+06,7042561.11,
NaN,2.629266000e+06,7042562.00,12
NaN,2.629591000e+06,7042562.01,
NaN,2.629839000e+06,7042562.02,
NaN,2.630226000e+06,7042562.03,
NaN,2.630462000e+06,7042562.04,
NaN,2.630765000e+06,7042562.05,
NaN,2.631005000e+06,7042562.06,
NaN,2.631300000e+06,7042562.07,
NaN,2.631625000e+06,7042562.08,
NaN,2.631795000e+06,7042562.09,
NaN,2.632151000e+06,7042562.10,
23150455438,2.632393000e+06,7042562.11,
NaN,2.632604000e+06,7042563.00,12
NaN,2.632953000e+06,7042563.01,
NaN,2.633277000e+06,7042563.02,
NaN,2.633516000e+06,7042563.03,
NaN,2.633790000e+06,7042563.04,
NaN,2.634052000e+06,7042563.05,
NaN,2.634380000e+06,7042563.06,
NaN,2.634587000e+06,7042563.07,
NaN,2.634674000e+06,7042563.08,
NaN,2.634281000e+06,7042563.09,
NaN,2.633720000e+06,7042563.10,
23150459517,2.632721000e+06,7042563.11,
NaN,2.631518000e+06,7042564.00,12
NaN,2.630391000e+06,7042564.01,
NaN,2.629223000e+06,7042564.02,
NaN,2.628123000e+06,7042564.03,
NaN,2.627259000e+06,7042564.04,
NaN,2.626647000e+06,7042564.05,
NaN,2.626100000e+06,7042564.06,
NaN,2.625930000e+06,7042564.07,
NaN,2.625692000e+06,7042564.08,
NaN,2.625568000e+06,7042564.09,
NaN,2.625604000e+06,7042564.10,
23150463597,2.625552000e+06,7042564.11,
NaN,2.625590000e+06,7042565.00,12
NaN,2.625753000e+06,7042565.01,
NaN,2.625640000e+06,7042565.02,
NaN,2.625732000e+06,7042565.03,
NaN,2.625925000e+06,7042565.04,
NaN,2.626052000e+06,7042565.05,
NaN,2.626359000e+06,7042565.06,
NaN,2.626667000e+06,7042565.07,
NaN,2.626917000e+06,7042565.08,
NaN,2.627300000e+06,7042565.09,
NaN,2.627484000e+06,7042565.10,
23150467676,2.627625000e+06,7042565.11,
NaN,2.627823000e+06,7042566.00,12
NaN,2.627875000e+06,7042566.01,
NaN,2.627989000e+06,7042566.02,
NaN,2.627994000e+06,7042566.03,
NaN,2.628014000e+06,7042566.04,
NaN,2.628090000e+06,7042566.05,
NaN,2.628109000e+06,7042566.06,
NaN,2.628284000e+06,7042566.07,
NaN,2.628380000e+06,7042566.08,
NaN,2.628560000e+06,7042566.09,
NaN,2.628806000e+06,7042566.10,
23150471755,2.629019000e+06,7042566.11,
NaN,2.629395000e+06,7042567.00,12
NaN,2.629580000e+06,7042567.01,
NaN,2.630038000e+06,7042567.02,
NaN,2.630229000e+06,7042567.03,
NaN,2.630649000e+06,7042567.04,
NaN,2.630835000e+06,7042567.05,
NaN,2.631250000e+06,7042567.06,
NaN,2.631406000e+06,7042567.07,
NaN,2.631795000e+06,7042567.08,
NaN,2.632023000e+06,7042567.09,
NaN,2.632334000e+06,7042567.10,
23150475834,2.632582000e+06,7042567.11,
NaN,2.632767000e+06,7042568.00,12
NaN,2.633023000e+06,7042568.01,
NaN,2.633288000e+06,7042568.02,
NaN,2.633542000e+06,7042568.03,
NaN,2.633762000e+06,7042568.04,
NaN,2.634025000e+06,7042568.05,
NaN,2.634258000e+06,7042568.06,
NaN,2.634613000e+06,7042568.07,
NaN,2.634811000e+06,7042568.08,
NaN,2.634980000e+06,7042568.09,
NaN,2.635367000e+06,7042568.10,
23150479913,2.635695000e+06,7042568.11,
NaN,2.635937000e+06,7042569.00,12
NaN,2.636128000e+06,7042569.01,
NaN,2.636389000e+06,7042569.02,
NaN,2.636381000e+06,7042569.03,
NaN,2.636157000e+06,7042569.04,
NaN,2.635377000e+06,7042569.05,
NaN,2.634332000e+06,7042569.06,
NaN,2.633181000e+06,7042569.07,
NaN,2.631842000e+06,7042569.08,
NaN,2.630603000e+06,7042569.09,
NaN,2.629474000e+06,7042569.10,
23150483993,2.628511000e+06,7042569.11,
NaN,2.627861000e+06,7042570.00,12
NaN,2.627257000e+06,7042570.01,
NaN,2.626976000e+06,7042570.02,
NaN,2.626668000e+06,7042570.03,
NaN,2.626515000e+06,7042570.04,
NaN,2.626495000e+06,7042570.05,
NaN,2.626403000e+06,7042570.06,
NaN,2.626285000e+06,7042570.07,
NaN,2.626363000e+06,7042570.08,
NaN,2.626218000e+06,7042570.09,
NaN,2.626268000e+06,7042570.10,
23150488072,2.626303000e+06,7042570.11,
NaN,2.626331000e+06,7042571.00,12
NaN,2.626578000e+06,7042571.01,
NaN,2.626846000e+06,7042571.02,
NaN,2.627011000e+06,7042571.03,
NaN,2.627311000e+06,7042571.04,
NaN,2.627700000e+06,7042571.05,
NaN,2.627772000e+06,7042571.06,
NaN,2.627890000e+06,7042571.07,
NaN,2.628159000e+06,7042571.08,
NaN,2.628056000e+06,7042571.09,
NaN,2.628146000e+06,7042571.10,
23150492151,2.628234000e+06,7042571.11,
NaN,2.628245000e+06,7042572.00,12
NaN,2.628374000e+06,7042572.01,
NaN,2.628362000e+06,7042572.02,
NaN,2.628486000e+06,7042572.03,
NaN,2.628595000e+06,7042572.04,
NaN,2.628887000e+06,7042572.05,
NaN,2.629061000e+06,7042572.06,
NaN,2.629235000e+06,7042572.07,
NaN,2.629608000e+06,7042572.08,
NaN,2.629858000e+06,7042572.09,
NaN,2.630141000e+06,7042572.10,
23150496230,2.630501000e+06,7042572.11,
NaN,2.630724000e+06,7042573.00,12
NaN,2.631046000e+06,7042573.01,
NaN,2.631284000e+06,7042573.02,
NaN,2.631486000e+06,7042573.03,
NaN,2.631825000e+06,7042573.04,
NaN,2.632042000e+06,7042573.05,
NaN,2.632298000e+06,7042573.06,
NaN,2.632594000e+06,7042573.07,
NaN,2.632714000e+06,7042573.08,
NaN,2.633042000e+06,7042573.09,
NaN,2.633254000e+06,7042573.10,
23150500309,2.633478000e+06,7042573.11,
NaN,2.633812000e+06,7042574.00,12
NaN,2.633959000e+06,7042574.01,
NaN,2.634265000e+06,7042574.02,
NaN,2.634577000e+06,7042574.03,
NaN,2.634767000e+06,7042574.04,
NaN,2.635043000e+06,7042574.05,
NaN,2.635223000e+06,7042574.06,
NaN,2.635459000e+06,7042574.07,
NaN,2.635593000e+06,7042574.08,
NaN,2.635743000e+06,7042574.09,
NaN,2.635474000e+06,7042574.10,
23150504388,2.634982000e+06,7042574.11,
NaN,2.634001000e+06,7042575.00,12
NaN,2.632901000e+06,7042575.01,
NaN,2.631665000e+06,7042575.02,
NaN,2.630252000e+06,7042575.03,
NaN,2.629126000e+06,7042575.04,
NaN,2.628076000e+06,7042575.05,
NaN,2.627273000e+06,7042575.06,
NaN,2.626771000e+06,7042575.07,
NaN,2.626243000e+06,7042575.08,
NaN,2.626023000e+06,7042575.09,
NaN,2.625880000e+06,7042575.10,
23150508468,2.625726000e+06,7042575.11,
NaN,2.625741000e+06,7042576.00,12
NaN,2.625590000e+06,7042576.01,
NaN,2.625454000e+06,7042576.02,
NaN,2.625504000e+06,7042576.03,
NaN,2.625343000e+06,7042576.04,
NaN,2.625452000e+06,7042576.05,
NaN,2.625458000e+06,7042576.06,
NaN,2.625553000e+06,7042576.07,
NaN,2.625919000e+06,7042576.08,
NaN,2.626098000e+06,7042576.09,
NaN,2.626333000e+06,7042576.10,
23150512548,2.626660000e+06,7042576.11,
NaN,2.626807000e+06,7042577.00,12
NaN,2.627012000e+06,7042577.01,
NaN,2.627055000e+06,7042577.02,
NaN,2.627183000e+06,7042577.03,
NaN,2.627235000e+06,7042577.04,
NaN,2.627177000e+06,7042577.05,
NaN,2.627314000e+06,7042577.06,
NaN,2.627246000e+06,7042577.07,
NaN,2.627368000e+06,7042577.08,
NaN,2.627415000e+06,7042577.09,
NaN,2.627636000e+06,7042577.10,
23150516626,2.627679000e+06,7042577.11,
NaN,2.627884000e+06,7042578.00,12
NaN,2.628217000e+06,7042578.01,
NaN,2.628428000e+06,7042578.02,
NaN,2.628741000e+06,7042578.03,
NaN,2.628969000e+06,7042578.04,
NaN,2.629269000e+06,7042578.05,
NaN,2.629456000e+06,7042578.06,
NaN,2.629789000e+06,7042578.07,
NaN,2.630014000e+06,7042578.08,
NaN,2.630211000e+06,7042578.09,
NaN,2.630542000e+06,7042578.10,
23150520706,2.630756000e+06,7042578.11,
NaN,2.630996000e+06,7042579.00,12
NaN,2.631261000e+06,7042579.01,
NaN,2.631474000e+06,7042579.02,
NaN,2.631755000e+06,7042579.03,
NaN,2.631943000e+06,7042579.04,
NaN,2.632220000e+06,7042579.05,
NaN,2.632398000e+06,7042579.06,
NaN,2.632698000e+06,7042579.07,
NaN,2.632898000e+06,7042579.08,
NaN,2.633171000e+06,7042579.09,
NaN,2.633326000e+06,7042579.10,
23150524784,2.633603000e+06,7042579.11,
NaN,2.633632000e+06,7042580.00,12
NaN,2.633879000e+06,7042580.01,
NaN,2.633724000e+06,7042580.02,
NaN,2.633407000e+06,7042580.03,
NaN,2.632607000e+06,7042580.04,
NaN,2.631579000e+06,7042580.05,
NaN,2.630293000e+06,7042580.06,
NaN,2.629044000e+06,7042580.07,
NaN,2.627817000e+06,7042580.08,
NaN,2.626689000e+06,7042580.09,
NaN,2.625837000e+06,7042580.10,
23150528864,2.625103000e+06,7042580.11,
NaN,2.624690000e+06,7042581.00,12
NaN,2.624213000e+06,7042581.01,
NaN,2.624070000e+06,7042581.02,
NaN,2.623879000e+06,7042581.03,
NaN,2.623811000e+06,7042581.04,
NaN,2.623824000e+06,7042581.05,
NaN,2.623637000e+06,7042581.06,
NaN,2.623734000e+06,7042581.07,
NaN,2.623610000e+06,7042581.08,
NaN,2.623564000e+06,7042581.09,
NaN,2.623730000e+06,7042581.10,
23150532944,2.623821000e+06,7042581.11,
NaN,2.624094000e+06,7042582.00,12
NaN,2.624312000e+06,7042582.01,
NaN,2.624636000e+06,7042582.02,
NaN,2.624884000e+06,7042582.03,
NaN,2.624972000e+06,7042582.04,
NaN,2.625256000e+06,7042582.05,
NaN,2.625313000e+06,7042582.06,
NaN,2.625332000e+06,7042582.07,
NaN,2.625433000e+06,7042582.08,
NaN,2.625344000e+06,7042582.09,
NaN,2.625425000e+06,7042582.10,
23150537023,2.625529000e+06,7042582.11,
NaN,2.625501000e+06,7042583.00,12
NaN,2.625577000e+06,7042583.01,
NaN,2.625778000e+06,7042583.02,
NaN,2.625932000e+06,7042583.03,
NaN,2.626009000e+06,7042583.04,
NaN,2.626291000e+06,7042583.05,
NaN,2.626630000e+06,7042583.06,
NaN,2.626752000e+06,7042583.07,
NaN,2.627035000e+06,7042583.08,
NaN,2.627457000e+06,7042583.09,
NaN,2.627712000e+06,7042583.10,
23150541102,2.627891000e+06,7042583.11,
NaN,2.628170000e+06,7042584.00,12
NaN,2.628517000e+06,7042584.01,
NaN,2.628658000e+06,7042584.02,
NaN,2.628916000e+06,7042584.03,
NaN,2.629215000e+06,7042584.04,
NaN,2.629421000e+06,7042584.05,
NaN,2.629678000e+06,7042584.06,
NaN,2.630009000e+06,7042584.07,
NaN,2.630146000e+06,7042584.08,
NaN,2.630361000e+06,7042584.09,
NaN,2.630769000e+06,7042584.10,
23150545181,2.630881000e+06,7042584.11,
NaN,2.631105000e+06,7042585.00,12
NaN,2.631385000e+06,7042585.01,
NaN,2.631609000e+06,7042585.02,
NaN,2.631919000e+06,7042585.03,
NaN,2.632086000e+06,7042585.04,
NaN,2.632350000e+06,7042585.05,
NaN,2.632491000e+06,7042585.06,
NaN,2.632723000e+06,7042585.07,
NaN,2.632677000e+06,7042585.08,
NaN,2.632451000e+06,7042585.09,
NaN,2.631677000e+06,7042585.10,
23150549261,2.630690000e+06,7042585.11,
NaN,2.629498000e+06,7042586.00,12
NaN,2.628243000e+06,7042586.01,
NaN,2.626982000e+06,7042586.02,
NaN,2.625856000e+06,7042586.03,
NaN,2.624989000e+06,7042586.04,
NaN,2.624311000e+06,7042586.05,
NaN,2.623859000e+06,7042586.06,
NaN,2.623514000e+06,7042586.07,
NaN,2.623465000e+06,7042586.08,
NaN,2.623355000e+06,7042586.09,
NaN,2.623365000e+06,7042586.10,
23150553340,2.623316000e+06,7042586.11,
NaN,2.623376000e+06,7042587.00,12
NaN,2.623298000e+06,7042587.01,
NaN,2.623377000e+06,7042587.02,
NaN,2.623444000e+06,7042587.03,
NaN,2.623637000e+06,7042587.04,
NaN,2.623756000e+06,7042587.05,
NaN,2.624173000e+06,7042587.06,
NaN,2.624383000e+06,7042587.07,
NaN,2.624735000e+06,7042587.08,
NaN,2.624939000e+06,7042587.09,
NaN,2.625198000e+06,7042587.10,
23150557419,2.625261000e+06,7042587.11,
NaN,2.625470000e+06,7042588.00,12
NaN,2.625342000e+06,7042588.01,
NaN,2.625462000e+06,7042588.02,
NaN,2.625423000e+06,7042588.03,
NaN,2.625517000e+06,7042588.04,
NaN,2.625584000e+06,7042588.05,
NaN,2.625607000e+06,7042588.06,
NaN,2.625804000e+06,7042588.07,
NaN,2.625898000e+06,7042588.08,
NaN,2.626185000e+06,7042588.09,
NaN,2.626366000e+06,7042588.10,
23150561498,2.626739000e+06,7042588.11,
NaN,2.626925000e+06,7042589.00,12
NaN,2.627240000e+06,7042589.01,
NaN,2.627564000e+06,7042589.02,
NaN,2.627900000e+06,7042589.03,
NaN,2.628125000e+06,7042589.04,
NaN,2.628481000e+06,7042589.05,
NaN,2.628743000e+06,7042589.06,
NaN,2.629075000e+06,7042589.07,
NaN,2.629302000e+06,7042589.08,
NaN,2.629582000e+06,7042589.09,
NaN,2.629767000e+06,7042589.10,
23150565577,2.630191000e+06,7042589.11,
NaN,2.630375000e+06,7042590.00,12
NaN,2.630641000e+06,7042590.01,
NaN,2.630829000e+06,7042590.02,
NaN,2.631139000e+06,7042590.03,
NaN,2.631324000e+06,7042590.04,
NaN,2.631681000e+06,7042590.05,
NaN,2.631820000e+06,7042590.06,
NaN,2.632124000e+06,7042590.07,
NaN,2.632338000e+06,7042590.08,
NaN,2.632642000e+06,7042590.09,
NaN,2.632946000e+06,7042590.10,
23150569656,2.633206000e+06,7042590.11,
NaN,2.633515000e+06,7042591.00,12
NaN,2.633695000e+06,7042591.01,
NaN,2.633950000e+06,7042591.02,
NaN,2.633812000e+06,7042591.03,
NaN,2.633506000e+06,7042591.04,
NaN,2.632645000e+06,7042591.05,
NaN,2.631624000e+06,7042591.06,
NaN,2.630358000e+06,7042591.07,
NaN,2.629032000e+06,7042591.08,
NaN,2.627863000e+06,7042591.09,
NaN,2.626749000e+06,7042591.10,
23150573735,2.626052000e+06,7042591.11,
NaN,2.625323000e+06,7042592.00,12
NaN,2.625035000e+06,7042592.01,
NaN,2.624760000e+06,7042592.02,
NaN,2.624564000e+06,7042592.03,
NaN,2.624635000e+06,7042592.04,
NaN,2.624623000e+06,7042592.05,
NaN,2.624688000e+06,7042592.06,
NaN,2.624680000e+06,7042592.07,
NaN,2.624672000e+06,7042592.08,
NaN,2.624822000e+06,7042592.09,
NaN,2.624902000e+06,7042592.10,
23150577814,2.625202000e+06,7042592.11,
NaN,2.625327000e+06,7042593.00,12
NaN,2.625676000e+06,7042593.01,
NaN,2.626005000e+06,7042593.02,
NaN,2.626156000e+06,7042593.03,
NaN,2.626410000e+06,7042593.04,
NaN,2.626478000e+06,7042593.05,
NaN,2.626624000e+06,7042593.06,
NaN,2.626526000e+06,7042593.07,
NaN,2.626567000e+06,7042593.08,
NaN,2.626531000e+06,7042593.09,
NaN,2.626538000e+06,7042593.10,
23150581894,2.626607000e+06,7042593.11,
NaN,2.626539000e+06,7042594.00,12
NaN,2.626606000e+06,7042594.01,
NaN,2.626874000e+06,7042594.02,
NaN,2.626882000e+06,7042594.03,
NaN,2.627209000e+06,7042594.04,
NaN,2.627301000e+06,7042594.05,
NaN,2.627711000e+06,7042594.06,
NaN,2.627899000e+06,7042594.07,
NaN,2.628214000e+06,7042594.08,
NaN,2.628518000e+06,7042594.09,
NaN,2.628715000e+06,7042594.10,
23150585973,2.629036000e+06,7042594.11,
NaN,2.629352000e+06,7042595.00,12
NaN,2.629477000e+06,7042595.01,
NaN,2.629782000e+06,7042595.02,
NaN,2.629938000e+06,7042595.03,
NaN,2.630194000e+06,7042595.04,
NaN,2.630474000e+06,7042595.05,
NaN,2.630598000e+06,7042595.06,
NaN,2.630752000e+06,7042595.07,
NaN,2.631071000e+06,7042595.08,
NaN,2.631151000e+06,7042595.09,
NaN,2.631395000e+06,7042595.10,
23150590052,2.631617000e+06,7042595.11,
NaN,2.631780000e+06,7042596.00,12
NaN,2.632014000e+06,7042596.01,
NaN,2.632169000e+06,7042596.02,
NaN,2.632432000e+06,7042596.03,
NaN,2.632652000e+06,7042596.04,
NaN,2.632911000e+06,7042596.05,
NaN,2.633095000e+06,7042596.06,
NaN,2.633344000e+06,7042596.07,
NaN,2.633564000e+06,7042596.08,
NaN,2.633837000e+06,7042596.09,
NaN,2.633899000e+06,7042596.10,
23150594131,2.633817000e+06,7042596.11,
NaN,2.633307000e+06,7042597.00,12
NaN,2.632354000e+06,7042597.01,
NaN,2.631048000e+06,7042597.02,
NaN,2.629692000e+06,7042597.03,
NaN,2.628190000e+06,7042597.04,
NaN,2.626815000e+06,7042597.05,
NaN,2.625644000e+06,7042597.06,
NaN,2.624575000e+06,7042597.07,
NaN,2.623955000e+06,7042597.08,
NaN,2.623337000e+06,7042597.09,
NaN,2.622943000e+06,7042597.10,
23150598211,2.622780000e+06,7042597.11,
NaN,2.622590000e+06,7042598.00,12
NaN,2.622550000e+06,7042598.01,
NaN,2.622428000e+06,7042598.02,
NaN,2.622323000e+06,7042598.03,
NaN,2.622368000e+06,7042598.04,
NaN,2.622274000e+06,7042598.05,
NaN,2.622294000e+06,7042598.06,
NaN,2.622446000e+06,7042598.07,
NaN,2.622547000e+06,7042598.08,
NaN,2.622713000e+06,7042598.09,
NaN,2.622992000e+06,7042598.10,
23150602290,2.623336000e+06,7042598.11,
NaN,2.623434000e+06,7042599.00,12
NaN,2.623712000e+06,7042599.01,
NaN,2.623827000e+06,7042599.02,
NaN,2.623956000e+06,7042599.03,
NaN,2.623959000e+06,7042599.04,
NaN,2.624052000e+06,7042599.05,
NaN,2.624056000e+06,7042599.06,
NaN,2.624095000e+06,7042599.07,
NaN,2.624142000e+06,7042599.08,
NaN,2.624261000e+06,7042599.09,
NaN,2.624278000e+06,7042599.10,
23150606369,2.624565000e+06,7042599.11,
NaN,2.624640000e+06,7042600.00,12
NaN,2.624954000e+06,7042600.01,
NaN,2.625232000e+06,7042600.02,
NaN,2.625490000e+06,7042600.03,
NaN,2.625828000e+06,7042600.04,
NaN,2.626065000e+06,7042600.05,
NaN,2.626484000e+06,7042600.06,
NaN,2.626687000e+06,7042600.07,
NaN,2.627061000e+06,7042600.08,
NaN,2.627247000e+06,7042600.09,
NaN,2.627662000e+06,7042600.10,
23150610448,2.627808000e+06,7042600.11,
NaN,2.628237000e+06,7042601.00,12
NaN,2.628367000e+06,7042601.01,
NaN,2.628714000e+06,7042601.02,
NaN,2.628951000e+06,7042601.03,
NaN,2.629109000e+06,7042601.04,
NaN,2.629393000e+06,7042601.05,
NaN,2.629580000e+06,7042601.06,
NaN,2.629776000e+06,7042601.07,
NaN,2.630111000e+06,7042601.08,
