time,ecg2,sequence_counter,packet_size
NaN,1.540000000e+02,7040546.07,
NaN,2.330000000e+02,7040546.08,
NaN,3.430000000e+02,7040546.09,
NaN,3.710000000e+02,7040546.10,
NaN,3.490000000e+02,7040546.11,
NaN,3.950000000e+02,7040546.12,
NaN,5.870000000e+02,7040546.13,
NaN,5.590000000e+02,7040546.14,
NaN,5.010000000e+02,7040546.15,
NaN,7.040000000e+02,7040546.16,
NaN,7.480000000e+02,7040546.17,
NaN,7.530000000e+02,7040546.18,
NaN,8.050000000e+02,7040546.19,
NaN,8.080000000e+02,7040546.20,
NaN,8.780000000e+02,7040546.21,
NaN,9.280000000e+02,7040546.22,
NaN,1.010000000e+03,7040546.23,
NaN,9.180000000e+02,7040546.24,
NaN,7.170000000e+02,7040546.25,
NaN,7.110000000e+02,7040546.26,
NaN,5.740000000e+02,7040546.27,
NaN,3.210000000e+02,7040546.28,
NaN,2.770000000e+02,7040546.29,
23152063992,2.790000000e+02,7040546.30,
NaN,1.850000000e+02,7040547.00,31
NaN,1.030000000e+02,7040547.01,
NaN,4.300000000e+01,7040547.02,
NaN,1.190000000e+02,7040547.03,
NaN,2.420000000e+02,7040547.04,
NaN,1.680000000e+02,7040547.05,
NaN,2.110000000e+02,7040547.06,
NaN,2.740000000e+02,7040547.07,
NaN,2.650000000e+02,7040547.08,
NaN,3.000000000e+02,7040547.09,
NaN,1.550000000e+02,7040547.10,
NaN,1.750000000e+02,7040547.11,
NaN,3.310000000e+02,7040547.12,
NaN,2.700000000e+02,7040547.13,
NaN,2.850000000e+02,7040547.14,
NaN,3.320000000e+02,7040547.15,
NaN,1.590000000e+02,7040547.16,
NaN,1.670000000e+02,7040547.17,
NaN,4.150000000e+02,7040547.18,
NaN,3.080000000e+02,7040547.19,
NaN,1.870000000e+02,7040547.20,
NaN,2.630000000e+02,7040547.21,
NaN,1.650000000e+02,7040547.22,
NaN,2.720000000e+02,7040547.23,
NaN,3.870000000e+02,7040547.24,
NaN,2.160000000e+02,7040547.25,
NaN,2.160000000e+02,7040547.26,
NaN,2.490000000e+02,7040547.27,
NaN,1.690000000e+02,7040547.28,
NaN,1.790000000e+02,7040547.29,
23152071928,2.830000000e+02,7040547.30,
NaN,3.270000000e+02,7040548.00,31
NaN,3.090000000e+02,7040548.01,
NaN,4.770000000e+02,7040548.02,
NaN,5.520000000e+02,7040548.03,
NaN,6.160000000e+02,7040548.04,
NaN,1.000000000e+03,7040548.05,
NaN,9.730000000e+02,7040548.06,
NaN,6.570000000e+02,7040548.07,
NaN,8.280000000e+02,7040548.08,
NaN,8.930000000e+02,7040548.09,
NaN,3.590000000e+02,7040548.10,
NaN,-6.900000000e+01,7040548.11,
NaN,5.800000000e+01,7040548.12,
NaN,2.420000000e+02,7040548.13,
NaN,7.100000000e+01,7040548.14,
NaN,-6.500000000e+01,7040548.15,
NaN,6.900000000e+01,7040548.16,
NaN,7.700000000e+01,7040548.17,
NaN,-2.400000000e+01,7040548.18,
NaN,6.300000000e+01,7040548.19,
NaN,-9.700000000e+01,7040548.20,
NaN,-1.590000000e+02,7040548.21,
NaN,6.910000000e+02,7040548.22,
NaN,1.897000000e+03,7040548.23,
NaN,3.671000000e+03,7040548.24,
NaN,4.071000000e+03,7040548.25,
NaN,1.290000000e+03,7040548.26,
NaN,-3.260000000e+02,7040548.27,
NaN,9.100000000e+01,7040548.28,
NaN,-1.140000000e+02,7040548.29,
23152079864,-1.130000000e+02,7040548.30,
NaN,8.800000000e+01,7040549.00,31
NaN,-7.700000000e+01,7040549.01,
NaN,-3.700000000e+01,7040549.02,
NaN,9.600000000e+01,7040549.03,
NaN,-2.900000000e+01,7040549.04,
NaN,-7.600000000e+01,7040549.05,
NaN,4.500000000e+01,7040549.06,
NaN,1.630000000e+02,7040549.07,
NaN,3.070000000e+02,7040549.08,
NaN,2.200000000e+02,7040549.09,
NaN,9.600000000e+01,7040549.10,
NaN,2.480000000e+02,7040549.11,
NaN,3.980000000e+02,7040549.12,
NaN,3.830000000e+02,7040549.13,
NaN,4.350000000e+02,7040549.14,
NaN,5.500000000e+02,7040549.15,
NaN,4.890000000e+02,7040549.16,
NaN,4.540000000e+02,7040549.17,
NaN,5.760000000e+02,7040549.18,
NaN,7.260000000e+02,7040549.19,
NaN,6.800000000e+02,7040549.20,
NaN,6.310000000e+02,7040549.21,
NaN,8.790000000e+02,7040549.22,
NaN,8.450000000e+02,7040549.23,
NaN,7.080000000e+02,7040549.24,
NaN,9.540000000e+02,7040549.25,
NaN,9.480000000e+02,7040549.26,
NaN,7.060000000e+02,7040549.27,
NaN,7.620000000e+02,7040549.28,
NaN,9.380000000e+02,7040549.29,
23152087800,7.350000000e+02,7040549.30,
NaN,3.170000000e+02,7040550.00,31
NaN,2.560000000e+02,7040550.01,
NaN,2.710000000e+02,7040550.02,
NaN,8.700000000e+01,7040550.03,
NaN,-5.200000000e+01,7040550.04,
NaN,-3.400000000e+01,7040550.05,
NaN,6.100000000e+01,7040550.06,
NaN,4.000000000e+00,7040550.07,
NaN,1.230000000e+02,7040550.08,
NaN,3.480000000e+02,7040550.09,
NaN,1.070000000e+02,7040550.10,
NaN,-1.400000000e+02,7040550.11,
NaN,-8.400000000e+01,7040550.12,
NaN,2.110000000e+02,7040550.13,
NaN,3.800000000e+02,7040550.14,
NaN,-3.200000000e+01,7040550.15,
NaN,-1.240000000e+02,7040550.16,
NaN,2.040000000e+02,7040550.17,
NaN,1.050000000e+02,7040550.18,
NaN,1.450000000e+02,7040550.19,
NaN,2.810000000e+02,7040550.20,
NaN,-6.300000000e+01,7040550.21,
NaN,-1.350000000e+02,7040550.22,
NaN,1.450000000e+02,7040550.23,
NaN,1.310000000e+02,7040550.24,
NaN,2.900000000e+01,7040550.25,
NaN,-2.800000000e+01,7040550.26,
NaN,-7.300000000e+01,7040550.27,
NaN,2.000000000e+00,7040550.28,
NaN,2.000000000e+01,7040550.29,
23152095736,-4.000000000e+00,7040550.30,
NaN,-2.300000000e+01,7040551.00,31
NaN,1.000000000e+00,7040551.01,
NaN,1.740000000e+02,7040551.02,
NaN,1.470000000e+02,7040551.03,
NaN,-1.180000000e+02,7040551.04,
NaN,-6.600000000e+01,7040551.05,
NaN,5.400000000e+01,7040551.06,
NaN,-8.700000000e+01,7040551.07,
NaN,-7.200000000e+01,7040551.08,
NaN,2.400000000e+01,7040551.09,
NaN,-3.000000000e+00,7040551.10,
NaN,1.750000000e+02,7040551.11,
NaN,4.460000000e+02,7040551.12,
NaN,4.760000000e+02,7040551.13,
NaN,6.290000000e+02,7040551.14,
NaN,8.660000000e+02,7040551.15,
NaN,6.600000000e+02,7040551.16,
NaN,3.970000000e+02,7040551.17,
NaN,3.810000000e+02,7040551.18,
NaN,2.750000000e+02,7040551.19,
NaN,4.500000000e+01,7040551.20,
NaN,-1.240000000e+02,7040551.21,
NaN,-2.080000000e+02,7040551.22,
NaN,-1.610000000e+02,7040551.23,
NaN,5.300000000e+01,7040551.24,
NaN,-4.100000000e+01,7040551.25,
NaN,-4.040000000e+02,7040551.26,
NaN,-4.030000000e+02,7040551.27,
NaN,-2.100000000e+02,7040551.28,
NaN,-1.460000000e+02,7040551.29,
23152103673,-3.890000000e+02,7040551.30,
NaN,-1.480000000e+02,7040552.00,31
NaN,9.560000000e+02,7040552.01,
NaN,2.368000000e+03,7040552.02,
NaN,3.936000000e+03,7040552.03,
NaN,2.981000000e+03,7040552.04,
NaN,1.890000000e+02,7040552.05,
NaN,-3.490000000e+02,7040552.06,
NaN,-1.110000000e+02,7040552.07,
NaN,-3.880000000e+02,7040552.08,
NaN,-2.950000000e+02,7040552.09,
NaN,-3.010000000e+02,7040552.10,
NaN,-2.940000000e+02,7040552.11,
NaN,-2.220000000e+02,7040552.12,
NaN,-1.950000000e+02,7040552.13,
NaN,-1.090000000e+02,7040552.14,
NaN,-2.120000000e+02,7040552.15,
NaN,-2.360000000e+02,7040552.16,
NaN,-1.200000000e+01,7040552.17,
NaN,1.100000000e+01,7040552.18,
NaN,-4.600000000e+01,7040552.19,
NaN,-6.100000000e+01,7040552.20,
NaN,-3.600000000e+01,7040552.21,
NaN,2.650000000e+02,7040552.22,
NaN,4.080000000e+02,7040552.23,
NaN,1.820000000e+02,7040552.24,
NaN,3.400000000e+01,7040552.25,
NaN,2.990000000e+02,7040552.26,
NaN,5.860000000e+02,7040552.27,
NaN,3.180000000e+02,7040552.28,
NaN,2.100000000e+02,7040552.29,
23152111606,4.430000000e+02,7040552.30,
NaN,5.580000000e+02,7040553.00,31
NaN,7.280000000e+02,7040553.01,
NaN,7.570000000e+02,7040553.02,
NaN,5.120000000e+02,7040553.03,
NaN,4.890000000e+02,7040553.04,
NaN,9.730000000e+02,7040553.05,
NaN,9.990000000e+02,7040553.06,
NaN,4.590000000e+02,7040553.07,
NaN,3.870000000e+02,7040553.08,
NaN,3.880000000e+02,7040553.09,
NaN,1.090000000e+02,7040553.10,
NaN,2.800000000e+01,7040553.11,
NaN,2.240000000e+02,7040553.12,
NaN,1.320000000e+02,7040553.13,
NaN,-2.430000000e+02,7040553.14,
NaN,-1.910000000e+02,7040553.15,
NaN,-1.700000000e+02,7040553.16,
NaN,-3.090000000e+02,7040553.17,
NaN,-6.200000000e+01,7040553.18,
NaN,5.000000000e+00,7040553.19,
NaN,-2.170000000e+02,7040553.20,
NaN,-9.700000000e+01,7040553.21,
NaN,-4.300000000e+01,7040553.22,
NaN,-1.280000000e+02,7040553.23,
NaN,1.940000000e+02,7040553.24,
NaN,2.200000000e+02,7040553.25,
NaN,-1.670000000e+02,7040553.26,
NaN,-2.820000000e+02,7040553.27,
NaN,-2.330000000e+02,7040553.28,
NaN,-1.700000000e+02,7040553.29,
23152119543,8.000000000e+00,7040553.30,
NaN,1.700000000e+02,7040554.00,31
NaN,-2.010000000e+02,7040554.01,
NaN,-2.850000000e+02,7040554.02,
NaN,2.880000000e+02,7040554.03,
NaN,4.400000000e+01,7040554.04,
NaN,-4.750000000e+02,7040554.05,
NaN,-2.910000000e+02,7040554.06,
NaN,-1.830000000e+02,7040554.07,
NaN,-1.580000000e+02,7040554.08,
NaN,4.400000000e+01,7040554.09,
NaN,-1.000000000e+01,7040554.10,
NaN,-1.930000000e+02,7040554.11,
NaN,-1.400000000e+02,7040554.12,
NaN,-6.500000000e+01,7040554.13,
NaN,-7.400000000e+01,7040554.14,
NaN,-6.800000000e+01,7040554.15,
NaN,-7.500000000e+01,7040554.16,
NaN,-1.000000000e+02,7040554.17,
NaN,-8.500000000e+01,7040554.18,
NaN,-7.600000000e+01,7040554.19,
NaN,-1.120000000e+02,7040554.20,
NaN,-8.400000000e+01,7040554.21,
NaN,-6.500000000e+01,7040554.22,
NaN,-1.150000000e+02,7040554.23,
NaN,-1.380000000e+02,7040554.24,
NaN,-6.100000000e+01,7040554.25,
NaN,7.000000000e+01,7040554.26,
NaN,2.480000000e+02,7040554.27,
NaN,5.660000000e+02,7040554.28,
NaN,5.170000000e+02,7040554.29,
23152127479,4.580000000e+02,7040554.30,
NaN,6.940000000e+02,7040555.00,31
NaN,2.030000000e+02,7040555.01,
NaN,-1.430000000e+02,7040555.02,
NaN,5.600000000e+01,7040555.03,
NaN,-6.600000000e+01,7040555.04,
NaN,1.570000000e+02,7040555.05,
NaN,7.100000000e+01,7040555.06,
NaN,-6.080000000e+02,7040555.07,
NaN,-5.410000000e+02,7040555.08,
NaN,7.000000000e+01,7040555.09,
NaN,2.220000000e+02,7040555.10,
NaN,-3.230000000e+02,7040555.11,
NaN,-4.220000000e+02,7040555.12,
NaN,-1.200000000e+01,7040555.13,
NaN,1.030000000e+02,7040555.14,
NaN,5.230000000e+02,7040555.15,
NaN,1.583000000e+03,7040555.16,
NaN,3.497000000e+03,7040555.17,
NaN,4.269000000e+03,7040555.18,
NaN,1.887000000e+03,7040555.19,
NaN,-3.780000000e+02,7040555.20,
NaN,-4.730000000e+02,7040555.21,
NaN,1.900000000e+02,7040555.22,
NaN,3.710000000e+02,7040555.23,
NaN,-2.280000000e+02,7040555.24,
NaN,5.600000000e+01,7040555.25,
NaN,6.240000000e+02,7040555.26,
NaN,2.640000000e+02,7040555.27,
NaN,5.180000000e+02,7040555.28,
NaN,8.890000000e+02,7040555.29,
23152135415,8.680000000e+02,7040555.30,
NaN,8.200000000e+02,7040556.00,31
NaN,6.260000000e+02,7040556.01,
NaN,1.296000000e+03,7040556.02,
NaN,1.223000000e+03,7040556.03,
NaN,6.940000000e+02,7040556.04,
NaN,1.103000000e+03,7040556.05,
NaN,7.990000000e+02,7040556.06,
NaN,9.400000000e+02,7040556.07,
NaN,9.460000000e+02,7040556.08,
NaN,6.600000000e+02,7040556.09,
NaN,1.522000000e+03,7040556.10,
NaN,1.110000000e+03,7040556.11,
NaN,4.030000000e+02,7040556.12,
NaN,8.060000000e+02,7040556.13,
NaN,9.720000000e+02,7040556.14,
NaN,9.490000000e+02,7040556.15,
NaN,8.170000000e+02,7040556.16,
NaN,1.136000000e+03,7040556.17,
NaN,1.126000000e+03,7040556.18,
NaN,5.690000000e+02,7040556.19,
NaN,7.130000000e+02,7040556.20,
NaN,9.860000000e+02,7040556.21,
NaN,7.440000000e+02,7040556.22,
NaN,2.480000000e+02,7040556.23,
NaN,2.430000000e+02,7040556.24,
NaN,6.200000000e+01,7040556.25,
NaN,-4.400000000e+02,7040556.26,
NaN,6.600000000e+01,7040556.27,
NaN,1.940000000e+02,7040556.28,
NaN,-4.530000000e+02,7040556.29,
23152143351,-6.890000000e+02,7040556.30,
NaN,-7.460000000e+02,7040557.00,31
NaN,-3.110000000e+02,7040557.01,
NaN,-3.420000000e+02,7040557.02,
NaN,-6.920000000e+02,7040557.03,
NaN,-2.650000000e+02,7040557.04,
NaN,-4.500000000e+02,7040557.05,
NaN,-6.510000000e+02,7040557.06,
NaN,-3.860000000e+02,7040557.07,
NaN,-6.880000000e+02,7040557.08,
NaN,-6.580000000e+02,7040557.09,
NaN,-3.690000000e+02,7040557.10,
NaN,-2.880000000e+02,7040557.11,
NaN,-2.800000000e+02,7040557.12,
NaN,-7.680000000e+02,7040557.13,
NaN,-9.180000000e+02,7040557.14,
NaN,-7.590000000e+02,7040557.15,
NaN,-7.970000000e+02,7040557.16,
NaN,-6.350000000e+02,7040557.17,
NaN,-5.860000000e+02,7040557.18,
NaN,-5.180000000e+02,7040557.19,
NaN,-4.650000000e+02,7040557.20,
NaN,-5.750000000e+02,7040557.21,
NaN,-6.190000000e+02,7040557.22,
NaN,-6.330000000e+02,7040557.23,
NaN,-6.680000000e+02,7040557.24,
NaN,-6.390000000e+02,7040557.25,
NaN,-5.310000000e+02,7040557.26,
NaN,-6.000000000e+02,7040557.27,
NaN,-5.090000000e+02,7040557.28,
NaN,-5.000000000e+02,7040557.29,
23152151287,-7.190000000e+02,7040557.30,
NaN,-4.050000000e+02,7040558.00,31
NaN,-2.400000000e+02,7040558.01,
NaN,-6.280000000e+02,7040558.02,
NaN,-7.090000000e+02,7040558.03,
NaN,-4.650000000e+02,7040558.04,
NaN,-3.270000000e+02,7040558.05,
NaN,-3.060000000e+02,7040558.06,
NaN,-4.030000000e+02,7040558.07,
NaN,-3.800000000e+02,7040558.08,
NaN,-1.280000000e+02,7040558.09,
NaN,-8.700000000e+01,7040558.10,
NaN,-8.400000000e+01,7040558.11,
NaN,-8.000000000e+00,7040558.12,
NaN,6.000000000e+00,7040558.13,
NaN,3.090000000e+02,7040558.14,
NaN,6.030000000e+02,7040558.15,
NaN,6.110000000e+02,7040558.16,
NaN,4.550000000e+02,7040558.17,
NaN,1.490000000e+02,7040558.18,
NaN,2.020000000e+02,7040558.19,
NaN,2.200000000e+02,7040558.20,
NaN,-1.990000000e+02,7040558.21,
NaN,-2.320000000e+02,7040558.22,
NaN,-1.820000000e+02,7040558.23,
NaN,-2.980000000e+02,7040558.24,
NaN,-7.600000000e+01,7040558.25,
NaN,2.300000000e+01,7040558.26,
NaN,-1.940000000e+02,7040558.27,
NaN,-2.000000000e+02,7040558.28,
NaN,-2.110000000e+02,7040558.29,
23152159222,-2.340000000e+02,7040558.30,
NaN,3.590000000e+02,7040559.00,31
NaN,1.336000000e+03,7040559.01,
NaN,3.088000000e+03,7040559.02,
NaN,4.338000000e+03,7040559.03,
NaN,2.479000000e+03,7040559.04,
NaN,1.670000000e+02,7040559.05,
NaN,-6.400000000e+01,7040559.06,
NaN,1.020000000e+02,7040559.07,
NaN,-2.060000000e+02,7040559.08,
NaN,-3.530000000e+02,7040559.09,
NaN,-1.560000000e+02,7040559.10,
NaN,-5.200000000e+01,7040559.11,
NaN,3.500000000e+01,7040559.12,
NaN,1.000000000e+01,7040559.13,
NaN,-1.130000000e+02,7040559.14,
NaN,-5.800000000e+01,7040559.15,
NaN,1.700000000e+01,7040559.16,
NaN,1.260000000e+02,7040559.17,
NaN,2.080000000e+02,7040559.18,
NaN,5.900000000e+01,7040559.19,
NaN,-2.900000000e+01,7040559.20,
NaN,3.310000000e+02,7040559.21,
NaN,4.160000000e+02,7040559.22,
NaN,2.210000000e+02,7040559.23,
NaN,3.760000000e+02,7040559.24,
NaN,4.210000000e+02,7040559.25,
NaN,4.730000000e+02,7040559.26,
NaN,4.740000000e+02,7040559.27,
NaN,2.810000000e+02,7040559.28,
NaN,4.620000000e+02,7040559.29,
23152167158,7.500000000e+02,7040559.30,
NaN,7.240000000e+02,7040560.00,31
NaN,5.140000000e+02,7040560.01,
NaN,4.730000000e+02,7040560.02,
NaN,8.990000000e+02,7040560.03,
NaN,9.000000000e+02,7040560.04,
NaN,5.060000000e+02,7040560.05,
NaN,8.070000000e+02,7040560.06,
NaN,6.750000000e+02,7040560.07,
NaN,2.500000000e+02,7040560.08,
NaN,5.980000000e+02,7040560.09,
NaN,4.770000000e+02,7040560.10,
NaN,-9.700000000e+01,7040560.11,
NaN,-3.220000000e+02,7040560.12,
NaN,-2.850000000e+02,7040560.13,
NaN,1.520000000e+02,7040560.14,
NaN,-2.800000000e+01,7040560.15,
NaN,-5.380000000e+02,7040560.16,
NaN,1.940000000e+02,7040560.17,
NaN,2.400000000e+02,7040560.18,
NaN,-6.500000000e+02,7040560.19,
NaN,-3.700000000e+02,7040560.20,
NaN,-7.500000000e+01,7040560.21,
NaN,-2.940000000e+02,7040560.22,
NaN,-2.060000000e+02,7040560.23,
NaN,-1.820000000e+02,7040560.24,
NaN,-2.250000000e+02,7040560.25,
NaN,4.100000000e+01,7040560.26,
NaN,7.800000000e+01,7040560.27,
NaN,-1.890000000e+02,7040560.28,
NaN,-1.890000000e+02,7040560.29,
23152175094,-4.080000000e+02,7040560.30,
NaN,-6.060000000e+02,7040561.00,31
NaN,-4.150000000e+02,7040561.01,
NaN,-2.360000000e+02,7040561.02,
NaN,-1.150000000e+02,7040561.03,
NaN,-3.240000000e+02,7040561.04,
NaN,-4.040000000e+02,7040561.05,
NaN,2.800000000e+01,7040561.06,
NaN,-2.040000000e+02,7040561.07,
NaN,-5.780000000e+02,7040561.08,
NaN,-1.820000000e+02,7040561.09,
NaN,-3.580000000e+02,7040561.10,
NaN,-6.580000000e+02,7040561.11,
NaN,-3.140000000e+02,7040561.12,
NaN,-1.800000000e+02,7040561.13,
NaN,-3.530000000e+02,7040561.14,
NaN,-4.290000000e+02,7040561.15,
NaN,-1.980000000e+02,7040561.16,
NaN,-3.100000000e+02,7040561.17,
NaN,-7.710000000e+02,7040561.18,
NaN,-8.200000000e+02,7040561.19,
NaN,-5.400000000e+02,7040561.20,
NaN,-2.800000000e+02,7040561.21,
NaN,-5.990000000e+02,7040561.22,
NaN,-8.430000000e+02,7040561.23,
NaN,-2.870000000e+02,7040561.24,
NaN,-3.160000000e+02,7040561.25,
NaN,-7.970000000e+02,7040561.26,
NaN,-6.110000000e+02,7040561.27,
NaN,-5.320000000e+02,7040561.28,
NaN,-5.050000000e+02,7040561.29,
23152183030,1.900000000e+01,7040561.30,
NaN,1.420000000e+02,7040562.00,31
NaN,-7.200000000e+01,7040562.01,
NaN,1.560000000e+02,7040562.02,
NaN,3.680000000e+02,7040562.03,
NaN,1.920000000e+02,7040562.04,
NaN,-9.400000000e+01,7040562.05,
NaN,-3.990000000e+02,7040562.06,
NaN,-5.470000000e+02,7040562.07,
NaN,-4.220000000e+02,7040562.08,
NaN,-4.190000000e+02,7040562.09,
NaN,-4.350000000e+02,7040562.10,
NaN,-2.540000000e+02,7040562.11,
NaN,-4.050000000e+02,7040562.12,
NaN,-6.870000000e+02,7040562.13,
NaN,-7.280000000e+02,7040562.14,
NaN,-6.910000000e+02,7040562.15,
NaN,-7.330000000e+02,7040562.16,
NaN,-5.660000000e+02,7040562.17,
NaN,4.290000000e+02,7040562.18,
NaN,1.872000000e+03,7040562.19,
NaN,3.340000000e+03,7040562.20,
NaN,2.923000000e+03,7040562.21,
NaN,3.080000000e+02,7040562.22,
NaN,-7.790000000e+02,7040562.23,
NaN,-4.250000000e+02,7040562.24,
NaN,-4.940000000e+02,7040562.25,
NaN,-5.370000000e+02,7040562.26,
NaN,-6.200000000e+02,7040562.27,
NaN,-5.130000000e+02,7040562.28,
NaN,-3.180000000e+02,7040562.29,
23152190966,-5.200000000e+02,7040562.30,
NaN,-5.290000000e+02,7040563.00,31
NaN,-3.840000000e+02,7040563.01,
NaN,-4.650000000e+02,7040563.02,
NaN,-4.110000000e+02,7040563.03,
NaN,-2.160000000e+02,7040563.04,
NaN,-1.730000000e+02,7040563.05,
NaN,-2.210000000e+02,7040563.06,
NaN,-1.290000000e+02,7040563.07,
NaN,-9.600000000e+01,7040563.08,
NaN,-1.600000000e+02,7040563.09,
NaN,5.800000000e+01,7040563.10,
NaN,2.600000000e+02,7040563.11,
NaN,7.000000000e+01,7040563.12,
NaN,-1.150000000e+02,7040563.13,
NaN,-2.600000000e+01,7040563.14,
NaN,1.360000000e+02,7040563.15,
NaN,3.260000000e+02,7040563.16,
NaN,3.980000000e+02,7040563.17,
NaN,2.050000000e+02,7040563.18,
NaN,2.810000000e+02,7040563.19,
NaN,4.910000000e+02,7040563.20,
NaN,3.630000000e+02,7040563.21,
NaN,4.860000000e+02,7040563.22,
NaN,5.840000000e+02,7040563.23,
NaN,2.830000000e+02,7040563.24,
NaN,2.150000000e+02,7040563.25,
NaN,1.570000000e+02,7040563.26,
NaN,1.600000000e+01,7040563.27,
NaN,-5.200000000e+01,7040563.28,
NaN,-2.840000000e+02,7040563.29,
23152198902,-4.280000000e+02,7040563.30,
NaN,-2.740000000e+02,7040564.00,31
NaN,-2.710000000e+02,7040564.01,
NaN,-6.420000000e+02,7040564.02,
NaN,-7.240000000e+02,7040564.03,
NaN,-5.470000000e+02,7040564.04,
NaN,-6.700000000e+02,7040564.05,
NaN,-7.820000000e+02,7040564.06,
NaN,-8.180000000e+02,7040564.07,
NaN,-7.580000000e+02,7040564.08,
NaN,-5.760000000e+02,7040564.09,
NaN,-7.850000000e+02,7040564.10,
NaN,-1.035000000e+03,7040564.11,
NaN,-7.910000000e+02,7040564.12,
NaN,-7.770000000e+02,7040564.13,
NaN,-1.139000000e+03,7040564.14,
NaN,-1.107000000e+03,7040564.15,
NaN,-9.310000000e+02,7040564.16,
NaN,-9.020000000e+02,7040564.17,
NaN,-9.340000000e+02,7040564.18,
NaN,-9.230000000e+02,7040564.19,
NaN,-7.870000000e+02,7040564.20,
NaN,-8.850000000e+02,7040564.21,
NaN,-9.070000000e+02,7040564.22,
NaN,-8.230000000e+02,7040564.23,
NaN,-9.690000000e+02,7040564.24,
NaN,-8.980000000e+02,7040564.25,
NaN,-7.610000000e+02,7040564.26,
NaN,-7.590000000e+02,7040564.27,
NaN,-7.450000000e+02,7040564.28,
NaN,-5.640000000e+02,7040564.29,
23152206838,-3.710000000e+02,7040564.30,
NaN,-7.200000000e+02,7040565.00,31
NaN,-9.080000000e+02,7040565.01,
NaN,-6.580000000e+02,7040565.02,
NaN,-6.720000000e+02,7040565.03,
NaN,-6.880000000e+02,7040565.04,
NaN,-6.120000000e+02,7040565.05,
NaN,-5.940000000e+02,7040565.06,
NaN,-4.950000000e+02,7040565.07,
NaN,-5.560000000e+02,7040565.08,
NaN,-4.880000000e+02,7040565.09,
NaN,-7.500000000e+01,7040565.10,
NaN,-3.890000000e+02,7040565.11,
NaN,-8.900000000e+02,7040565.12,
NaN,-4.340000000e+02,7040565.13,
NaN,-1.730000000e+02,7040565.14,
NaN,-3.410000000e+02,7040565.15,
NaN,-1.830000000e+02,7040565.16,
NaN,2.400000000e+01,7040565.17,
NaN,2.580000000e+02,7040565.18,
NaN,3.250000000e+02,7040565.19,
NaN,1.950000000e+02,7040565.20,
NaN,1.630000000e+02,7040565.21,
NaN,-7.900000000e+01,7040565.22,
NaN,-4.160000000e+02,7040565.23,
NaN,-5.530000000e+02,7040565.24,
NaN,-5.200000000e+02,7040565.25,
NaN,-5.190000000e+02,7040565.26,
NaN,-5.250000000e+02,7040565.27,
NaN,-3.890000000e+02,7040565.28,
NaN,-5.650000000e+02,7040565.29,
23152214773,-5.690000000e+02,7040565.30,
NaN,-2.790000000e+02,7040566.00,31
NaN,-6.330000000e+02,7040566.01,
NaN,-6.760000000e+02,7040566.02,
NaN,2.280000000e+02,7040566.03,
NaN,1.551000000e+03,7040566.04,
NaN,3.314000000e+03,7040566.05,
NaN,3.114000000e+03,7040566.06,
NaN,5.120000000e+02,7040566.07,
NaN,-6.410000000e+02,7040566.08,
NaN,-3.450000000e+02,7040566.09,
NaN,-3.050000000e+02,7040566.10,
NaN,-3.990000000e+02,7040566.11,
NaN,-6.250000000e+02,7040566.12,
NaN,-5.380000000e+02,7040566.13,
NaN,-3.120000000e+02,7040566.14,
NaN,-3.570000000e+02,7040566.15,
NaN,-4.190000000e+02,7040566.16,
NaN,-3.820000000e+02,7040566.17,
NaN,-3.360000000e+02,7040566.18,
NaN,-3.080000000e+02,7040566.19,
NaN,-1.720000000e+02,7040566.20,
NaN,-1.180000000e+02,7040566.21,
NaN,-2.120000000e+02,7040566.22,
NaN,-4.400000000e+01,7040566.23,
NaN,6.700000000e+01,7040566.24,
NaN,-8.500000000e+01,7040566.25,
NaN,5.500000000e+01,7040566.26,
NaN,2.240000000e+02,7040566.27,
NaN,1.330000000e+02,7040566.28,
NaN,1.620000000e+02,7040566.29,
23152222710,2.710000000e+02,7040566.30,
NaN,3.190000000e+02,7040567.00,31
NaN,3.360000000e+02,7040567.01,
NaN,4.020000000e+02,7040567.02,
NaN,4.760000000e+02,7040567.03,
NaN,4.580000000e+02,7040567.04,
NaN,5.600000000e+02,7040567.05,
NaN,6.730000000e+02,7040567.06,
NaN,6.280000000e+02,7040567.07,
NaN,6.400000000e+02,7040567.08,
NaN,6.590000000e+02,7040567.09,
NaN,6.160000000e+02,7040567.10,
NaN,5.470000000e+02,7040567.11,
NaN,4.090000000e+02,7040567.12,
NaN,1.900000000e+02,7040567.13,
NaN,-3.000000000e+01,7040567.14,
NaN,-5.200000000e+01,7040567.15,
NaN,-4.400000000e+01,7040567.16,
NaN,-1.120000000e+02,7040567.17,
NaN,-7.600000000e+01,7040567.18,
NaN,-2.600000000e+01,7040567.19,
NaN,5.900000000e+01,7040567.20,
NaN,8.400000000e+01,7040567.21,
NaN,-4.700000000e+01,7040567.22,
NaN,2.200000000e+01,7040567.23,
NaN,1.610000000e+02,7040567.24,
NaN,4.600000000e+01,7040567.25,
NaN,-6.000000000e+00,7040567.26,
NaN,1.250000000e+02,7040567.27,
NaN,4.000000000e+01,7040567.28,
NaN,-5.300000000e+01,7040567.29,
23152230645,1.310000000e+02,7040567.30,
NaN,1.490000000e+02,7040568.00,31
NaN,8.400000000e+01,7040568.01,
NaN,7.900000000e+01,7040568.02,
NaN,7.000000000e+00,7040568.03,
NaN,1.650000000e+02,7040568.04,
