time,ecg2,sequence_counter,packet_size
NaN,-2.040000000e+02,7015002.29,
23004406932,-1.660000000e+02,7015002.30,
NaN,-1.250000000e+02,7015003.00,31
NaN,-8.900000000e+01,7015003.01,
NaN,-3.600000000e+01,7015003.02,
NaN,2.300000000e+01,7015003.03,
NaN,6.500000000e+01,7015003.04,
NaN,9.900000000e+01,7015003.05,
NaN,1.680000000e+02,7015003.06,
NaN,2.070000000e+02,7015003.07,
NaN,2.280000000e+02,7015003.08,
NaN,2.770000000e+02,7015003.09,
NaN,2.850000000e+02,7015003.10,
NaN,2.710000000e+02,7015003.11,
NaN,2.720000000e+02,7015003.12,
NaN,2.660000000e+02,7015003.13,
NaN,2.500000000e+02,7015003.14,
NaN,2.270000000e+02,7015003.15,
NaN,2.260000000e+02,7015003.16,
NaN,2.320000000e+02,7015003.17,
NaN,2.010000000e+02,7015003.18,
NaN,1.440000000e+02,7015003.19,
NaN,7.600000000e+01,7015003.20,
NaN,-6.000000000e+00,7015003.21,
NaN,-6.300000000e+01,7015003.22,
NaN,-6.600000000e+01,7015003.23,
NaN,-5.500000000e+01,7015003.24,
NaN,-4.900000000e+01,7015003.25,
NaN,-3.300000000e+01,7015003.26,
NaN,-3.400000000e+01,7015003.27,
NaN,-2.600000000e+01,7015003.28,
NaN,-1.600000000e+01,7015003.29,
23004414868,-3.400000000e+01,7015003.30,
NaN,-2.000000000e+01,7015004.00,31
NaN,-2.500000000e+01,7015004.01,
NaN,-7.100000000e+01,7015004.02,
NaN,-7.200000000e+01,7015004.03,
NaN,-7.000000000e+01,7015004.04,
NaN,-8.600000000e+01,7015004.05,
NaN,-1.060000000e+02,7015004.06,
NaN,-1.350000000e+02,7015004.07,
NaN,-1.390000000e+02,7015004.08,
NaN,-1.480000000e+02,7015004.09,
NaN,-1.590000000e+02,7015004.10,
NaN,-1.500000000e+02,7015004.11,
NaN,-1.610000000e+02,7015004.12,
NaN,-1.800000000e+02,7015004.13,
NaN,-1.690000000e+02,7015004.14,
NaN,-1.750000000e+02,7015004.15,
NaN,-1.950000000e+02,7015004.16,
NaN,-1.760000000e+02,7015004.17,
NaN,-1.510000000e+02,7015004.18,
NaN,-1.520000000e+02,7015004.19,
NaN,-1.440000000e+02,7015004.20,
NaN,-1.380000000e+02,7015004.21,
NaN,-1.090000000e+02,7015004.22,
NaN,9.900000000e+01,7015004.23,
NaN,3.000000000e+02,7015004.24,
NaN,3.020000000e+02,7015004.25,
NaN,4.510000000e+02,7015004.26,
NaN,6.310000000e+02,7015004.27,
NaN,5.500000000e+02,7015004.28,
NaN,4.170000000e+02,7015004.29,
23004422804,2.430000000e+02,7015004.30,
NaN,1.000000000e+01,7015005.00,31
NaN,-1.940000000e+02,7015005.01,
NaN,-3.120000000e+02,7015005.02,
NaN,-3.420000000e+02,7015005.03,
NaN,-3.740000000e+02,7015005.04,
NaN,-3.740000000e+02,7015005.05,
NaN,-3.720000000e+02,7015005.06,
NaN,-3.800000000e+02,7015005.07,
NaN,-3.240000000e+02,7015005.08,
NaN,-4.790000000e+02,7015005.09,
NaN,-3.480000000e+02,7015005.10,
NaN,5.680000000e+02,7015005.11,
NaN,1.992000000e+03,7015005.12,
NaN,3.628000000e+03,7015005.13,
NaN,2.929000000e+03,7015005.14,
NaN,1.660000000e+02,7015005.15,
NaN,-6.830000000e+02,7015005.16,
NaN,-3.770000000e+02,7015005.17,
NaN,-4.850000000e+02,7015005.18,
NaN,-4.220000000e+02,7015005.19,
NaN,-4.390000000e+02,7015005.20,
NaN,-4.640000000e+02,7015005.21,
NaN,-4.100000000e+02,7015005.22,
NaN,-4.110000000e+02,7015005.23,
NaN,-3.780000000e+02,7015005.24,
NaN,-3.340000000e+02,7015005.25,
NaN,-2.970000000e+02,7015005.26,
NaN,-2.640000000e+02,7015005.27,
NaN,-2.670000000e+02,7015005.28,
NaN,-2.640000000e+02,7015005.29,
23004430740,-2.280000000e+02,7015005.30,
NaN,-1.810000000e+02,7015006.00,31
NaN,-1.340000000e+02,7015006.01,
NaN,-8.900000000e+01,7015006.02,
NaN,-5.500000000e+01,7015006.03,
NaN,-4.800000000e+01,7015006.04,
NaN,-3.800000000e+01,7015006.05,
NaN,-6.000000000e+00,7015006.06,
NaN,2.500000000e+01,7015006.07,
NaN,3.200000000e+01,7015006.08,
NaN,3.900000000e+01,7015006.09,
NaN,4.800000000e+01,7015006.10,
NaN,4.900000000e+01,7015006.11,
NaN,5.700000000e+01,7015006.12,
NaN,7.300000000e+01,7015006.13,
NaN,9.400000000e+01,7015006.14,
NaN,1.320000000e+02,7015006.15,
NaN,1.590000000e+02,7015006.16,
NaN,1.590000000e+02,7015006.17,
NaN,1.170000000e+02,7015006.18,
NaN,4.100000000e+01,7015006.19,
NaN,-1.900000000e+01,7015006.20,
NaN,-6.100000000e+01,7015006.21,
NaN,-8.200000000e+01,7015006.22,
NaN,-7.500000000e+01,7015006.23,
NaN,-6.700000000e+01,7015006.24,
NaN,-6.000000000e+01,7015006.25,
NaN,-4.600000000e+01,7015006.26,
NaN,-4.000000000e+01,7015006.27,
NaN,-3.800000000e+01,7015006.28,
NaN,-2.300000000e+01,7015006.29,
23004438676,-3.300000000e+01,7015006.30,
NaN,-5.500000000e+01,7015007.00,31
NaN,-6.400000000e+01,7015007.01,
NaN,-8.500000000e+01,7015007.02,
NaN,-1.150000000e+02,7015007.03,
NaN,-1.310000000e+02,7015007.04,
NaN,-1.470000000e+02,7015007.05,
NaN,-1.690000000e+02,7015007.06,
NaN,-1.860000000e+02,7015007.07,
NaN,-2.130000000e+02,7015007.08,
NaN,-2.440000000e+02,7015007.09,
NaN,-2.370000000e+02,7015007.10,
NaN,-2.400000000e+02,7015007.11,
NaN,-2.650000000e+02,7015007.12,
NaN,-2.630000000e+02,7015007.13,
NaN,-2.680000000e+02,7015007.14,
NaN,-2.980000000e+02,7015007.15,
NaN,-2.850000000e+02,7015007.16,
NaN,-2.630000000e+02,7015007.17,
NaN,-2.070000000e+02,7015007.18,
NaN,1.000000000e+01,7015007.19,
NaN,1.380000000e+02,7015007.20,
NaN,1.690000000e+02,7015007.21,
NaN,3.960000000e+02,7015007.22,
NaN,4.820000000e+02,7015007.23,
NaN,3.330000000e+02,7015007.24,
NaN,2.310000000e+02,7015007.25,
NaN,3.500000000e+01,7015007.26,
NaN,-2.520000000e+02,7015007.27,
NaN,-4.400000000e+02,7015007.28,
NaN,-5.060000000e+02,7015007.29,
23004446612,-5.410000000e+02,7015007.30,
NaN,-5.680000000e+02,7015008.00,31
NaN,-5.510000000e+02,7015008.01,
NaN,-6.100000000e+02,7015008.02,
NaN,-5.980000000e+02,7015008.03,
NaN,-5.110000000e+02,7015008.04,
NaN,-7.070000000e+02,7015008.05,
NaN,-4.540000000e+02,7015008.06,
NaN,5.760000000e+02,7015008.07,
NaN,2.059000000e+03,7015008.08,
NaN,3.500000000e+03,7015008.09,
NaN,2.226000000e+03,7015008.10,
NaN,-4.230000000e+02,7015008.11,
NaN,-8.070000000e+02,7015008.12,
NaN,-5.960000000e+02,7015008.13,
NaN,-7.310000000e+02,7015008.14,
NaN,-5.780000000e+02,7015008.15,
NaN,-6.330000000e+02,7015008.16,
NaN,-6.520000000e+02,7015008.17,
NaN,-6.080000000e+02,7015008.18,
NaN,-6.140000000e+02,7015008.19,
NaN,-5.680000000e+02,7015008.20,
NaN,-5.270000000e+02,7015008.21,
NaN,-4.710000000e+02,7015008.22,
NaN,-4.720000000e+02,7015008.23,
NaN,-4.330000000e+02,7015008.24,
NaN,-2.270000000e+02,7015008.25,
NaN,-2.030000000e+02,7015008.26,
NaN,-3.500000000e+02,7015008.27,
NaN,-2.570000000e+02,7015008.28,
NaN,-1.460000000e+02,7015008.29,
23004454548,-1.910000000e+02,7015008.30,
NaN,-9.000000000e+01,7015009.00,31
NaN,-1.290000000e+02,7015009.01,
NaN,-1.110000000e+02,7015009.02,
NaN,1.990000000e+02,7015009.03,
NaN,-2.300000000e+01,7015009.04,
NaN,-3.210000000e+02,7015009.05,
NaN,-1.690000000e+02,7015009.06,
NaN,-1.470000000e+02,7015009.07,
NaN,-1.390000000e+02,7015009.08,
NaN,-5.500000000e+01,7015009.09,
NaN,-1.000000000e+01,7015009.10,
NaN,5.900000000e+01,7015009.11,
NaN,8.700000000e+01,7015009.12,
NaN,8.500000000e+01,7015009.13,
NaN,5.800000000e+01,7015009.14,
NaN,-1.600000000e+01,7015009.15,
NaN,-7.500000000e+01,7015009.16,
NaN,-1.240000000e+02,7015009.17,
NaN,-1.650000000e+02,7015009.18,
NaN,-1.660000000e+02,7015009.19,
NaN,-1.720000000e+02,7015009.20,
NaN,-1.900000000e+02,7015009.21,
NaN,-2.010000000e+02,7015009.22,
NaN,-1.900000000e+02,7015009.23,
NaN,-1.640000000e+02,7015009.24,
NaN,-1.500000000e+02,7015009.25,
NaN,-1.420000000e+02,7015009.26,
NaN,-1.290000000e+02,7015009.27,
NaN,-1.130000000e+02,7015009.28,
NaN,-1.050000000e+02,7015009.29,
23004462483,-1.320000000e+02,7015009.30,
NaN,-1.560000000e+02,7015010.00,31
NaN,-1.750000000e+02,7015010.01,
NaN,-1.790000000e+02,7015010.02,
NaN,-1.340000000e+02,7015010.03,
NaN,-1.510000000e+02,7015010.04,
NaN,-1.930000000e+02,7015010.05,
NaN,-1.530000000e+02,7015010.06,
NaN,-5.700000000e+01,7015010.07,
NaN,1.640000000e+02,7015010.08,
NaN,3.140000000e+02,7015010.09,
NaN,3.300000000e+02,7015010.10,
NaN,5.350000000e+02,7015010.11,
NaN,6.210000000e+02,7015010.12,
NaN,4.760000000e+02,7015010.13,
NaN,4.240000000e+02,7015010.14,
NaN,2.400000000e+02,7015010.15,
NaN,-8.600000000e+01,7015010.16,
NaN,-2.760000000e+02,7015010.17,
NaN,-3.840000000e+02,7015010.18,
NaN,-4.510000000e+02,7015010.19,
NaN,-4.660000000e+02,7015010.20,
NaN,-4.870000000e+02,7015010.21,
NaN,-5.060000000e+02,7015010.22,
NaN,-5.440000000e+02,7015010.23,
NaN,-4.880000000e+02,7015010.24,
NaN,-5.360000000e+02,7015010.25,
NaN,-7.580000000e+02,7015010.26,
NaN,-2.130000000e+02,7015010.27,
NaN,1.065000000e+03,7015010.28,
NaN,2.879000000e+03,7015010.29,
23004470419,4.022000000e+03,7015010.30,
NaN,1.959000000e+03,7015011.00,31
NaN,-5.240000000e+02,7015011.01,
NaN,-6.930000000e+02,7015011.02,
NaN,-6.050000000e+02,7015011.03,
NaN,-6.940000000e+02,7015011.04,
NaN,-6.370000000e+02,7015011.05,
NaN,-7.050000000e+02,7015011.06,
NaN,-6.720000000e+02,7015011.07,
NaN,-6.070000000e+02,7015011.08,
NaN,-5.800000000e+02,7015011.09,
NaN,-5.230000000e+02,7015011.10,
NaN,-4.780000000e+02,7015011.11,
NaN,-4.630000000e+02,7015011.12,
NaN,-4.240000000e+02,7015011.13,
NaN,-4.030000000e+02,7015011.14,
NaN,-3.900000000e+02,7015011.15,
NaN,-3.460000000e+02,7015011.16,
NaN,-2.960000000e+02,7015011.17,
NaN,-2.400000000e+02,7015011.18,
NaN,-1.940000000e+02,7015011.19,
NaN,-1.510000000e+02,7015011.20,
NaN,-1.040000000e+02,7015011.21,
NaN,-6.900000000e+01,7015011.22,
NaN,-4.000000000e+01,7015011.23,
NaN,-3.000000000e+00,7015011.24,
NaN,3.000000000e+01,7015011.25,
NaN,3.700000000e+01,7015011.26,
NaN,2.500000000e+01,7015011.27,
NaN,1.900000000e+01,7015011.28,
NaN,2.400000000e+01,7015011.29,
23004478355,3.800000000e+01,7015011.30,
NaN,6.800000000e+01,7015012.00,31
NaN,1.080000000e+02,7015012.01,
NaN,1.170000000e+02,7015012.02,
NaN,7.000000000e+01,7015012.03,
NaN,2.200000000e+01,7015012.04,
NaN,-3.300000000e+01,7015012.05,
NaN,-1.050000000e+02,7015012.06,
NaN,-1.510000000e+02,7015012.07,
NaN,-1.720000000e+02,7015012.08,
NaN,-1.630000000e+02,7015012.09,
NaN,-1.440000000e+02,7015012.10,
NaN,-1.440000000e+02,7015012.11,
NaN,-1.320000000e+02,7015012.12,
NaN,-1.220000000e+02,7015012.13,
NaN,-1.340000000e+02,7015012.14,
NaN,-1.360000000e+02,7015012.15,
NaN,-1.210000000e+02,7015012.16,
NaN,-1.210000000e+02,7015012.17,
NaN,-1.290000000e+02,7015012.18,
NaN,-1.210000000e+02,7015012.19,
NaN,-1.350000000e+02,7015012.20,
NaN,-1.670000000e+02,7015012.21,
NaN,-1.670000000e+02,7015012.22,
NaN,-1.770000000e+02,7015012.23,
NaN,-2.070000000e+02,7015012.24,
NaN,-2.180000000e+02,7015012.25,
NaN,-2.280000000e+02,7015012.26,
NaN,-2.180000000e+02,7015012.27,
NaN,-1.150000000e+02,7015012.28,
NaN,1.240000000e+02,7015012.29,
23004486291,2.620000000e+02,7015012.30,
NaN,2.970000000e+02,7015013.00,31
NaN,5.130000000e+02,7015013.01,
NaN,5.930000000e+02,7015013.02,
NaN,4.580000000e+02,7015013.03,
NaN,3.860000000e+02,7015013.04,
NaN,1.790000000e+02,7015013.05,
NaN,-1.390000000e+02,7015013.06,
NaN,-3.400000000e+02,7015013.07,
NaN,-4.530000000e+02,7015013.08,
NaN,-5.060000000e+02,7015013.09,
NaN,-5.340000000e+02,7015013.10,
NaN,-5.540000000e+02,7015013.11,
NaN,-5.520000000e+02,7015013.12,
NaN,-5.820000000e+02,7015013.13,
NaN,-5.150000000e+02,7015013.14,
NaN,-5.710000000e+02,7015013.15,
NaN,-7.360000000e+02,7015013.16,
NaN,-5.600000000e+01,7015013.17,
NaN,1.333000000e+03,7015013.18,
NaN,3.230000000e+03,7015013.19,
NaN,4.220000000e+03,7015013.20,
NaN,1.927000000e+03,7015013.21,
NaN,-5.590000000e+02,7015013.22,
NaN,-6.660000000e+02,7015013.23,
NaN,-5.530000000e+02,7015013.24,
NaN,-6.740000000e+02,7015013.25,
NaN,-6.390000000e+02,7015013.26,
NaN,-6.640000000e+02,7015013.27,
NaN,-6.240000000e+02,7015013.28,
NaN,-5.930000000e+02,7015013.29,
23004494228,-5.760000000e+02,7015013.30,
NaN,-5.080000000e+02,7015014.00,31
NaN,-4.390000000e+02,7015014.01,
NaN,-4.040000000e+02,7015014.02,
NaN,-3.810000000e+02,7015014.03,
NaN,-3.400000000e+02,7015014.04,
NaN,-2.940000000e+02,7015014.05,
NaN,-2.550000000e+02,7015014.06,
NaN,-2.250000000e+02,7015014.07,
NaN,-2.100000000e+02,7015014.08,
NaN,-1.770000000e+02,7015014.09,
NaN,-1.450000000e+02,7015014.10,
NaN,-1.220000000e+02,7015014.11,
NaN,-7.200000000e+01,7015014.12,
NaN,-4.200000000e+01,7015014.13,
NaN,-2.700000000e+01,7015014.14,
NaN,-1.000000000e+00,7015014.15,
NaN,1.600000000e+01,7015014.16,
NaN,4.200000000e+01,7015014.17,
NaN,6.500000000e+01,7015014.18,
NaN,8.100000000e+01,7015014.19,
NaN,1.220000000e+02,7015014.20,
NaN,1.770000000e+02,7015014.21,
NaN,2.020000000e+02,7015014.22,
NaN,1.980000000e+02,7015014.23,
NaN,1.670000000e+02,7015014.24,
NaN,9.200000000e+01,7015014.25,
NaN,2.000000000e+00,7015014.26,
NaN,-6.300000000e+01,7015014.27,
NaN,-9.100000000e+01,7015014.28,
NaN,-8.700000000e+01,7015014.29,
23004502162,-9.100000000e+01,7015014.30,
NaN,-8.900000000e+01,7015015.00,31
NaN,-6.300000000e+01,7015015.01,
NaN,-5.400000000e+01,7015015.02,
NaN,-4.600000000e+01,7015015.03,
NaN,-2.000000000e+01,7015015.04,
NaN,-1.400000000e+01,7015015.05,
NaN,-2.100000000e+01,7015015.06,
NaN,-6.000000000e+00,7015015.07,
NaN,-2.000000000e+00,7015015.08,
NaN,-1.300000000e+01,7015015.09,
NaN,-2.000000000e+01,7015015.10,
NaN,-3.600000000e+01,7015015.11,
NaN,-5.400000000e+01,7015015.12,
NaN,-8.300000000e+01,7015015.13,
NaN,-1.150000000e+02,7015015.14,
NaN,-1.240000000e+02,7015015.15,
NaN,-1.300000000e+02,7015015.16,
NaN,-1.350000000e+02,7015015.17,
NaN,-1.370000000e+02,7015015.18,
NaN,-1.260000000e+02,7015015.19,
NaN,-5.600000000e+01,7015015.20,
NaN,1.620000000e+02,7015015.21,
NaN,3.800000000e+02,7015015.22,
NaN,4.070000000e+02,7015015.23,
NaN,5.400000000e+02,7015015.24,
NaN,6.820000000e+02,7015015.25,
NaN,5.800000000e+02,7015015.26,
NaN,4.860000000e+02,7015015.27,
NaN,3.150000000e+02,7015015.28,
NaN,1.100000000e+01,7015015.29,
23004510098,-2.030000000e+02,7015015.30,
NaN,-3.220000000e+02,7015016.00,31
NaN,-3.800000000e+02,7015016.01,
NaN,-4.110000000e+02,7015016.02,
NaN,-4.360000000e+02,7015016.03,
NaN,-4.330000000e+02,7015016.04,
NaN,-4.650000000e+02,7015016.05,
NaN,-4.320000000e+02,7015016.06,
NaN,-4.460000000e+02,7015016.07,
NaN,-6.240000000e+02,7015016.08,
NaN,-1.220000000e+02,7015016.09,
NaN,1.143000000e+03,7015016.10,
NaN,2.950000000e+03,7015016.11,
NaN,4.248000000e+03,7015016.12,
NaN,2.403000000e+03,7015016.13,
NaN,-2.990000000e+02,7015016.14,
NaN,-6.610000000e+02,7015016.15,
NaN,-4.800000000e+02,7015016.16,
NaN,-5.650000000e+02,7015016.17,
NaN,-5.220000000e+02,7015016.18,
NaN,-5.520000000e+02,7015016.19,
NaN,-4.780000000e+02,7015016.20,
NaN,-4.130000000e+02,7015016.21,
NaN,-4.140000000e+02,7015016.22,
NaN,-3.680000000e+02,7015016.23,
NaN,-3.280000000e+02,7015016.24,
NaN,-3.050000000e+02,7015016.25,
NaN,-2.870000000e+02,7015016.26,
NaN,-2.950000000e+02,7015016.27,
NaN,-2.670000000e+02,7015016.28,
NaN,-2.040000000e+02,7015016.29,
23004518034,-1.600000000e+02,7015016.30,
NaN,-1.310000000e+02,7015017.00,31
NaN,-1.040000000e+02,7015017.01,
NaN,-6.200000000e+01,7015017.02,
NaN,-2.400000000e+01,7015017.03,
NaN,1.000000000e+00,7015017.04,
NaN,3.000000000e+01,7015017.05,
NaN,5.300000000e+01,7015017.06,
NaN,5.700000000e+01,7015017.07,
NaN,7.100000000e+01,7015017.08,
NaN,9.400000000e+01,7015017.09,
NaN,9.900000000e+01,7015017.10,
NaN,1.270000000e+02,7015017.11,
NaN,1.790000000e+02,7015017.12,
NaN,2.220000000e+02,7015017.13,
NaN,2.660000000e+02,7015017.14,
NaN,2.790000000e+02,7015017.15,
NaN,2.190000000e+02,7015017.16,
NaN,1.350000000e+02,7015017.17,
NaN,7.000000000e+01,7015017.18,
NaN,-2.800000000e+01,7015017.19,
NaN,-9.700000000e+01,7015017.20,
NaN,-9.700000000e+01,7015017.21,
NaN,-1.120000000e+02,7015017.22,
NaN,-1.200000000e+02,7015017.23,
NaN,-9.900000000e+01,7015017.24,
NaN,-9.700000000e+01,7015017.25,
NaN,-9.100000000e+01,7015017.26,
NaN,-5.400000000e+01,7015017.27,
NaN,-5.300000000e+01,7015017.28,
NaN,-8.200000000e+01,7015017.29,
23004525970,-8.100000000e+01,7015017.30,
NaN,-8.700000000e+01,7015018.00,31
NaN,-1.200000000e+02,7015018.01,
NaN,-1.440000000e+02,7015018.02,
NaN,-1.610000000e+02,7015018.03,
NaN,-1.850000000e+02,7015018.04,
NaN,-2.080000000e+02,7015018.05,
NaN,-2.260000000e+02,7015018.06,
NaN,-2.250000000e+02,7015018.07,
NaN,-2.220000000e+02,7015018.08,
NaN,-2.320000000e+02,7015018.09,
NaN,-2.420000000e+02,7015018.10,
NaN,-2.560000000e+02,7015018.11,
NaN,-2.510000000e+02,7015018.12,
NaN,-2.530000000e+02,7015018.13,
NaN,-2.780000000e+02,7015018.14,
NaN,-2.740000000e+02,7015018.15,
NaN,-2.660000000e+02,7015018.16,
NaN,-2.670000000e+02,7015018.17,
NaN,-1.550000000e+02,7015018.18,
NaN,1.280000000e+02,7015018.19,
NaN,2.640000000e+02,7015018.20,
NaN,2.720000000e+02,7015018.21,
NaN,5.110000000e+02,7015018.22,
NaN,6.050000000e+02,7015018.23,
NaN,4.610000000e+02,7015018.24,
NaN,3.850000000e+02,7015018.25,
NaN,1.660000000e+02,7015018.26,
NaN,-1.300000000e+02,7015018.27,
NaN,-2.950000000e+02,7015018.28,
NaN,-3.920000000e+02,7015018.29,
23004533906,-4.290000000e+02,7015018.30,
NaN,-4.570000000e+02,7015019.00,31
NaN,-4.630000000e+02,7015019.01,
NaN,-4.670000000e+02,7015019.02,
NaN,-4.920000000e+02,7015019.03,
NaN,-4.240000000e+02,7015019.04,
NaN,-5.760000000e+02,7015019.05,
NaN,-5.290000000e+02,7015019.06,
NaN,4.070000000e+02,7015019.07,
NaN,1.870000000e+03,7015019.08,
NaN,3.693000000e+03,7015019.09,
NaN,3.563000000e+03,7015019.10,
NaN,7.360000000e+02,7015019.11,
NaN,-6.920000000e+02,7015019.12,
NaN,-4.420000000e+02,7015019.13,
NaN,-5.360000000e+02,7015019.14,
NaN,-5.660000000e+02,7015019.15,
NaN,-5.620000000e+02,7015019.16,
NaN,-6.130000000e+02,7015019.17,
NaN,-5.660000000e+02,7015019.18,
NaN,-5.310000000e+02,7015019.19,
NaN,-5.060000000e+02,7015019.20,
NaN,-4.630000000e+02,7015019.21,
NaN,-3.980000000e+02,7015019.22,
NaN,-3.650000000e+02,7015019.23,
NaN,-3.540000000e+02,7015019.24,
NaN,-3.280000000e+02,7015019.25,
NaN,-2.800000000e+02,7015019.26,
NaN,-2.070000000e+02,7015019.27,
NaN,-1.560000000e+02,7015019.28,
NaN,-1.520000000e+02,7015019.29,
23004541842,-1.180000000e+02,7015019.30,
NaN,-6.400000000e+01,7015020.00,31
NaN,-5.000000000e+01,7015020.01,
NaN,-3.100000000e+01,7015020.02,
NaN,7.000000000e+00,7015020.03,
NaN,1.200000000e+01,7015020.04,
NaN,7.000000000e+00,7015020.05,
NaN,2.200000000e+01,7015020.06,
NaN,3.100000000e+01,7015020.07,
NaN,4.500000000e+01,7015020.08,
NaN,7.300000000e+01,7015020.09,
NaN,1.110000000e+02,7015020.10,
NaN,1.870000000e+02,7015020.11,
NaN,2.470000000e+02,7015020.12,
NaN,2.200000000e+02,7015020.13,
NaN,1.610000000e+02,7015020.14,
NaN,1.020000000e+02,7015020.15,
NaN,1.800000000e+01,7015020.16,
NaN,-3.600000000e+01,7015020.17,
NaN,-4.300000000e+01,7015020.18,
NaN,-6.100000000e+01,7015020.19,
NaN,-5.900000000e+01,7015020.20,
NaN,-4.200000000e+01,7015020.21,
NaN,-5.900000000e+01,7015020.22,
NaN,-5.100000000e+01,7015020.23,
NaN,-4.300000000e+01,7015020.24,
NaN,-6.000000000e+01,7015020.25,
NaN,-5.400000000e+01,7015020.26,
NaN,-6.200000000e+01,7015020.27,
NaN,-9.200000000e+01,7015020.28,
NaN,-9.000000000e+01,7015020.29,
23004549778,-8.300000000e+01,7015020.30,
NaN,-9.900000000e+01,7015021.00,31
NaN,-1.200000000e+02,7015021.01,
NaN,-1.270000000e+02,7015021.02,
NaN,-1.300000000e+02,7015021.03,
NaN,-1.380000000e+02,7015021.04,
NaN,-1.430000000e+02,7015021.05,
NaN,-1.580000000e+02,7015021.06,
NaN,-1.690000000e+02,7015021.07,
NaN,-1.680000000e+02,7015021.08,
NaN,-1.700000000e+02,7015021.09,
NaN,-1.720000000e+02,7015021.10,
NaN,-1.680000000e+02,7015021.11,
NaN,-1.730000000e+02,7015021.12,
NaN,-1.720000000e+02,7015021.13,
NaN,-1.590000000e+02,7015021.14,
NaN,-1.580000000e+02,7015021.15,
NaN,-1.610000000e+02,7015021.16,
NaN,-1.570000000e+02,7015021.17,
NaN,-1.430000000e+02,7015021.18,
NaN,-5.300000000e+01,7015021.19,
NaN,2.010000000e+02,7015021.20,
NaN,3.690000000e+02,7015021.21,
NaN,3.670000000e+02,7015021.22,
NaN,5.600000000e+02,7015021.23,
NaN,7.110000000e+02,7015021.24,
NaN,5.830000000e+02,7015021.25,
NaN,4.600000000e+02,7015021.26,
NaN,2.590000000e+02,7015021.27,
NaN,-3.700000000e+01,7015021.28,
NaN,-2.400000000e+02,7015021.29,
23004557713,-3.570000000e+02,7015021.30,
NaN,-4.020000000e+02,7015022.00,31
NaN,-4.250000000e+02,7015022.01,
NaN,-4.230000000e+02,7015022.02,
NaN,-4.280000000e+02,7015022.03,
NaN,-4.370000000e+02,7015022.04,
NaN,-3.630000000e+02,7015022.05,
NaN,-5.130000000e+02,7015022.06,
NaN,-4.850000000e+02,7015022.07,
NaN,3.740000000e+02,7015022.08,
NaN,1.738000000e+03,7015022.09,
NaN,3.530000000e+03,7015022.10,
NaN,3.422000000e+03,7015022.11,
NaN,6.270000000e+02,7015022.12,
NaN,-7.570000000e+02,7015022.13,
NaN,-4.880000000e+02,7015022.14,
NaN,-5.710000000e+02,7015022.15,
NaN,-5.800000000e+02,7015022.16,
NaN,-5.470000000e+02,7015022.17,
NaN,-5.590000000e+02,7015022.18,
NaN,-5.000000000e+02,7015022.19,
NaN,-4.840000000e+02,7015022.20,
NaN,-4.510000000e+02,7015022.21,
NaN,-3.930000000e+02,7015022.22,
NaN,-3.460000000e+02,7015022.23,
NaN,-3.310000000e+02,7015022.24,
NaN,-3.060000000e+02,7015022.25,
NaN,-2.740000000e+02,7015022.26,
NaN,-2.500000000e+02,7015022.27,
NaN,-2.100000000e+02,7015022.28,
NaN,-1.580000000e+02,7015022.29,
23004565649,-1.120000000e+02,7015022.30,
NaN,-7.200000000e+01,7015023.00,31
NaN,-5.000000000e+01,7015023.01,
NaN,-1.400000000e+01,7015023.02,
NaN,2.500000000e+01,7015023.03,
NaN,4.700000000e+01,7015023.04,
NaN,6.500000000e+01,7015023.05,
NaN,8.800000000e+01,7015023.06,
NaN,8.900000000e+01,7015023.07,
NaN,8.800000000e+01,7015023.08,
NaN,1.080000000e+02,7015023.09,
NaN,1.200000000e+02,7015023.10,
NaN,1.540000000e+02,7015023.11,
NaN,2.030000000e+02,7015023.12,
NaN,2.140000000e+02,7015023.13,
NaN,2.010000000e+02,7015023.14,
NaN,1.500000000e+02,7015023.15,
NaN,7.100000000e+01,7015023.16,
NaN,1.900000000e+01,7015023.17,
NaN,-2.700000000e+01,7015023.18,
NaN,-5.900000000e+01,7015023.19,
NaN,-5.300000000e+01,7015023.20,
NaN,-4.300000000e+01,7015023.21,
NaN,-2.400000000e+01,7015023.22,
NaN,-6.000000000e+00,7015023.23,
NaN,-2.000000000e+01,7015023.24,
NaN,-3.000000000e+01,7015023.25,
NaN,-2.700000000e+01,7015023.26,
NaN,-4.000000000e+01,7015023.27,
NaN,-5.000000000e+01,7015023.28,
NaN,-5.600000000e+01,7015023.29,
23004573584,-8.700000000e+01,7015023.30,
NaN,-1.230000000e+02,7015024.00,31
NaN,-1.490000000e+02,7015024.01,
NaN,-1.810000000e+02,7015024.02,
NaN,-2.090000000e+02,7015024.03,
NaN,-2.140000000e+02,7015024.04,
NaN,-2.190000000e+02,7015024.05,
NaN,-2.350000000e+02,7015024.06,
NaN,-2.590000000e+02,7015024.07,
NaN,-2.650000000e+02,7015024.08,
NaN,-2.650000000e+02,7015024.09,
NaN,-2.810000000e+02,7015024.10,
NaN,-2.910000000e+02,7015024.11,
NaN,-3.030000000e+02,7015024.12,
NaN,-3.100000000e+02,7015024.13,
NaN,-3.050000000e+02,7015024.14,
NaN,-3.080000000e+02,7015024.15,
NaN,-3.260000000e+02,7015024.16,
NaN,-3.290000000e+02,7015024.17,
NaN,-3.000000000e+02,7015024.18,
