time,accel.z,sequence_counter,packet_size
NaN,2.107000000e+03,7015169.05,
NaN,2.132000000e+03,7015169.06,
NaN,2.118000000e+03,7015169.07,
NaN,2.134000000e+03,7015169.08,
NaN,2.141000000e+03,7015169.09,
NaN,2.097000000e+03,7015169.10,
23001088200,2.054000000e+03,7015169.11,
NaN,2.045000000e+03,7015170.00,12
NaN,2.070000000e+03,7015170.01,
NaN,2.106000000e+03,7015170.02,
NaN,2.100000000e+03,7015170.03,
NaN,2.138000000e+03,7015170.04,
NaN,2.148000000e+03,7015170.05,
NaN,2.118000000e+03,7015170.06,
NaN,2.076000000e+03,7015170.07,
NaN,2.004000000e+03,7015170.08,
NaN,1.955000000e+03,7015170.09,
NaN,1.942000000e+03,7015170.10,
23001092158,2.014000000e+03,7015170.11,
NaN,2.107000000e+03,7015171.00,12
NaN,2.107000000e+03,7015171.01,
NaN,2.070000000e+03,7015171.02,
NaN,2.084000000e+03,7015171.03,
NaN,2.119000000e+03,7015171.04,
NaN,2.191000000e+03,7015171.05,
NaN,2.098000000e+03,7015171.06,
NaN,1.746000000e+03,7015171.07,
NaN,1.708000000e+03,7015171.08,
NaN,1.790000000e+03,7015171.09,
NaN,1.736000000e+03,7015171.10,
23001096115,2.192000000e+03,7015171.11,
NaN,2.563000000e+03,7015172.00,12
NaN,2.328000000e+03,7015172.01,
NaN,1.859000000e+03,7015172.02,
NaN,1.640000000e+03,7015172.03,
NaN,1.818000000e+03,7015172.04,
NaN,2.038000000e+03,7015172.05,
NaN,2.130000000e+03,7015172.06,
NaN,2.058000000e+03,7015172.07,
NaN,2.042000000e+03,7015172.08,
NaN,2.015000000e+03,7015172.09,
NaN,2.005000000e+03,7015172.10,
23001100071,1.962000000e+03,7015172.11,
NaN,1.963000000e+03,7015173.00,12
NaN,1.955000000e+03,7015173.01,
NaN,1.924000000e+03,7015173.02,
NaN,1.935000000e+03,7015173.03,
NaN,2.000000000e+03,7015173.04,
NaN,2.041000000e+03,7015173.05,
NaN,2.027000000e+03,7015173.06,
NaN,2.004000000e+03,7015173.07,
NaN,1.967000000e+03,7015173.08,
NaN,1.988000000e+03,7015173.09,
NaN,1.974000000e+03,7015173.10,
23001104028,1.977000000e+03,7015173.11,
NaN,2.031000000e+03,7015174.00,12
NaN,1.983000000e+03,7015174.01,
NaN,1.901000000e+03,7015174.02,
NaN,1.926000000e+03,7015174.03,
NaN,1.927000000e+03,7015174.04,
NaN,1.968000000e+03,7015174.05,
NaN,1.964000000e+03,7015174.06,
NaN,1.983000000e+03,7015174.07,
NaN,2.006000000e+03,7015174.08,
NaN,1.963000000e+03,7015174.09,
NaN,1.944000000e+03,7015174.10,
23001107985,1.943000000e+03,7015174.11,
NaN,1.974000000e+03,7015175.00,12
NaN,1.987000000e+03,7015175.01,
NaN,1.992000000e+03,7015175.02,
NaN,2.000000000e+03,7015175.03,
NaN,1.967000000e+03,7015175.04,
NaN,1.960000000e+03,7015175.05,
NaN,1.968000000e+03,7015175.06,
NaN,1.963000000e+03,7015175.07,
NaN,1.923000000e+03,7015175.08,
NaN,1.954000000e+03,7015175.09,
NaN,1.936000000e+03,7015175.10,
23001111942,1.969000000e+03,7015175.11,
NaN,1.977000000e+03,7015176.00,12
NaN,1.938000000e+03,7015176.01,
NaN,1.893000000e+03,7015176.02,
NaN,1.876000000e+03,7015176.03,
NaN,1.880000000e+03,7015176.04,
NaN,1.901000000e+03,7015176.05,
NaN,1.931000000e+03,7015176.06,
NaN,1.888000000e+03,7015176.07,
NaN,1.911000000e+03,7015176.08,
NaN,1.934000000e+03,7015176.09,
NaN,1.918000000e+03,7015176.10,
23001115898,1.870000000e+03,7015176.11,
NaN,1.889000000e+03,7015177.00,12
NaN,1.872000000e+03,7015177.01,
NaN,1.822000000e+03,7015177.02,
NaN,1.823000000e+03,7015177.03,
NaN,1.918000000e+03,7015177.04,
NaN,1.984000000e+03,7015177.05,
NaN,1.982000000e+03,7015177.06,
NaN,1.894000000e+03,7015177.07,
NaN,1.891000000e+03,7015177.08,
NaN,1.901000000e+03,7015177.09,
NaN,2.014000000e+03,7015177.10,
23001119855,2.056000000e+03,7015177.11,
NaN,1.697000000e+03,7015178.00,12
NaN,1.563000000e+03,7015178.01,
NaN,1.774000000e+03,7015178.02,
NaN,1.753000000e+03,7015178.03,
NaN,1.927000000e+03,7015178.04,
NaN,2.251000000e+03,7015178.05,
NaN,2.217000000e+03,7015178.06,
NaN,1.910000000e+03,7015178.07,
NaN,1.642000000e+03,7015178.08,
NaN,1.705000000e+03,7015178.09,
NaN,1.889000000e+03,7015178.10,
23001123812,1.985000000e+03,7015178.11,
NaN,1.920000000e+03,7015179.00,12
NaN,1.878000000e+03,7015179.01,
NaN,1.867000000e+03,7015179.02,
NaN,1.853000000e+03,7015179.03,
NaN,1.905000000e+03,7015179.04,
NaN,1.903000000e+03,7015179.05,
NaN,1.856000000e+03,7015179.06,
NaN,1.804000000e+03,7015179.07,
NaN,1.835000000e+03,7015179.08,
NaN,1.867000000e+03,7015179.09,
NaN,1.905000000e+03,7015179.10,
23001127769,1.919000000e+03,7015179.11,
NaN,1.926000000e+03,7015180.00,12
NaN,1.918000000e+03,7015180.01,
NaN,1.936000000e+03,7015180.02,
NaN,1.880000000e+03,7015180.03,
NaN,1.860000000e+03,7015180.04,
NaN,1.926000000e+03,7015180.05,
NaN,1.950000000e+03,7015180.06,
NaN,1.824000000e+03,7015180.07,
NaN,1.773000000e+03,7015180.08,
NaN,1.883000000e+03,7015180.09,
NaN,1.928000000e+03,7015180.10,
23001131726,1.909000000e+03,7015180.11,
NaN,1.906000000e+03,7015181.00,12
NaN,1.864000000e+03,7015181.01,
NaN,1.875000000e+03,7015181.02,
NaN,1.912000000e+03,7015181.03,
NaN,1.920000000e+03,7015181.04,
NaN,1.865000000e+03,7015181.05,
NaN,1.908000000e+03,7015181.06,
NaN,1.944000000e+03,7015181.07,
NaN,1.950000000e+03,7015181.08,
NaN,1.980000000e+03,7015181.09,
NaN,1.958000000e+03,7015181.10,
23001135683,1.927000000e+03,7015181.11,
NaN,1.892000000e+03,7015182.00,12
NaN,1.938000000e+03,7015182.01,
NaN,1.890000000e+03,7015182.02,
NaN,1.833000000e+03,7015182.03,
NaN,1.905000000e+03,7015182.04,
NaN,1.936000000e+03,7015182.05,
NaN,1.947000000e+03,7015182.06,
NaN,1.870000000e+03,7015182.07,
NaN,1.873000000e+03,7015182.08,
NaN,1.856000000e+03,7015182.09,
NaN,1.801000000e+03,7015182.10,
23001139640,1.862000000e+03,7015182.11,
NaN,1.861000000e+03,7015183.00,12
NaN,1.851000000e+03,7015183.01,
NaN,1.807000000e+03,7015183.02,
NaN,1.839000000e+03,7015183.03,
NaN,1.882000000e+03,7015183.04,
NaN,1.858000000e+03,7015183.05,
NaN,1.850000000e+03,7015183.06,
NaN,1.808000000e+03,7015183.07,
NaN,1.775000000e+03,7015183.08,
NaN,1.766000000e+03,7015183.09,
NaN,1.782000000e+03,7015183.10,
23001143596,1.893000000e+03,7015183.11,
NaN,1.938000000e+03,7015184.00,12
NaN,1.903000000e+03,7015184.01,
NaN,1.838000000e+03,7015184.02,
NaN,1.866000000e+03,7015184.03,
NaN,1.965000000e+03,7015184.04,
NaN,2.049000000e+03,7015184.05,
NaN,1.793000000e+03,7015184.06,
NaN,1.523000000e+03,7015184.07,
NaN,1.711000000e+03,7015184.08,
NaN,1.734000000e+03,7015184.09,
NaN,1.818000000e+03,7015184.10,
23001147553,2.192000000e+03,7015184.11,
NaN,2.229000000e+03,7015185.00,12
NaN,1.906000000e+03,7015185.01,
NaN,1.551000000e+03,7015185.02,
NaN,1.615000000e+03,7015185.03,
NaN,1.863000000e+03,7015185.04,
NaN,1.926000000e+03,7015185.05,
NaN,1.898000000e+03,7015185.06,
NaN,1.828000000e+03,7015185.07,
NaN,1.846000000e+03,7015185.08,
NaN,1.840000000e+03,7015185.09,
NaN,1.899000000e+03,7015185.10,
23001151510,1.922000000e+03,7015185.11,
NaN,1.852000000e+03,7015186.00,12
NaN,1.840000000e+03,7015186.01,
NaN,1.844000000e+03,7015186.02,
NaN,1.865000000e+03,7015186.03,
NaN,1.905000000e+03,7015186.04,
NaN,1.941000000e+03,7015186.05,
NaN,1.951000000e+03,7015186.06,
NaN,1.989000000e+03,7015186.07,
NaN,1.956000000e+03,7015186.08,
NaN,1.902000000e+03,7015186.09,
NaN,1.884000000e+03,7015186.10,
23001155466,1.953000000e+03,7015186.11,
NaN,1.973000000e+03,7015187.00,12
NaN,1.891000000e+03,7015187.01,
NaN,1.872000000e+03,7015187.02,
NaN,1.895000000e+03,7015187.03,
NaN,1.895000000e+03,7015187.04,
NaN,1.909000000e+03,7015187.05,
NaN,1.958000000e+03,7015187.06,
NaN,1.917000000e+03,7015187.07,
NaN,1.953000000e+03,7015187.08,
NaN,1.995000000e+03,7015187.09,
NaN,2.023000000e+03,7015187.10,
23001159423,1.960000000e+03,7015187.11,
NaN,1.993000000e+03,7015188.00,12
NaN,2.027000000e+03,7015188.01,
NaN,2.097000000e+03,7015188.02,
NaN,2.091000000e+03,7015188.03,
NaN,2.030000000e+03,7015188.04,
NaN,1.974000000e+03,7015188.05,
NaN,1.998000000e+03,7015188.06,
NaN,1.991000000e+03,7015188.07,
NaN,2.029000000e+03,7015188.08,
NaN,2.017000000e+03,7015188.09,
NaN,1.986000000e+03,7015188.10,
23001163379,2.011000000e+03,7015188.11,
NaN,2.024000000e+03,7015189.00,12
NaN,1.990000000e+03,7015189.01,
NaN,1.970000000e+03,7015189.02,
NaN,1.970000000e+03,7015189.03,
NaN,1.943000000e+03,7015189.04,
NaN,1.989000000e+03,7015189.05,
NaN,2.031000000e+03,7015189.06,
NaN,2.066000000e+03,7015189.07,
NaN,2.067000000e+03,7015189.08,
NaN,2.065000000e+03,7015189.09,
NaN,2.057000000e+03,7015189.10,
23001167336,2.073000000e+03,7015189.11,
NaN,2.034000000e+03,7015190.00,12
NaN,2.022000000e+03,7015190.01,
NaN,2.039000000e+03,7015190.02,
NaN,2.067000000e+03,7015190.03,
NaN,2.120000000e+03,7015190.04,
NaN,2.107000000e+03,7015190.05,
NaN,2.079000000e+03,7015190.06,
NaN,2.069000000e+03,7015190.07,
NaN,2.098000000e+03,7015190.08,
NaN,2.216000000e+03,7015190.09,
NaN,2.247000000e+03,7015190.10,
23001171293,1.931000000e+03,7015190.11,
NaN,1.787000000e+03,7015191.00,12
NaN,2.074000000e+03,7015191.01,
NaN,2.022000000e+03,7015191.02,
NaN,2.019000000e+03,7015191.03,
NaN,2.470000000e+03,7015191.04,
NaN,2.600000000e+03,7015191.05,
NaN,2.280000000e+03,7015191.06,
NaN,1.981000000e+03,7015191.07,
NaN,1.881000000e+03,7015191.08,
NaN,2.073000000e+03,7015191.09,
NaN,2.236000000e+03,7015191.10,
23001175250,2.322000000e+03,7015191.11,
NaN,2.323000000e+03,7015192.00,12
NaN,2.237000000e+03,7015192.01,
NaN,2.168000000e+03,7015192.02,
NaN,2.123000000e+03,7015192.03,
NaN,2.131000000e+03,7015192.04,
NaN,2.147000000e+03,7015192.05,
NaN,2.129000000e+03,7015192.06,
NaN,2.138000000e+03,7015192.07,
NaN,2.188000000e+03,7015192.08,
NaN,2.231000000e+03,7015192.09,
NaN,2.232000000e+03,7015192.10,
23001179207,2.256000000e+03,7015192.11,
NaN,2.246000000e+03,7015193.00,12
NaN,2.182000000e+03,7015193.01,
NaN,2.108000000e+03,7015193.02,
NaN,2.260000000e+03,7015193.03,
NaN,2.357000000e+03,7015193.04,
NaN,2.174000000e+03,7015193.05,
NaN,2.132000000e+03,7015193.06,
NaN,2.208000000e+03,7015193.07,
NaN,2.244000000e+03,7015193.08,
NaN,2.238000000e+03,7015193.09,
NaN,2.217000000e+03,7015193.10,
23001183164,2.292000000e+03,7015193.11,
NaN,2.311000000e+03,7015194.00,12
NaN,2.315000000e+03,7015194.01,
NaN,2.231000000e+03,7015194.02,
NaN,2.228000000e+03,7015194.03,
NaN,2.297000000e+03,7015194.04,
NaN,2.331000000e+03,7015194.05,
NaN,2.279000000e+03,7015194.06,
NaN,2.250000000e+03,7015194.07,
NaN,2.282000000e+03,7015194.08,
NaN,2.285000000e+03,7015194.09,
NaN,2.323000000e+03,7015194.10,
23001187121,2.302000000e+03,7015194.11,
NaN,2.362000000e+03,7015195.00,12
NaN,2.396000000e+03,7015195.01,
NaN,2.376000000e+03,7015195.02,
NaN,2.325000000e+03,7015195.03,
NaN,2.326000000e+03,7015195.04,
NaN,2.309000000e+03,7015195.05,
NaN,2.326000000e+03,7015195.06,
NaN,2.386000000e+03,7015195.07,
NaN,2.403000000e+03,7015195.08,
NaN,2.318000000e+03,7015195.09,
NaN,2.261000000e+03,7015195.10,
23001191077,2.252000000e+03,7015195.11,
NaN,2.172000000e+03,7015196.00,12
NaN,2.156000000e+03,7015196.01,
NaN,2.170000000e+03,7015196.02,
NaN,2.193000000e+03,7015196.03,
NaN,2.330000000e+03,7015196.04,
NaN,2.348000000e+03,7015196.05,
NaN,2.276000000e+03,7015196.06,
NaN,2.215000000e+03,7015196.07,
NaN,2.250000000e+03,7015196.08,
NaN,2.334000000e+03,7015196.09,
NaN,2.439000000e+03,7015196.10,
23001195034,2.442000000e+03,7015196.11,
NaN,2.018000000e+03,7015197.00,12
NaN,1.877000000e+03,7015197.01,
NaN,2.052000000e+03,7015197.02,
NaN,2.039000000e+03,7015197.03,
NaN,2.470000000e+03,7015197.04,
NaN,2.777000000e+03,7015197.05,
NaN,2.660000000e+03,7015197.06,
NaN,2.223000000e+03,7015197.07,
NaN,1.948000000e+03,7015197.08,
NaN,1.957000000e+03,7015197.09,
NaN,2.159000000e+03,7015197.10,
23001198991,2.264000000e+03,7015197.11,
NaN,2.367000000e+03,7015198.00,12
NaN,2.429000000e+03,7015198.01,
NaN,2.371000000e+03,7015198.02,
NaN,2.205000000e+03,7015198.03,
NaN,2.088000000e+03,7015198.04,
NaN,2.071000000e+03,7015198.05,
NaN,2.151000000e+03,7015198.06,
NaN,2.209000000e+03,7015198.07,
NaN,2.193000000e+03,7015198.08,
NaN,2.243000000e+03,7015198.09,
NaN,2.247000000e+03,7015198.10,
23001202949,2.243000000e+03,7015198.11,
NaN,2.237000000e+03,7015199.00,12
NaN,2.176000000e+03,7015199.01,
NaN,2.068000000e+03,7015199.02,
NaN,2.189000000e+03,7015199.03,
NaN,2.357000000e+03,7015199.04,
NaN,2.325000000e+03,7015199.05,
NaN,2.102000000e+03,7015199.06,
NaN,2.026000000e+03,7015199.07,
NaN,2.108000000e+03,7015199.08,
NaN,2.185000000e+03,7015199.09,
NaN,2.170000000e+03,7015199.10,
23001206906,2.120000000e+03,7015199.11,
NaN,2.150000000e+03,7015200.00,12
NaN,2.180000000e+03,7015200.01,
NaN,2.211000000e+03,7015200.02,
NaN,2.169000000e+03,7015200.03,
NaN,2.124000000e+03,7015200.04,
NaN,2.152000000e+03,7015200.05,
NaN,2.159000000e+03,7015200.06,
NaN,2.169000000e+03,7015200.07,
NaN,2.201000000e+03,7015200.08,
NaN,2.153000000e+03,7015200.09,
NaN,2.132000000e+03,7015200.10,
23001210863,2.142000000e+03,7015200.11,
NaN,2.131000000e+03,7015201.00,12
NaN,2.131000000e+03,7015201.01,
NaN,2.146000000e+03,7015201.02,
NaN,2.132000000e+03,7015201.03,
NaN,2.151000000e+03,7015201.04,
NaN,2.140000000e+03,7015201.05,
NaN,2.131000000e+03,7015201.06,
NaN,2.134000000e+03,7015201.07,
NaN,2.125000000e+03,7015201.08,
NaN,2.114000000e+03,7015201.09,
NaN,2.103000000e+03,7015201.10,
23001214818,2.062000000e+03,7015201.11,
NaN,1.970000000e+03,7015202.00,12
NaN,1.880000000e+03,7015202.01,
NaN,1.864000000e+03,7015202.02,
NaN,1.933000000e+03,7015202.03,
NaN,2.075000000e+03,7015202.04,
NaN,2.157000000e+03,7015202.05,
NaN,2.112000000e+03,7015202.06,
NaN,2.083000000e+03,7015202.07,
NaN,2.170000000e+03,7015202.08,
NaN,2.304000000e+03,7015202.09,
NaN,2.134000000e+03,7015202.10,
23001218775,1.746000000e+03,7015202.11,
NaN,1.701000000e+03,7015203.00,12
NaN,1.759000000e+03,7015203.01,
NaN,1.827000000e+03,7015203.02,
NaN,2.369000000e+03,7015203.03,
NaN,2.637000000e+03,7015203.04,
NaN,2.337000000e+03,7015203.05,
NaN,1.803000000e+03,7015203.06,
NaN,1.634000000e+03,7015203.07,
NaN,1.778000000e+03,7015203.08,
NaN,2.022000000e+03,7015203.09,
NaN,2.127000000e+03,7015203.10,
23001222732,2.136000000e+03,7015203.11,
NaN,2.068000000e+03,7015204.00,12
NaN,1.990000000e+03,7015204.01,
NaN,1.943000000e+03,7015204.02,
NaN,1.878000000e+03,7015204.03,
NaN,1.914000000e+03,7015204.04,
NaN,1.905000000e+03,7015204.05,
NaN,1.886000000e+03,7015204.06,
NaN,1.943000000e+03,7015204.07,
NaN,1.982000000e+03,7015204.08,
NaN,1.970000000e+03,7015204.09,
NaN,2.028000000e+03,7015204.10,
23001226689,2.020000000e+03,7015204.11,
NaN,2.017000000e+03,7015205.00,12
NaN,1.890000000e+03,7015205.01,
NaN,1.908000000e+03,7015205.02,
NaN,2.001000000e+03,7015205.03,
NaN,2.007000000e+03,7015205.04,
NaN,1.896000000e+03,7015205.05,
NaN,1.949000000e+03,7015205.06,
NaN,1.971000000e+03,7015205.07,
NaN,1.966000000e+03,7015205.08,
NaN,1.905000000e+03,7015205.09,
NaN,1.877000000e+03,7015205.10,
23001230646,1.932000000e+03,7015205.11,
NaN,1.958000000e+03,7015206.00,12
NaN,1.932000000e+03,7015206.01,
NaN,1.921000000e+03,7015206.02,
NaN,1.923000000e+03,7015206.03,
NaN,1.972000000e+03,7015206.04,
NaN,2.043000000e+03,7015206.05,
NaN,2.022000000e+03,7015206.06,
NaN,1.954000000e+03,7015206.07,
NaN,1.942000000e+03,7015206.08,
NaN,1.894000000e+03,7015206.09,
NaN,1.948000000e+03,7015206.10,
23001234603,1.917000000e+03,7015206.11,
NaN,1.891000000e+03,7015207.00,12
NaN,1.939000000e+03,7015207.01,
NaN,1.975000000e+03,7015207.02,
NaN,1.965000000e+03,7015207.03,
NaN,1.899000000e+03,7015207.04,
NaN,1.893000000e+03,7015207.05,
NaN,1.895000000e+03,7015207.06,
NaN,1.907000000e+03,7015207.07,
NaN,1.888000000e+03,7015207.08,
NaN,1.861000000e+03,7015207.09,
NaN,1.813000000e+03,7015207.10,
23001238560,1.833000000e+03,7015207.11,
NaN,1.899000000e+03,7015208.00,12
NaN,1.904000000e+03,7015208.01,
NaN,1.910000000e+03,7015208.02,
NaN,1.872000000e+03,7015208.03,
NaN,1.858000000e+03,7015208.04,
NaN,1.922000000e+03,7015208.05,
NaN,2.047000000e+03,7015208.06,
NaN,2.057000000e+03,7015208.07,
NaN,1.692000000e+03,7015208.08,
NaN,1.548000000e+03,7015208.09,
NaN,1.713000000e+03,7015208.10,
23001242516,1.650000000e+03,7015208.11,
NaN,1.934000000e+03,7015209.00,12
NaN,2.377000000e+03,7015209.01,
NaN,2.312000000e+03,7015209.02,
NaN,1.862000000e+03,7015209.03,
NaN,1.587000000e+03,7015209.04,
NaN,1.689000000e+03,7015209.05,
NaN,1.887000000e+03,7015209.06,
NaN,1.919000000e+03,7015209.07,
NaN,1.909000000e+03,7015209.08,
NaN,1.807000000e+03,7015209.09,
NaN,1.857000000e+03,7015209.10,
23001246473,1.868000000e+03,7015209.11,
NaN,1.907000000e+03,7015210.00,12
NaN,1.836000000e+03,7015210.01,
NaN,1.796000000e+03,7015210.02,
NaN,1.777000000e+03,7015210.03,
NaN,1.800000000e+03,7015210.04,
NaN,1.845000000e+03,7015210.05,
NaN,1.859000000e+03,7015210.06,
NaN,1.799000000e+03,7015210.07,
NaN,1.874000000e+03,7015210.08,
NaN,1.907000000e+03,7015210.09,
NaN,1.802000000e+03,7015210.10,
23001250430,1.762000000e+03,7015210.11,
NaN,1.916000000e+03,7015211.00,12
NaN,1.926000000e+03,7015211.01,
NaN,1.787000000e+03,7015211.02,
NaN,1.779000000e+03,7015211.03,
NaN,1.793000000e+03,7015211.04,
NaN,1.907000000e+03,7015211.05,
NaN,1.843000000e+03,7015211.06,
NaN,1.848000000e+03,7015211.07,
NaN,1.829000000e+03,7015211.08,
NaN,1.827000000e+03,7015211.09,
NaN,1.862000000e+03,7015211.10,
23001254387,1.868000000e+03,7015211.11,
NaN,1.843000000e+03,7015212.00,12
NaN,1.884000000e+03,7015212.01,
NaN,1.867000000e+03,7015212.02,
NaN,1.925000000e+03,7015212.03,
NaN,1.933000000e+03,7015212.04,
NaN,1.897000000e+03,7015212.05,
NaN,1.856000000e+03,7015212.06,
NaN,1.876000000e+03,7015212.07,
NaN,1.885000000e+03,7015212.08,
NaN,1.898000000e+03,7015212.09,
NaN,1.837000000e+03,7015212.10,
23001258344,1.870000000e+03,7015212.11,
NaN,1.890000000e+03,7015213.00,12
NaN,1.921000000e+03,7015213.01,
NaN,1.892000000e+03,7015213.02,
NaN,1.835000000e+03,7015213.03,
NaN,1.835000000e+03,7015213.04,
NaN,1.816000000e+03,7015213.05,
NaN,1.792000000e+03,7015213.06,
NaN,1.757000000e+03,7015213.07,
NaN,1.760000000e+03,7015213.08,
NaN,1.834000000e+03,7015213.09,
NaN,1.880000000e+03,7015213.10,
23001262301,1.880000000e+03,7015213.11,
NaN,1.858000000e+03,7015214.00,12
NaN,1.834000000e+03,7015214.01,
NaN,1.881000000e+03,7015214.02,
NaN,1.970000000e+03,7015214.03,
NaN,1.965000000e+03,7015214.04,
NaN,1.654000000e+03,7015214.05,
NaN,1.502000000e+03,7015214.06,
NaN,1.667000000e+03,7015214.07,
NaN,1.639000000e+03,7015214.08,
NaN,1.904000000e+03,7015214.09,
NaN,2.278000000e+03,7015214.10,
23001266258,2.178000000e+03,7015214.11,
NaN,1.743000000e+03,7015215.00,12
NaN,1.498000000e+03,7015215.01,
NaN,1.626000000e+03,7015215.02,
NaN,1.914000000e+03,7015215.03,
NaN,1.928000000e+03,7015215.04,
NaN,1.858000000e+03,7015215.05,
NaN,1.803000000e+03,7015215.06,
NaN,1.861000000e+03,7015215.07,
NaN,1.916000000e+03,7015215.08,
NaN,1.896000000e+03,7015215.09,
NaN,1.879000000e+03,7015215.10,
23001270214,1.815000000e+03,7015215.11,
NaN,1.778000000e+03,7015216.00,12
NaN,1.786000000e+03,7015216.01,
NaN,1.848000000e+03,7015216.02,
NaN,1.913000000e+03,7015216.03,
NaN,1.923000000e+03,7015216.04,
NaN,1.900000000e+03,7015216.05,
NaN,1.871000000e+03,7015216.06,
NaN,1.802000000e+03,7015216.07,
NaN,1.840000000e+03,7015216.08,
NaN,1.973000000e+03,7015216.09,
NaN,1.972000000e+03,7015216.10,
23001274171,1.889000000e+03,7015216.11,
NaN,1.840000000e+03,7015217.00,12
NaN,1.864000000e+03,7015217.01,
NaN,1.876000000e+03,7015217.02,
NaN,1.905000000e+03,7015217.03,
NaN,1.863000000e+03,7015217.04,
NaN,1.869000000e+03,7015217.05,
NaN,1.906000000e+03,7015217.06,
NaN,1.920000000e+03,7015217.07,
NaN,1.920000000e+03,7015217.08,
NaN,1.961000000e+03,7015217.09,
NaN,1.989000000e+03,7015217.10,
23001278128,2.043000000e+03,7015217.11,
NaN,2.044000000e+03,7015218.00,12
NaN,2.043000000e+03,7015218.01,
NaN,1.994000000e+03,7015218.02,
NaN,1.942000000e+03,7015218.03,
NaN,1.921000000e+03,7015218.04,
NaN,1.938000000e+03,7015218.05,
NaN,1.964000000e+03,7015218.06,
NaN,1.992000000e+03,7015218.07,
NaN,1.989000000e+03,7015218.08,
NaN,2.023000000e+03,7015218.09,
NaN,1.995000000e+03,7015218.10,
23001282085,1.987000000e+03,7015218.11,
NaN,2.009000000e+03,7015219.00,12
NaN,1.944000000e+03,7015219.01,
NaN,1.891000000e+03,7015219.02,
NaN,1.900000000e+03,7015219.03,
NaN,1.984000000e+03,7015219.04,
NaN,2.076000000e+03,7015219.05,
NaN,2.110000000e+03,7015219.06,
NaN,2.085000000e+03,7015219.07,
NaN,2.054000000e+03,7015219.08,
NaN,2.046000000e+03,7015219.09,
NaN,2.175000000e+03,7015219.10,
23001286042,2.341000000e+03,7015219.11,
NaN,2.053000000e+03,7015220.00,12
NaN,1.671000000e+03,7015220.01,
NaN,1.902000000e+03,7015220.02,
NaN,1.860000000e+03,7015220.03,
NaN,1.837000000e+03,7015220.04,
NaN,2.289000000e+03,7015220.05,
NaN,2.616000000e+03,7015220.06,
NaN,2.375000000e+03,7015220.07,
NaN,1.970000000e+03,7015220.08,
NaN,1.796000000e+03,7015220.09,
NaN,1.916000000e+03,7015220.10,
23001289998,2.088000000e+03,7015220.11,
NaN,2.172000000e+03,7015221.00,12
NaN,2.234000000e+03,7015221.01,
NaN,2.259000000e+03,7015221.02,
NaN,2.197000000e+03,7015221.03,
NaN,2.131000000e+03,7015221.04,
NaN,2.039000000e+03,7015221.05,
NaN,1.985000000e+03,7015221.06,
NaN,2.063000000e+03,7015221.07,
NaN,2.125000000e+03,7015221.08,
NaN,2.147000000e+03,7015221.09,
NaN,2.183000000e+03,7015221.10,
23001293955,2.198000000e+03,7015221.11,
NaN,2.167000000e+03,7015222.00,12
NaN,2.134000000e+03,7015222.01,
NaN,2.051000000e+03,7015222.02,
NaN,2.147000000e+03,7015222.03,
NaN,2.313000000e+03,7015222.04,
NaN,2.218000000e+03,7015222.05,
NaN,2.104000000e+03,7015222.06,
NaN,2.144000000e+03,7015222.07,
NaN,2.192000000e+03,7015222.08,
NaN,2.170000000e+03,7015222.09,
NaN,2.194000000e+03,7015222.10,
23001297911,2.215000000e+03,7015222.11,
NaN,2.218000000e+03,7015223.00,12
NaN,2.246000000e+03,7015223.01,
NaN,2.214000000e+03,7015223.02,
NaN,2.219000000e+03,7015223.03,
NaN,2.233000000e+03,7015223.04,
NaN,2.257000000e+03,7015223.05,
NaN,2.269000000e+03,7015223.06,
NaN,2.281000000e+03,7015223.07,
NaN,2.238000000e+03,7015223.08,
NaN,2.254000000e+03,7015223.09,
NaN,2.250000000e+03,7015223.10,
23001301869,2.288000000e+03,7015223.11,
NaN,2.288000000e+03,7015224.00,12
NaN,2.251000000e+03,7015224.01,
NaN,2.321000000e+03,7015224.02,
NaN,2.413000000e+03,7015224.03,
NaN,2.415000000e+03,7015224.04,
NaN,2.360000000e+03,7015224.05,
NaN,2.277000000e+03,7015224.06,
NaN,2.221000000e+03,7015224.07,
NaN,2.272000000e+03,7015224.08,
NaN,2.274000000e+03,7015224.09,
NaN,2.343000000e+03,7015224.10,
23001305825,2.335000000e+03,7015224.11,
NaN,2.296000000e+03,7015225.00,12
NaN,2.272000000e+03,7015225.01,
NaN,2.277000000e+03,7015225.02,
NaN,2.361000000e+03,7015225.03,
NaN,2.482000000e+03,7015225.04,
NaN,2.284000000e+03,7015225.05,
NaN,1.911000000e+03,7015225.06,
NaN,2.036000000e+03,7015225.07,
NaN,1.989000000e+03,7015225.08,
NaN,2.034000000e+03,7015225.09,
NaN,2.615000000e+03,7015225.10,
23001309782,2.889000000e+03,7015225.11,
NaN,2.591000000e+03,7015226.00,12
NaN,2.142000000e+03,7015226.01,
NaN,1.975000000e+03,7015226.02,
NaN,2.066000000e+03,7015226.03,
NaN,2.254000000e+03,7015226.04,
NaN,2.378000000e+03,7015226.05,
NaN,2.421000000e+03,7015226.06,
NaN,2.422000000e+03,7015226.07,
NaN,2.340000000e+03,7015226.08,
NaN,2.179000000e+03,7015226.09,
NaN,2.128000000e+03,7015226.10,
23001313739,2.182000000e+03,7015226.11,
NaN,2.195000000e+03,7015227.00,12
NaN,2.190000000e+03,7015227.01,
