time,accel.z,sequence_counter,packet_size
23008810170,6.031000000e+03,7017121.11,
NaN,6.097000000e+03,7017122.00,12
NaN,6.062000000e+03,7017122.01,
NaN,6.037000000e+03,7017122.02,
NaN,6.003000000e+03,7017122.03,
NaN,6.047000000e+03,7017122.04,
NaN,6.128000000e+03,7017122.05,
NaN,6.184000000e+03,7017122.06,
NaN,5.919000000e+03,7017122.07,
NaN,5.684000000e+03,7017122.08,
NaN,5.805000000e+03,7017122.09,
NaN,5.946000000e+03,7017122.10,
23008814125,6.243000000e+03,7017122.11,
NaN,6.343000000e+03,7017123.00,12
NaN,6.117000000e+03,7017123.01,
NaN,5.846000000e+03,7017123.02,
NaN,5.856000000e+03,7017123.03,
NaN,5.960000000e+03,7017123.04,
NaN,6.023000000e+03,7017123.05,
NaN,5.960000000e+03,7017123.06,
NaN,5.901000000e+03,7017123.07,
NaN,5.799000000e+03,7017123.08,
NaN,5.730000000e+03,7017123.09,
NaN,5.828000000e+03,7017123.10,
23008818080,5.874000000e+03,7017123.11,
NaN,5.765000000e+03,7017124.00,12
NaN,5.629000000e+03,7017124.01,
NaN,5.499000000e+03,7017124.02,
NaN,5.585000000e+03,7017124.03,
NaN,5.737000000e+03,7017124.04,
NaN,5.861000000e+03,7017124.05,
NaN,5.888000000e+03,7017124.06,
NaN,5.846000000e+03,7017124.07,
NaN,5.906000000e+03,7017124.08,
NaN,5.963000000e+03,7017124.09,
NaN,5.928000000e+03,7017124.10,
23008822036,5.890000000e+03,7017124.11,
NaN,5.952000000e+03,7017125.00,12
NaN,5.996000000e+03,7017125.01,
NaN,6.202000000e+03,7017125.02,
NaN,6.376000000e+03,7017125.03,
NaN,6.392000000e+03,7017125.04,
NaN,6.207000000e+03,7017125.05,
NaN,6.061000000e+03,7017125.06,
NaN,6.027000000e+03,7017125.07,
NaN,6.029000000e+03,7017125.08,
NaN,6.073000000e+03,7017125.09,
NaN,6.250000000e+03,7017125.10,
23008825991,6.282000000e+03,7017125.11,
NaN,6.104000000e+03,7017126.00,12
NaN,5.949000000e+03,7017126.01,
NaN,5.961000000e+03,7017126.02,
NaN,5.899000000e+03,7017126.03,
NaN,5.862000000e+03,7017126.04,
NaN,5.857000000e+03,7017126.05,
NaN,5.909000000e+03,7017126.06,
NaN,5.936000000e+03,7017126.07,
NaN,5.930000000e+03,7017126.08,
NaN,5.953000000e+03,7017126.09,
NaN,6.034000000e+03,7017126.10,
23008829947,6.084000000e+03,7017126.11,
NaN,6.166000000e+03,7017127.00,12
NaN,6.179000000e+03,7017127.01,
NaN,6.191000000e+03,7017127.02,
NaN,6.172000000e+03,7017127.03,
NaN,6.210000000e+03,7017127.04,
NaN,6.150000000e+03,7017127.05,
NaN,6.087000000e+03,7017127.06,
NaN,6.033000000e+03,7017127.07,
NaN,6.056000000e+03,7017127.08,
NaN,6.101000000e+03,7017127.09,
NaN,6.082000000e+03,7017127.10,
23008833902,6.140000000e+03,7017127.11,
NaN,6.261000000e+03,7017128.00,12
NaN,6.254000000e+03,7017128.01,
NaN,6.234000000e+03,7017128.02,
NaN,6.244000000e+03,7017128.03,
NaN,5.973000000e+03,7017128.04,
NaN,5.735000000e+03,7017128.05,
NaN,5.966000000e+03,7017128.06,
NaN,6.058000000e+03,7017128.07,
NaN,6.187000000e+03,7017128.08,
NaN,6.419000000e+03,7017128.09,
NaN,6.311000000e+03,7017128.10,
23008837857,6.161000000e+03,7017128.11,
NaN,6.165000000e+03,7017129.00,12
NaN,6.275000000e+03,7017129.01,
NaN,6.294000000e+03,7017129.02,
NaN,6.275000000e+03,7017129.03,
NaN,6.231000000e+03,7017129.04,
NaN,6.257000000e+03,7017129.05,
NaN,6.329000000e+03,7017129.06,
NaN,6.351000000e+03,7017129.07,
NaN,6.267000000e+03,7017129.08,
NaN,6.210000000e+03,7017129.09,
NaN,6.215000000e+03,7017129.10,
23008841813,6.197000000e+03,7017129.11,
NaN,6.184000000e+03,7017130.00,12
NaN,6.145000000e+03,7017130.01,
NaN,6.180000000e+03,7017130.02,
NaN,6.153000000e+03,7017130.03,
NaN,5.983000000e+03,7017130.04,
NaN,6.037000000e+03,7017130.05,
NaN,6.160000000e+03,7017130.06,
NaN,6.101000000e+03,7017130.07,
NaN,6.055000000e+03,7017130.08,
NaN,6.158000000e+03,7017130.09,
NaN,6.214000000e+03,7017130.10,
23008845768,6.134000000e+03,7017130.11,
NaN,6.050000000e+03,7017131.00,12
NaN,6.058000000e+03,7017131.01,
NaN,6.063000000e+03,7017131.02,
NaN,6.022000000e+03,7017131.03,
NaN,5.992000000e+03,7017131.04,
NaN,5.934000000e+03,7017131.05,
NaN,5.914000000e+03,7017131.06,
NaN,5.965000000e+03,7017131.07,
NaN,5.881000000e+03,7017131.08,
NaN,5.800000000e+03,7017131.09,
NaN,5.828000000e+03,7017131.10,
23008849725,5.839000000e+03,7017131.11,
NaN,5.909000000e+03,7017132.00,12
NaN,5.969000000e+03,7017132.01,
NaN,5.964000000e+03,7017132.02,
NaN,5.943000000e+03,7017132.03,
NaN,5.937000000e+03,7017132.04,
NaN,5.863000000e+03,7017132.05,
NaN,5.843000000e+03,7017132.06,
NaN,5.828000000e+03,7017132.07,
NaN,5.883000000e+03,7017132.08,
NaN,6.038000000e+03,7017132.09,
NaN,6.124000000e+03,7017132.10,
23008853680,6.175000000e+03,7017132.11,
NaN,6.191000000e+03,7017133.00,12
NaN,6.180000000e+03,7017133.01,
NaN,6.184000000e+03,7017133.02,
NaN,6.258000000e+03,7017133.03,
NaN,6.310000000e+03,7017133.04,
NaN,6.358000000e+03,7017133.05,
NaN,6.299000000e+03,7017133.06,
NaN,6.310000000e+03,7017133.07,
NaN,6.350000000e+03,7017133.08,
NaN,6.311000000e+03,7017133.09,
NaN,6.474000000e+03,7017133.10,
23008857634,6.476000000e+03,7017133.11,
NaN,6.138000000e+03,7017134.00,12
NaN,6.021000000e+03,7017134.01,
NaN,6.213000000e+03,7017134.02,
NaN,6.195000000e+03,7017134.03,
NaN,6.142000000e+03,7017134.04,
NaN,6.354000000e+03,7017134.05,
NaN,6.328000000e+03,7017134.06,
NaN,5.930000000e+03,7017134.07,
NaN,5.824000000e+03,7017134.08,
NaN,6.024000000e+03,7017134.09,
NaN,6.095000000e+03,7017134.10,
23008861590,5.984000000e+03,7017134.11,
NaN,5.902000000e+03,7017135.00,12
NaN,6.020000000e+03,7017135.01,
NaN,6.044000000e+03,7017135.02,
NaN,5.993000000e+03,7017135.03,
NaN,5.873000000e+03,7017135.04,
NaN,5.854000000e+03,7017135.05,
NaN,5.851000000e+03,7017135.06,
NaN,5.854000000e+03,7017135.07,
NaN,5.870000000e+03,7017135.08,
NaN,5.928000000e+03,7017135.09,
NaN,6.065000000e+03,7017135.10,
23008865546,6.094000000e+03,7017135.11,
NaN,6.165000000e+03,7017136.00,12
NaN,6.207000000e+03,7017136.01,
NaN,6.132000000e+03,7017136.02,
NaN,6.036000000e+03,7017136.03,
NaN,6.114000000e+03,7017136.04,
NaN,6.255000000e+03,7017136.05,
NaN,6.256000000e+03,7017136.06,
NaN,6.201000000e+03,7017136.07,
NaN,6.201000000e+03,7017136.08,
NaN,6.260000000e+03,7017136.09,
NaN,6.229000000e+03,7017136.10,
23008869502,6.235000000e+03,7017136.11,
NaN,6.261000000e+03,7017137.00,12
NaN,6.302000000e+03,7017137.01,
NaN,6.339000000e+03,7017137.02,
NaN,6.363000000e+03,7017137.03,
NaN,6.418000000e+03,7017137.04,
NaN,6.390000000e+03,7017137.05,
NaN,6.412000000e+03,7017137.06,
NaN,6.451000000e+03,7017137.07,
NaN,6.523000000e+03,7017137.08,
NaN,6.504000000e+03,7017137.09,
NaN,6.487000000e+03,7017137.10,
23008873457,6.544000000e+03,7017137.11,
NaN,6.618000000e+03,7017138.00,12
NaN,6.564000000e+03,7017138.01,
NaN,6.504000000e+03,7017138.02,
NaN,6.413000000e+03,7017138.03,
NaN,6.384000000e+03,7017138.04,
NaN,6.395000000e+03,7017138.05,
NaN,6.451000000e+03,7017138.06,
NaN,6.469000000e+03,7017138.07,
NaN,6.475000000e+03,7017138.08,
NaN,6.512000000e+03,7017138.09,
NaN,6.482000000e+03,7017138.10,
23008877413,6.499000000e+03,7017138.11,
NaN,6.565000000e+03,7017139.00,12
NaN,6.529000000e+03,7017139.01,
NaN,6.572000000e+03,7017139.02,
NaN,6.610000000e+03,7017139.03,
NaN,6.518000000e+03,7017139.04,
NaN,6.281000000e+03,7017139.05,
NaN,6.185000000e+03,7017139.06,
NaN,6.117000000e+03,7017139.07,
NaN,6.593000000e+03,7017139.08,
NaN,7.023000000e+03,7017139.09,
NaN,6.952000000e+03,7017139.10,
23008881368,6.592000000e+03,7017139.11,
NaN,6.363000000e+03,7017140.00,12
NaN,6.407000000e+03,7017140.01,
NaN,6.493000000e+03,7017140.02,
NaN,6.601000000e+03,7017140.03,
NaN,6.742000000e+03,7017140.04,
NaN,6.784000000e+03,7017140.05,
NaN,6.803000000e+03,7017140.06,
NaN,6.710000000e+03,7017140.07,
NaN,6.596000000e+03,7017140.08,
NaN,6.563000000e+03,7017140.09,
NaN,6.682000000e+03,7017140.10,
23008885324,6.719000000e+03,7017140.11,
NaN,6.640000000e+03,7017141.00,12
NaN,6.712000000e+03,7017141.01,
NaN,6.691000000e+03,7017141.02,
NaN,6.576000000e+03,7017141.03,
NaN,6.685000000e+03,7017141.04,
NaN,6.836000000e+03,7017141.05,
NaN,6.805000000e+03,7017141.06,
NaN,6.840000000e+03,7017141.07,
NaN,6.915000000e+03,7017141.08,
NaN,6.883000000e+03,7017141.09,
NaN,6.883000000e+03,7017141.10,
23008889280,6.936000000e+03,7017141.11,
NaN,6.911000000e+03,7017142.00,12
NaN,6.758000000e+03,7017142.01,
NaN,6.664000000e+03,7017142.02,
NaN,6.649000000e+03,7017142.03,
NaN,6.701000000e+03,7017142.04,
NaN,6.746000000e+03,7017142.05,
NaN,6.877000000e+03,7017142.06,
NaN,6.869000000e+03,7017142.07,
NaN,6.825000000e+03,7017142.08,
NaN,6.857000000e+03,7017142.09,
NaN,6.839000000e+03,7017142.10,
23008893236,6.847000000e+03,7017142.11,
NaN,6.792000000e+03,7017143.00,12
NaN,6.806000000e+03,7017143.01,
NaN,6.867000000e+03,7017143.02,
NaN,6.822000000e+03,7017143.03,
NaN,6.823000000e+03,7017143.04,
NaN,6.875000000e+03,7017143.05,
NaN,6.912000000e+03,7017143.06,
NaN,6.929000000e+03,7017143.07,
NaN,7.022000000e+03,7017143.08,
NaN,7.028000000e+03,7017143.09,
NaN,7.132000000e+03,7017143.10,
23008897191,7.385000000e+03,7017143.11,
NaN,7.548000000e+03,7017144.00,12
NaN,7.406000000e+03,7017144.01,
NaN,7.271000000e+03,7017144.02,
NaN,7.436000000e+03,7017144.03,
NaN,7.637000000e+03,7017144.04,
NaN,7.406000000e+03,7017144.05,
NaN,7.057000000e+03,7017144.06,
NaN,7.181000000e+03,7017144.07,
NaN,7.387000000e+03,7017144.08,
NaN,7.720000000e+03,7017144.09,
NaN,7.710000000e+03,7017144.10,
23008901147,7.265000000e+03,7017144.11,
NaN,6.855000000e+03,7017145.00,12
NaN,6.902000000e+03,7017145.01,
NaN,7.131000000e+03,7017145.02,
NaN,7.172000000e+03,7017145.03,
NaN,7.150000000e+03,7017145.04,
NaN,7.224000000e+03,7017145.05,
NaN,7.155000000e+03,7017145.06,
NaN,7.028000000e+03,7017145.07,
NaN,6.832000000e+03,7017145.08,
NaN,6.733000000e+03,7017145.09,
NaN,6.693000000e+03,7017145.10,
23008905103,6.627000000e+03,7017145.11,
NaN,6.519000000e+03,7017146.00,12
NaN,6.505000000e+03,7017146.01,
NaN,6.441000000e+03,7017146.02,
NaN,6.341000000e+03,7017146.03,
NaN,6.238000000e+03,7017146.04,
NaN,6.258000000e+03,7017146.05,
NaN,6.314000000e+03,7017146.06,
NaN,6.271000000e+03,7017146.07,
NaN,6.169000000e+03,7017146.08,
NaN,6.075000000e+03,7017146.09,
NaN,6.238000000e+03,7017146.10,
23008909058,6.388000000e+03,7017146.11,
NaN,6.351000000e+03,7017147.00,12
NaN,6.262000000e+03,7017147.01,
NaN,6.307000000e+03,7017147.02,
NaN,6.324000000e+03,7017147.03,
NaN,6.283000000e+03,7017147.04,
NaN,6.259000000e+03,7017147.05,
NaN,6.331000000e+03,7017147.06,
NaN,6.401000000e+03,7017147.07,
NaN,6.470000000e+03,7017147.08,
NaN,6.469000000e+03,7017147.09,
NaN,6.470000000e+03,7017147.10,
23008913015,6.431000000e+03,7017147.11,
NaN,6.364000000e+03,7017148.00,12
NaN,6.395000000e+03,7017148.01,
NaN,6.466000000e+03,7017148.02,
NaN,6.512000000e+03,7017148.03,
NaN,6.492000000e+03,7017148.04,
NaN,6.455000000e+03,7017148.05,
NaN,6.476000000e+03,7017148.06,
NaN,6.526000000e+03,7017148.07,
NaN,6.536000000e+03,7017148.08,
NaN,6.472000000e+03,7017148.09,
NaN,6.530000000e+03,7017148.10,
23008916970,6.522000000e+03,7017148.11,
NaN,6.523000000e+03,7017149.00,12
NaN,6.596000000e+03,7017149.01,
NaN,6.690000000e+03,7017149.02,
NaN,6.761000000e+03,7017149.03,
NaN,6.890000000e+03,7017149.04,
NaN,7.028000000e+03,7017149.05,
NaN,6.750000000e+03,7017149.06,
NaN,6.529000000e+03,7017149.07,
NaN,6.584000000e+03,7017149.08,
NaN,6.806000000e+03,7017149.09,
NaN,7.089000000e+03,7017149.10,
23008920926,7.246000000e+03,7017149.11,
NaN,6.930000000e+03,7017150.00,12
NaN,6.617000000e+03,7017150.01,
NaN,6.675000000e+03,7017150.02,
NaN,6.801000000e+03,7017150.03,
NaN,6.713000000e+03,7017150.04,
NaN,6.626000000e+03,7017150.05,
NaN,6.537000000e+03,7017150.06,
NaN,6.530000000e+03,7017150.07,
NaN,6.479000000e+03,7017150.08,
NaN,6.521000000e+03,7017150.09,
NaN,6.567000000e+03,7017150.10,
23008924882,6.584000000e+03,7017150.11,
NaN,6.572000000e+03,7017151.00,12
NaN,6.529000000e+03,7017151.01,
NaN,6.578000000e+03,7017151.02,
NaN,6.573000000e+03,7017151.03,
NaN,6.626000000e+03,7017151.04,
NaN,6.605000000e+03,7017151.05,
NaN,6.562000000e+03,7017151.06,
NaN,6.430000000e+03,7017151.07,
NaN,6.452000000e+03,7017151.08,
NaN,6.528000000e+03,7017151.09,
NaN,6.494000000e+03,7017151.10,
23008928838,6.526000000e+03,7017151.11,
NaN,6.650000000e+03,7017152.00,12
NaN,6.676000000e+03,7017152.01,
NaN,6.633000000e+03,7017152.02,
NaN,6.672000000e+03,7017152.03,
NaN,6.663000000e+03,7017152.04,
NaN,6.657000000e+03,7017152.05,
NaN,6.650000000e+03,7017152.06,
NaN,6.632000000e+03,7017152.07,
NaN,6.643000000e+03,7017152.08,
NaN,6.666000000e+03,7017152.09,
NaN,6.635000000e+03,7017152.10,
23008932794,6.547000000e+03,7017152.11,
NaN,6.553000000e+03,7017153.00,12
NaN,6.663000000e+03,7017153.01,
NaN,6.650000000e+03,7017153.02,
NaN,6.647000000e+03,7017153.03,
NaN,6.575000000e+03,7017153.04,
NaN,6.612000000e+03,7017153.05,
NaN,6.606000000e+03,7017153.06,
NaN,6.663000000e+03,7017153.07,
NaN,6.667000000e+03,7017153.08,
NaN,6.709000000e+03,7017153.09,
NaN,6.702000000e+03,7017153.10,
23008936749,6.747000000e+03,7017153.11,
NaN,6.682000000e+03,7017154.00,12
NaN,6.552000000e+03,7017154.01,
NaN,6.438000000e+03,7017154.02,
NaN,6.371000000e+03,7017154.03,
NaN,6.358000000e+03,7017154.04,
NaN,6.372000000e+03,7017154.05,
NaN,6.446000000e+03,7017154.06,
NaN,6.514000000e+03,7017154.07,
NaN,6.228000000e+03,7017154.08,
NaN,5.880000000e+03,7017154.09,
NaN,6.020000000e+03,7017154.10,
23008940705,6.197000000e+03,7017154.11,
NaN,6.358000000e+03,7017155.00,12
NaN,6.492000000e+03,7017155.01,
NaN,6.334000000e+03,7017155.02,
NaN,5.857000000e+03,7017155.03,
NaN,5.719000000e+03,7017155.04,
NaN,5.919000000e+03,7017155.05,
NaN,6.047000000e+03,7017155.06,
NaN,6.042000000e+03,7017155.07,
NaN,5.972000000e+03,7017155.08,
NaN,5.895000000e+03,7017155.09,
NaN,5.803000000e+03,7017155.10,
23008944660,5.731000000e+03,7017155.11,
NaN,5.846000000e+03,7017156.00,12
NaN,5.944000000e+03,7017156.01,
NaN,5.886000000e+03,7017156.02,
NaN,5.813000000e+03,7017156.03,
NaN,5.793000000e+03,7017156.04,
NaN,5.817000000e+03,7017156.05,
NaN,5.901000000e+03,7017156.06,
NaN,6.006000000e+03,7017156.07,
NaN,6.056000000e+03,7017156.08,
NaN,5.929000000e+03,7017156.09,
NaN,5.875000000e+03,7017156.10,
23008948616,5.867000000e+03,7017156.11,
NaN,5.867000000e+03,7017157.00,12
NaN,5.827000000e+03,7017157.01,
NaN,5.858000000e+03,7017157.02,
NaN,5.829000000e+03,7017157.03,
NaN,5.732000000e+03,7017157.04,
NaN,5.659000000e+03,7017157.05,
NaN,5.688000000e+03,7017157.06,
NaN,5.798000000e+03,7017157.07,
NaN,5.911000000e+03,7017157.08,
NaN,5.862000000e+03,7017157.09,
NaN,5.708000000e+03,7017157.10,
23008952571,5.700000000e+03,7017157.11,
NaN,5.884000000e+03,7017158.00,12
NaN,5.931000000e+03,7017158.01,
NaN,5.889000000e+03,7017158.02,
NaN,5.941000000e+03,7017158.03,
NaN,6.030000000e+03,7017158.04,
NaN,6.024000000e+03,7017158.05,
NaN,5.956000000e+03,7017158.06,
NaN,5.864000000e+03,7017158.07,
NaN,5.840000000e+03,7017158.08,
NaN,5.675000000e+03,7017158.09,
NaN,5.518000000e+03,7017158.10,
23008956527,5.540000000e+03,7017158.11,
NaN,5.581000000e+03,7017159.00,12
NaN,5.657000000e+03,7017159.01,
NaN,5.622000000e+03,7017159.02,
NaN,5.623000000e+03,7017159.03,
NaN,5.649000000e+03,7017159.04,
NaN,5.626000000e+03,7017159.05,
NaN,5.550000000e+03,7017159.06,
NaN,5.501000000e+03,7017159.07,
NaN,5.469000000e+03,7017159.08,
NaN,5.483000000e+03,7017159.09,
NaN,5.459000000e+03,7017159.10,
23008960483,5.496000000e+03,7017159.11,
NaN,5.470000000e+03,7017160.00,12
NaN,5.499000000e+03,7017160.01,
NaN,5.491000000e+03,7017160.02,
NaN,5.516000000e+03,7017160.03,
NaN,5.690000000e+03,7017160.04,
NaN,5.636000000e+03,7017160.05,
NaN,5.361000000e+03,7017160.06,
NaN,5.360000000e+03,7017160.07,
NaN,5.300000000e+03,7017160.08,
NaN,5.268000000e+03,7017160.09,
NaN,5.662000000e+03,7017160.10,
23008964438,5.881000000e+03,7017160.11,
NaN,5.454000000e+03,7017161.00,12
NaN,5.164000000e+03,7017161.01,
NaN,5.355000000e+03,7017161.02,
NaN,5.606000000e+03,7017161.03,
NaN,5.662000000e+03,7017161.04,
NaN,5.554000000e+03,7017161.05,
NaN,5.422000000e+03,7017161.06,
NaN,5.456000000e+03,7017161.07,
NaN,5.557000000e+03,7017161.08,
NaN,5.698000000e+03,7017161.09,
NaN,5.601000000e+03,7017161.10,
23008968393,5.551000000e+03,7017161.11,
NaN,5.453000000e+03,7017162.00,12
NaN,5.494000000e+03,7017162.01,
NaN,5.610000000e+03,7017162.02,
NaN,5.682000000e+03,7017162.03,
NaN,5.599000000e+03,7017162.04,
NaN,5.600000000e+03,7017162.05,
NaN,5.602000000e+03,7017162.06,
NaN,5.712000000e+03,7017162.07,
NaN,5.703000000e+03,7017162.08,
NaN,5.541000000e+03,7017162.09,
NaN,5.541000000e+03,7017162.10,
23008972349,5.685000000e+03,7017162.11,
NaN,5.751000000e+03,7017163.00,12
NaN,5.759000000e+03,7017163.01,
NaN,5.766000000e+03,7017163.02,
NaN,5.811000000e+03,7017163.03,
NaN,5.863000000e+03,7017163.04,
NaN,5.882000000e+03,7017163.05,
NaN,5.793000000e+03,7017163.06,
NaN,5.627000000e+03,7017163.07,
NaN,5.632000000e+03,7017163.08,
NaN,5.622000000e+03,7017163.09,
NaN,5.661000000e+03,7017163.10,
23008976305,5.654000000e+03,7017163.11,
NaN,5.568000000e+03,7017164.00,12
NaN,5.461000000e+03,7017164.01,
NaN,5.502000000e+03,7017164.02,
NaN,5.575000000e+03,7017164.03,
NaN,5.681000000e+03,7017164.04,
NaN,5.850000000e+03,7017164.05,
NaN,5.928000000e+03,7017164.06,
NaN,5.916000000e+03,7017164.07,
NaN,5.793000000e+03,7017164.08,
NaN,5.682000000e+03,7017164.09,
NaN,5.632000000e+03,7017164.10,
23008980261,5.569000000e+03,7017164.11,
NaN,5.508000000e+03,7017165.00,12
NaN,5.522000000e+03,7017165.01,
NaN,5.548000000e+03,7017165.02,
NaN,5.518000000e+03,7017165.03,
NaN,5.560000000e+03,7017165.04,
NaN,5.835000000e+03,7017165.05,
NaN,5.955000000e+03,7017165.06,
NaN,5.892000000e+03,7017165.07,
NaN,5.706000000e+03,7017165.08,
NaN,5.425000000e+03,7017165.09,
NaN,5.365000000e+03,7017165.10,
23008984216,5.611000000e+03,7017165.11,
NaN,5.817000000e+03,7017166.00,12
NaN,5.880000000e+03,7017166.01,
NaN,5.745000000e+03,7017166.02,
NaN,5.604000000e+03,7017166.03,
NaN,5.633000000e+03,7017166.04,
NaN,5.753000000e+03,7017166.05,
NaN,5.889000000e+03,7017166.06,
NaN,5.929000000e+03,7017166.07,
NaN,5.832000000e+03,7017166.08,
NaN,5.769000000e+03,7017166.09,
NaN,5.875000000e+03,7017166.10,
23008988172,5.776000000e+03,7017166.11,
NaN,5.684000000e+03,7017167.00,12
NaN,5.648000000e+03,7017167.01,
NaN,5.556000000e+03,7017167.02,
NaN,5.876000000e+03,7017167.03,
NaN,6.261000000e+03,7017167.04,
NaN,5.996000000e+03,7017167.05,
NaN,5.475000000e+03,7017167.06,
NaN,5.400000000e+03,7017167.07,
NaN,5.629000000e+03,7017167.08,
NaN,5.841000000e+03,7017167.09,
NaN,5.831000000e+03,7017167.10,
23008992126,5.756000000e+03,7017167.11,
NaN,5.783000000e+03,7017168.00,12
NaN,5.860000000e+03,7017168.01,
NaN,5.853000000e+03,7017168.02,
NaN,5.709000000e+03,7017168.03,
NaN,5.592000000e+03,7017168.04,
NaN,5.445000000e+03,7017168.05,
NaN,5.368000000e+03,7017168.06,
NaN,5.426000000e+03,7017168.07,
NaN,5.524000000e+03,7017168.08,
NaN,5.611000000e+03,7017168.09,
NaN,5.600000000e+03,7017168.10,
23008996082,5.523000000e+03,7017168.11,
NaN,5.560000000e+03,7017169.00,12
NaN,5.685000000e+03,7017169.01,
NaN,5.602000000e+03,7017169.02,
NaN,5.460000000e+03,7017169.03,
NaN,5.446000000e+03,7017169.04,
NaN,5.600000000e+03,7017169.05,
NaN,5.750000000e+03,7017169.06,
NaN,5.752000000e+03,7017169.07,
NaN,5.725000000e+03,7017169.08,
NaN,5.703000000e+03,7017169.09,
NaN,5.669000000e+03,7017169.10,
23009000038,5.591000000e+03,7017169.11,
NaN,5.530000000e+03,7017170.00,12
NaN,5.580000000e+03,7017170.01,
NaN,5.639000000e+03,7017170.02,
NaN,5.738000000e+03,7017170.03,
NaN,5.778000000e+03,7017170.04,
NaN,5.766000000e+03,7017170.05,
NaN,5.772000000e+03,7017170.06,
NaN,5.891000000e+03,7017170.07,
NaN,6.076000000e+03,7017170.08,
NaN,6.134000000e+03,7017170.09,
NaN,6.002000000e+03,7017170.10,
23009003994,5.900000000e+03,7017170.11,
NaN,5.853000000e+03,7017171.00,12
NaN,6.012000000e+03,7017171.01,
NaN,6.060000000e+03,7017171.02,
NaN,5.774000000e+03,7017171.03,
NaN,5.627000000e+03,7017171.04,
NaN,5.598000000e+03,7017171.05,
NaN,5.936000000e+03,7017171.06,
NaN,5.806000000e+03,7017171.07,
NaN,4.821000000e+03,7017171.08,
NaN,3.997000000e+03,7017171.09,
NaN,4.021000000e+03,7017171.10,
23009007949,5.280000000e+03,7017171.11,
NaN,6.882000000e+03,7017172.00,12
NaN,7.066000000e+03,7017172.01,
NaN,6.100000000e+03,7017172.02,
NaN,5.233000000e+03,7017172.03,
NaN,4.839000000e+03,7017172.04,
NaN,4.930000000e+03,7017172.05,
NaN,5.385000000e+03,7017172.06,
NaN,5.623000000e+03,7017172.07,
NaN,5.412000000e+03,7017172.08,
NaN,5.211000000e+03,7017172.09,
NaN,5.230000000e+03,7017172.10,
23009011905,5.421000000e+03,7017172.11,
NaN,5.622000000e+03,7017173.00,12
NaN,5.547000000e+03,7017173.01,
NaN,5.305000000e+03,7017173.02,
NaN,5.123000000e+03,7017173.03,
NaN,5.199000000e+03,7017173.04,
NaN,5.380000000e+03,7017173.05,
NaN,5.477000000e+03,7017173.06,
NaN,5.485000000e+03,7017173.07,
NaN,5.269000000e+03,7017173.08,
NaN,5.254000000e+03,7017173.09,
NaN,5.601000000e+03,7017173.10,
23009015860,5.863000000e+03,7017173.11,
NaN,5.618000000e+03,7017174.00,12
NaN,5.302000000e+03,7017174.01,
NaN,5.287000000e+03,7017174.02,
NaN,5.546000000e+03,7017174.03,
NaN,5.899000000e+03,7017174.04,
NaN,6.046000000e+03,7017174.05,
NaN,5.892000000e+03,7017174.06,
NaN,5.593000000e+03,7017174.07,
NaN,5.595000000e+03,7017174.08,
NaN,5.855000000e+03,7017174.09,
NaN,6.055000000e+03,7017174.10,
23009019816,6.103000000e+03,7017174.11,
NaN,6.141000000e+03,7017175.00,12
NaN,6.087000000e+03,7017175.01,
NaN,6.130000000e+03,7017175.02,
NaN,6.091000000e+03,7017175.03,
NaN,6.124000000e+03,7017175.04,
NaN,6.211000000e+03,7017175.05,
NaN,6.262000000e+03,7017175.06,
NaN,6.228000000e+03,7017175.07,
NaN,6.267000000e+03,7017175.08,
NaN,6.376000000e+03,7017175.09,
NaN,6.465000000e+03,7017175.10,
23009023771,6.353000000e+03,7017175.11,
NaN,6.037000000e+03,7017176.00,12
NaN,5.843000000e+03,7017176.01,
NaN,5.884000000e+03,7017176.02,
NaN,6.223000000e+03,7017176.03,
NaN,6.608000000e+03,7017176.04,
NaN,6.506000000e+03,7017176.05,
NaN,6.121000000e+03,7017176.06,
NaN,6.010000000e+03,7017176.07,
NaN,6.372000000e+03,7017176.08,
NaN,6.664000000e+03,7017176.09,
NaN,6.525000000e+03,7017176.10,
23009027727,6.266000000e+03,7017176.11,
NaN,6.177000000e+03,7017177.00,12
NaN,6.175000000e+03,7017177.01,
NaN,6.182000000e+03,7017177.02,
NaN,6.015000000e+03,7017177.03,
NaN,5.849000000e+03,7017177.04,
NaN,5.789000000e+03,7017177.05,
NaN,5.855000000e+03,7017177.06,
NaN,5.995000000e+03,7017177.07,
NaN,5.961000000e+03,7017177.08,
NaN,5.668000000e+03,7017177.09,
NaN,5.459000000e+03,7017177.10,
23009031683,5.643000000e+03,7017177.11,
NaN,6.086000000e+03,7017178.00,12
NaN,6.306000000e+03,7017178.01,
NaN,6.154000000e+03,7017178.02,
NaN,5.817000000e+03,7017178.03,
NaN,5.681000000e+03,7017178.04,
NaN,5.794000000e+03,7017178.05,
NaN,5.908000000e+03,7017178.06,
NaN,6.011000000e+03,7017178.07,
NaN,6.053000000e+03,7017178.08,
NaN,6.083000000e+03,7017178.09,
NaN,6.093000000e+03,7017178.10,
23009035639,6.092000000e+03,7017178.11,
NaN,6.291000000e+03,7017179.00,12
NaN,6.375000000e+03,7017179.01,
NaN,6.268000000e+03,7017179.02,
NaN,6.267000000e+03,7017179.03,
NaN,6.448000000e+03,7017179.04,
NaN,6.413000000e+03,7017179.05,
NaN,6.385000000e+03,7017179.06,
NaN,6.520000000e+03,7017179.07,
