time,ppg.ir,sequence_counter,packet_size
NaN,2.470789000e+06,7038235.10,
23112122939,2.470820000e+06,7038235.11,
NaN,2.470749000e+06,7038236.00,12
NaN,2.470736000e+06,7038236.01,
NaN,2.470776000e+06,7038236.02,
NaN,2.470727000e+06,7038236.03,
NaN,2.470770000e+06,7038236.04,
NaN,2.470695000e+06,7038236.05,
NaN,2.470710000e+06,7038236.06,
NaN,2.470709000e+06,7038236.07,
NaN,2.470718000e+06,7038236.08,
NaN,2.470803000e+06,7038236.09,
NaN,2.470877000e+06,7038236.10,
23112127019,2.471006000e+06,7038236.11,
NaN,2.471027000e+06,7038237.00,12
NaN,2.471021000e+06,7038237.01,
NaN,2.471105000e+06,7038237.02,
NaN,2.471259000e+06,7038237.03,
NaN,2.471315000e+06,7038237.04,
NaN,2.471361000e+06,7038237.05,
NaN,2.471416000e+06,7038237.06,
NaN,2.471462000e+06,7038237.07,
NaN,2.471568000e+06,7038237.08,
NaN,2.471624000e+06,7038237.09,
NaN,2.471612000e+06,7038237.10,
23112131099,2.471637000e+06,7038237.11,
NaN,2.471648000e+06,7038238.00,12
NaN,2.471712000e+06,7038238.01,
NaN,2.471734000e+06,7038238.02,
NaN,2.471827000e+06,7038238.03,
NaN,2.471905000e+06,7038238.04,
NaN,2.471910000e+06,7038238.05,
NaN,2.471953000e+06,7038238.06,
NaN,2.471896000e+06,7038238.07,
NaN,2.472003000e+06,7038238.08,
NaN,2.472037000e+06,7038238.09,
NaN,2.472077000e+06,7038238.10,
23112135179,2.472139000e+06,7038238.11,
NaN,2.472149000e+06,7038239.00,12
NaN,2.472151000e+06,7038239.01,
NaN,2.472181000e+06,7038239.02,
NaN,2.472285000e+06,7038239.03,
NaN,2.472354000e+06,7038239.04,
NaN,2.472358000e+06,7038239.05,
NaN,2.472420000e+06,7038239.06,
NaN,2.472404000e+06,7038239.07,
NaN,2.472405000e+06,7038239.08,
NaN,2.472414000e+06,7038239.09,
NaN,2.472442000e+06,7038239.10,
23112139259,2.472641000e+06,7038239.11,
NaN,2.472674000e+06,7038240.00,12
NaN,2.472687000e+06,7038240.01,
NaN,2.472721000e+06,7038240.02,
NaN,2.472771000e+06,7038240.03,
NaN,2.472807000e+06,7038240.04,
NaN,2.472787000e+06,7038240.05,
NaN,2.472849000e+06,7038240.06,
NaN,2.472966000e+06,7038240.07,
NaN,2.473009000e+06,7038240.08,
NaN,2.473082000e+06,7038240.09,
NaN,2.473118000e+06,7038240.10,
23112143339,2.473066000e+06,7038240.11,
NaN,2.473161000e+06,7038241.00,12
NaN,2.473173000e+06,7038241.01,
NaN,2.473237000e+06,7038241.02,
NaN,2.473207000e+06,7038241.03,
NaN,2.473270000e+06,7038241.04,
NaN,2.473348000e+06,7038241.05,
NaN,2.473383000e+06,7038241.06,
NaN,2.473414000e+06,7038241.07,
NaN,2.473503000e+06,7038241.08,
NaN,2.473535000e+06,7038241.09,
NaN,2.473621000e+06,7038241.10,
23112147419,2.473644000e+06,7038241.11,
NaN,2.473746000e+06,7038242.00,12
NaN,2.473699000e+06,7038242.01,
NaN,2.473665000e+06,7038242.02,
NaN,2.473488000e+06,7038242.03,
NaN,2.473159000e+06,7038242.04,
NaN,2.472734000e+06,7038242.05,
NaN,2.472303000e+06,7038242.06,
NaN,2.471795000e+06,7038242.07,
NaN,2.471391000e+06,7038242.08,
NaN,2.470950000e+06,7038242.09,
NaN,2.470622000e+06,7038242.10,
23112151499,2.470378000e+06,7038242.11,
NaN,2.470199000e+06,7038243.00,12
NaN,2.470050000e+06,7038243.01,
NaN,2.469990000e+06,7038243.02,
NaN,2.469896000e+06,7038243.03,
NaN,2.469930000e+06,7038243.04,
NaN,2.469908000e+06,7038243.05,
NaN,2.469861000e+06,7038243.06,
NaN,2.469869000e+06,7038243.07,
NaN,2.469882000e+06,7038243.08,
NaN,2.469857000e+06,7038243.09,
NaN,2.469790000e+06,7038243.10,
23112155579,2.469741000e+06,7038243.11,
NaN,2.469696000e+06,7038244.00,12
NaN,2.469577000e+06,7038244.01,
NaN,2.469473000e+06,7038244.02,
NaN,2.469476000e+06,7038244.03,
NaN,2.469479000e+06,7038244.04,
NaN,2.469478000e+06,7038244.05,
NaN,2.469590000e+06,7038244.06,
NaN,2.469683000e+06,7038244.07,
NaN,2.469750000e+06,7038244.08,
NaN,2.469767000e+06,7038244.09,
NaN,2.469852000e+06,7038244.10,
23112159659,2.469963000e+06,7038244.11,
NaN,2.470014000e+06,7038245.00,12
NaN,2.470059000e+06,7038245.01,
NaN,2.470075000e+06,7038245.02,
NaN,2.470040000e+06,7038245.03,
NaN,2.470002000e+06,7038245.04,
NaN,2.469920000e+06,7038245.05,
NaN,2.470000000e+06,7038245.06,
NaN,2.469950000e+06,7038245.07,
NaN,2.469949000e+06,7038245.08,
NaN,2.470009000e+06,7038245.09,
NaN,2.470092000e+06,7038245.10,
23112163739,2.470090000e+06,7038245.11,
NaN,2.470106000e+06,7038246.00,12
NaN,2.470146000e+06,7038246.01,
NaN,2.470146000e+06,7038246.02,
NaN,2.470274000e+06,7038246.03,
NaN,2.470311000e+06,7038246.04,
NaN,2.470419000e+06,7038246.05,
NaN,2.470549000e+06,7038246.06,
NaN,2.470620000e+06,7038246.07,
NaN,2.470703000e+06,7038246.08,
NaN,2.470747000e+06,7038246.09,
NaN,2.470783000e+06,7038246.10,
23112167820,2.470821000e+06,7038246.11,
NaN,2.470895000e+06,7038247.00,12
NaN,2.470960000e+06,7038247.01,
NaN,2.470998000e+06,7038247.02,
NaN,2.471063000e+06,7038247.03,
NaN,2.471124000e+06,7038247.04,
NaN,2.471152000e+06,7038247.05,
NaN,2.471161000e+06,7038247.06,
NaN,2.471202000e+06,7038247.07,
NaN,2.471272000e+06,7038247.08,
NaN,2.471348000e+06,7038247.09,
NaN,2.471295000e+06,7038247.10,
23112171901,2.471367000e+06,7038247.11,
NaN,2.471446000e+06,7038248.00,12
NaN,2.471488000e+06,7038248.01,
NaN,2.471513000e+06,7038248.02,
NaN,2.471527000e+06,7038248.03,
NaN,2.471541000e+06,7038248.04,
NaN,2.471664000e+06,7038248.05,
NaN,2.471699000e+06,7038248.06,
NaN,2.471714000e+06,7038248.07,
NaN,2.471703000e+06,7038248.08,
NaN,2.471726000e+06,7038248.09,
NaN,2.471843000e+06,7038248.10,
23112175980,2.471899000e+06,7038248.11,
NaN,2.472025000e+06,7038249.00,12
NaN,2.472087000e+06,7038249.01,
NaN,2.472156000e+06,7038249.02,
NaN,2.472131000e+06,7038249.03,
NaN,2.472115000e+06,7038249.04,
NaN,2.472241000e+06,7038249.05,
NaN,2.472305000e+06,7038249.06,
NaN,2.472355000e+06,7038249.07,
NaN,2.472468000e+06,7038249.08,
NaN,2.472534000e+06,7038249.09,
NaN,2.472518000e+06,7038249.10,
23112180061,2.472506000e+06,7038249.11,
NaN,2.472505000e+06,7038250.00,12
NaN,2.472611000e+06,7038250.01,
NaN,2.472697000e+06,7038250.02,
NaN,2.472790000e+06,7038250.03,
NaN,2.472827000e+06,7038250.04,
NaN,2.472872000e+06,7038250.05,
NaN,2.472885000e+06,7038250.06,
NaN,2.472899000e+06,7038250.07,
NaN,2.472936000e+06,7038250.08,
NaN,2.473029000e+06,7038250.09,
NaN,2.473046000e+06,7038250.10,
23112184140,2.473122000e+06,7038250.11,
NaN,2.473176000e+06,7038251.00,12
NaN,2.473223000e+06,7038251.01,
NaN,2.473324000e+06,7038251.02,
NaN,2.473385000e+06,7038251.03,
NaN,2.473391000e+06,7038251.04,
NaN,2.473436000e+06,7038251.05,
NaN,2.473434000e+06,7038251.06,
NaN,2.473545000e+06,7038251.07,
NaN,2.473617000e+06,7038251.08,
NaN,2.473594000e+06,7038251.09,
NaN,2.473688000e+06,7038251.10,
23112188221,2.473730000e+06,7038251.11,
NaN,2.473711000e+06,7038252.00,12
NaN,2.473584000e+06,7038252.01,
NaN,2.473265000e+06,7038252.02,
NaN,2.472877000e+06,7038252.03,
NaN,2.472433000e+06,7038252.04,
NaN,2.471972000e+06,7038252.05,
NaN,2.471474000e+06,7038252.06,
NaN,2.470993000e+06,7038252.07,
NaN,2.470754000e+06,7038252.08,
NaN,2.470468000e+06,7038252.09,
NaN,2.470218000e+06,7038252.10,
23112192301,2.470088000e+06,7038252.11,
NaN,2.469979000e+06,7038253.00,12
NaN,2.469936000e+06,7038253.01,
NaN,2.469970000e+06,7038253.02,
NaN,2.469984000e+06,7038253.03,
NaN,2.469967000e+06,7038253.04,
NaN,2.469890000e+06,7038253.05,
NaN,2.469821000e+06,7038253.06,
NaN,2.469768000e+06,7038253.07,
NaN,2.469710000e+06,7038253.08,
NaN,2.469657000e+06,7038253.09,
NaN,2.469651000e+06,7038253.10,
23112196381,2.469581000e+06,7038253.11,
NaN,2.469545000e+06,7038254.00,12
NaN,2.469488000e+06,7038254.01,
NaN,2.469427000e+06,7038254.02,
NaN,2.469408000e+06,7038254.03,
NaN,2.469467000e+06,7038254.04,
NaN,2.469532000e+06,7038254.05,
NaN,2.469634000e+06,7038254.06,
NaN,2.469700000e+06,7038254.07,
NaN,2.469874000e+06,7038254.08,
NaN,2.469942000e+06,7038254.09,
NaN,2.469963000e+06,7038254.10,
23112200461,2.469993000e+06,7038254.11,
NaN,2.469957000e+06,7038255.00,12
NaN,2.469921000e+06,7038255.01,
NaN,2.469835000e+06,7038255.02,
NaN,2.469888000e+06,7038255.03,
NaN,2.469888000e+06,7038255.04,
NaN,2.469944000e+06,7038255.05,
NaN,2.469931000e+06,7038255.06,
NaN,2.469987000e+06,7038255.07,
NaN,2.470043000e+06,7038255.08,
NaN,2.470095000e+06,7038255.09,
NaN,2.470193000e+06,7038255.10,
23112204541,2.470228000e+06,7038255.11,
NaN,2.470300000e+06,7038256.00,12
NaN,2.470342000e+06,7038256.01,
NaN,2.470358000e+06,7038256.02,
NaN,2.470403000e+06,7038256.03,
NaN,2.470531000e+06,7038256.04,
NaN,2.470605000e+06,7038256.05,
NaN,2.470609000e+06,7038256.06,
NaN,2.470726000e+06,7038256.07,
NaN,2.470711000e+06,7038256.08,
NaN,2.470707000e+06,7038256.09,
NaN,2.470820000e+06,7038256.10,
23112208620,2.470909000e+06,7038256.11,
NaN,2.471037000e+06,7038257.00,12
NaN,2.470965000e+06,7038257.01,
NaN,2.471014000e+06,7038257.02,
NaN,2.471052000e+06,7038257.03,
NaN,2.471193000e+06,7038257.04,
NaN,2.471256000e+06,7038257.05,
NaN,2.471260000e+06,7038257.06,
NaN,2.471245000e+06,7038257.07,
NaN,2.471340000e+06,7038257.08,
NaN,2.471383000e+06,7038257.09,
NaN,2.471448000e+06,7038257.10,
23112212701,2.471447000e+06,7038257.11,
NaN,2.471490000e+06,7038258.00,12
NaN,2.471466000e+06,7038258.01,
NaN,2.471500000e+06,7038258.02,
NaN,2.471591000e+06,7038258.03,
NaN,2.471715000e+06,7038258.04,
NaN,2.471801000e+06,7038258.05,
NaN,2.471788000e+06,7038258.06,
NaN,2.471796000e+06,7038258.07,
NaN,2.471820000e+06,7038258.08,
NaN,2.471818000e+06,7038258.09,
NaN,2.471957000e+06,7038258.10,
23112216781,2.472079000e+06,7038258.11,
NaN,2.472104000e+06,7038259.00,12
NaN,2.472200000e+06,7038259.01,
NaN,2.472144000e+06,7038259.02,
NaN,2.472195000e+06,7038259.03,
NaN,2.472274000e+06,7038259.04,
NaN,2.472337000e+06,7038259.05,
NaN,2.472432000e+06,7038259.06,
NaN,2.472479000e+06,7038259.07,
NaN,2.472536000e+06,7038259.08,
NaN,2.472590000e+06,7038259.09,
NaN,2.472594000e+06,7038259.10,
23112220862,2.472635000e+06,7038259.11,
NaN,2.472626000e+06,7038260.00,12
NaN,2.472701000e+06,7038260.01,
NaN,2.472759000e+06,7038260.02,
NaN,2.472801000e+06,7038260.03,
NaN,2.472810000e+06,7038260.04,
NaN,2.472854000e+06,7038260.05,
NaN,2.472885000e+06,7038260.06,
NaN,2.472937000e+06,7038260.07,
NaN,2.472984000e+06,7038260.08,
NaN,2.473076000e+06,7038260.09,
NaN,2.473130000e+06,7038260.10,
23112224942,2.473167000e+06,7038260.11,
NaN,2.473201000e+06,7038261.00,12
NaN,2.473238000e+06,7038261.01,
NaN,2.473310000e+06,7038261.02,
NaN,2.473356000e+06,7038261.03,
NaN,2.473442000e+06,7038261.04,
NaN,2.473464000e+06,7038261.05,
NaN,2.473451000e+06,7038261.06,
NaN,2.473537000e+06,7038261.07,
NaN,2.473601000e+06,7038261.08,
NaN,2.473598000e+06,7038261.09,
NaN,2.473487000e+06,7038261.10,
23112229022,2.473184000e+06,7038261.11,
NaN,2.472849000e+06,7038262.00,12
NaN,2.472369000e+06,7038262.01,
NaN,2.471933000e+06,7038262.02,
NaN,2.471445000e+06,7038262.03,
NaN,2.471129000e+06,7038262.04,
NaN,2.470817000e+06,7038262.05,
NaN,2.470503000e+06,7038262.06,
NaN,2.470316000e+06,7038262.07,
NaN,2.470208000e+06,7038262.08,
NaN,2.470214000e+06,7038262.09,
NaN,2.470304000e+06,7038262.10,
23112233102,2.470239000e+06,7038262.11,
NaN,2.470272000e+06,7038263.00,12
NaN,2.470348000e+06,7038263.01,
NaN,2.470372000e+06,7038263.02,
NaN,2.470308000e+06,7038263.03,
NaN,2.470336000e+06,7038263.04,
NaN,2.470328000e+06,7038263.05,
NaN,2.470328000e+06,7038263.06,
NaN,2.470315000e+06,7038263.07,
NaN,2.470335000e+06,7038263.08,
NaN,2.470358000e+06,7038263.09,
NaN,2.470342000e+06,7038263.10,
23112237182,2.470381000e+06,7038263.11,
NaN,2.470409000e+06,7038264.00,12
NaN,2.470501000e+06,7038264.01,
NaN,2.470648000e+06,7038264.02,
NaN,2.470723000e+06,7038264.03,
NaN,2.470719000e+06,7038264.04,
NaN,2.470803000e+06,7038264.05,
NaN,2.470882000e+06,7038264.06,
NaN,2.470913000e+06,7038264.07,
NaN,2.470889000e+06,7038264.08,
NaN,2.470822000e+06,7038264.09,
NaN,2.470845000e+06,7038264.10,
23112241262,2.470837000e+06,7038264.11,
NaN,2.470870000e+06,7038265.00,12
NaN,2.470898000e+06,7038265.01,
NaN,2.470953000e+06,7038265.02,
NaN,2.470987000e+06,7038265.03,
NaN,2.471000000e+06,7038265.04,
NaN,2.471016000e+06,7038265.05,
NaN,2.471088000e+06,7038265.06,
NaN,2.471102000e+06,7038265.07,
NaN,2.471160000e+06,7038265.08,
NaN,2.471183000e+06,7038265.09,
NaN,2.471260000e+06,7038265.10,
23112245342,2.471371000e+06,7038265.11,
NaN,2.471373000e+06,7038266.00,12
NaN,2.471516000e+06,7038266.01,
NaN,2.471595000e+06,7038266.02,
NaN,2.471632000e+06,7038266.03,
NaN,2.471750000e+06,7038266.04,
NaN,2.471820000e+06,7038266.05,
NaN,2.471860000e+06,7038266.06,
NaN,2.471926000e+06,7038266.07,
NaN,2.472017000e+06,7038266.08,
NaN,2.472019000e+06,7038266.09,
NaN,2.472095000e+06,7038266.10,
23112249422,2.472144000e+06,7038266.11,
NaN,2.472201000e+06,7038267.00,12
NaN,2.472191000e+06,7038267.01,
NaN,2.472253000e+06,7038267.02,
NaN,2.472322000e+06,7038267.03,
NaN,2.472316000e+06,7038267.04,
NaN,2.472386000e+06,7038267.05,
NaN,2.472430000e+06,7038267.06,
NaN,2.472456000e+06,7038267.07,
NaN,2.472480000e+06,7038267.08,
NaN,2.472548000e+06,7038267.09,
NaN,2.472552000e+06,7038267.10,
23112253502,2.472623000e+06,7038267.11,
NaN,2.472731000e+06,7038268.00,12
NaN,2.472793000e+06,7038268.01,
NaN,2.472796000e+06,7038268.02,
NaN,2.472826000e+06,7038268.03,
NaN,2.472837000e+06,7038268.04,
NaN,2.472886000e+06,7038268.05,
NaN,2.472964000e+06,7038268.06,
NaN,2.473041000e+06,7038268.07,
NaN,2.473130000e+06,7038268.08,
NaN,2.473231000e+06,7038268.09,
NaN,2.473289000e+06,7038268.10,
23112257582,2.473329000e+06,7038268.11,
NaN,2.473306000e+06,7038269.00,12
NaN,2.473338000e+06,7038269.01,
NaN,2.473395000e+06,7038269.02,
NaN,2.473468000e+06,7038269.03,
NaN,2.473503000e+06,7038269.04,
NaN,2.473529000e+06,7038269.05,
NaN,2.473592000e+06,7038269.06,
NaN,2.473699000e+06,7038269.07,
NaN,2.473744000e+06,7038269.08,
NaN,2.473749000e+06,7038269.09,
NaN,2.473866000e+06,7038269.10,
23112261662,2.474021000e+06,7038269.11,
NaN,2.474123000e+06,7038270.00,12
NaN,2.474139000e+06,7038270.01,
NaN,2.474205000e+06,7038270.02,
NaN,2.474251000e+06,7038270.03,
NaN,2.474331000e+06,7038270.04,
NaN,2.474365000e+06,7038270.05,
NaN,2.474354000e+06,7038270.06,
NaN,2.474262000e+06,7038270.07,
NaN,2.474151000e+06,7038270.08,
NaN,2.473850000e+06,7038270.09,
NaN,2.473516000e+06,7038270.10,
23112265743,2.473110000e+06,7038270.11,
NaN,2.472736000e+06,7038271.00,12
NaN,2.472308000e+06,7038271.01,
NaN,2.472086000e+06,7038271.02,
NaN,2.471722000e+06,7038271.03,
NaN,2.471638000e+06,7038271.04,
NaN,2.471616000e+06,7038271.05,
NaN,2.471565000e+06,7038271.06,
NaN,2.471601000e+06,7038271.07,
NaN,2.471644000e+06,7038271.08,
NaN,2.471625000e+06,7038271.09,
NaN,2.471712000e+06,7038271.10,
23112269822,2.471725000e+06,7038271.11,
NaN,2.471827000e+06,7038272.00,12
NaN,2.471921000e+06,7038272.01,
NaN,2.471969000e+06,7038272.02,
NaN,2.472036000e+06,7038272.03,
NaN,2.472044000e+06,7038272.04,
NaN,2.472119000e+06,7038272.05,
NaN,2.472137000e+06,7038272.06,
NaN,2.472249000e+06,7038272.07,
NaN,2.472270000e+06,7038272.08,
NaN,2.472337000e+06,7038272.09,
NaN,2.472356000e+06,7038272.10,
23112273902,2.472423000e+06,7038272.11,
NaN,2.472489000e+06,7038273.00,12
NaN,2.472457000e+06,7038273.01,
NaN,2.472484000e+06,7038273.02,
NaN,2.472482000e+06,7038273.03,
NaN,2.472422000e+06,7038273.04,
NaN,2.472442000e+06,7038273.05,
NaN,2.472436000e+06,7038273.06,
NaN,2.472454000e+06,7038273.07,
NaN,2.472427000e+06,7038273.08,
NaN,2.472341000e+06,7038273.09,
NaN,2.472371000e+06,7038273.10,
23112277982,2.472392000e+06,7038273.11,
NaN,2.472458000e+06,7038274.00,12
NaN,2.472550000e+06,7038274.01,
NaN,2.472545000e+06,7038274.02,
NaN,2.472603000e+06,7038274.03,
NaN,2.472689000e+06,7038274.04,
NaN,2.472737000e+06,7038274.05,
NaN,2.472823000e+06,7038274.06,
NaN,2.472906000e+06,7038274.07,
NaN,2.473079000e+06,7038274.08,
NaN,2.473091000e+06,7038274.09,
NaN,2.473213000e+06,7038274.10,
23112282062,2.473285000e+06,7038274.11,
NaN,2.473277000e+06,7038275.00,12
NaN,2.473282000e+06,7038275.01,
NaN,2.473359000e+06,7038275.02,
NaN,2.473422000e+06,7038275.03,
NaN,2.473460000e+06,7038275.04,
NaN,2.473602000e+06,7038275.05,
NaN,2.473653000e+06,7038275.06,
NaN,2.473639000e+06,7038275.07,
NaN,2.473716000e+06,7038275.08,
NaN,2.473709000e+06,7038275.09,
NaN,2.473679000e+06,7038275.10,
23112286142,2.473766000e+06,7038275.11,
NaN,2.473842000e+06,7038276.00,12
NaN,2.473894000e+06,7038276.01,
NaN,2.473928000e+06,7038276.02,
NaN,2.473977000e+06,7038276.03,
NaN,2.473977000e+06,7038276.04,
NaN,2.474031000e+06,7038276.05,
NaN,2.474006000e+06,7038276.06,
NaN,2.474074000e+06,7038276.07,
NaN,2.474078000e+06,7038276.08,
NaN,2.474124000e+06,7038276.09,
NaN,2.474100000e+06,7038276.10,
23112290222,2.474210000e+06,7038276.11,
NaN,2.474295000e+06,7038277.00,12
NaN,2.474287000e+06,7038277.01,
NaN,2.474352000e+06,7038277.02,
NaN,2.474392000e+06,7038277.03,
NaN,2.474501000e+06,7038277.04,
NaN,2.474522000e+06,7038277.05,
NaN,2.474602000e+06,7038277.06,
NaN,2.474665000e+06,7038277.07,
NaN,2.474729000e+06,7038277.08,
NaN,2.474784000e+06,7038277.09,
NaN,2.474767000e+06,7038277.10,
23112294302,2.474740000e+06,7038277.11,
NaN,2.474624000e+06,7038278.00,12
NaN,2.474344000e+06,7038278.01,
NaN,2.473965000e+06,7038278.02,
NaN,2.473558000e+06,7038278.03,
NaN,2.473195000e+06,7038278.04,
NaN,2.472725000e+06,7038278.05,
NaN,2.472356000e+06,7038278.06,
NaN,2.472059000e+06,7038278.07,
NaN,2.471904000e+06,7038278.08,
NaN,2.471786000e+06,7038278.09,
NaN,2.471796000e+06,7038278.10,
23112298383,2.471790000e+06,7038278.11,
NaN,2.471858000e+06,7038279.00,12
NaN,2.471865000e+06,7038279.01,
NaN,2.471905000e+06,7038279.02,
NaN,2.471928000e+06,7038279.03,
NaN,2.471989000e+06,7038279.04,
NaN,2.471983000e+06,7038279.05,
NaN,2.472026000e+06,7038279.06,
NaN,2.472030000e+06,7038279.07,
NaN,2.472040000e+06,7038279.08,
NaN,2.472111000e+06,7038279.09,
NaN,2.472097000e+06,7038279.10,
23112302462,2.472127000e+06,7038279.11,
NaN,2.472124000e+06,7038280.00,12
NaN,2.472245000e+06,7038280.01,
NaN,2.472283000e+06,7038280.02,
NaN,2.472434000e+06,7038280.03,
NaN,2.472496000e+06,7038280.04,
NaN,2.472495000e+06,7038280.05,
NaN,2.472543000e+06,7038280.06,
NaN,2.472581000e+06,7038280.07,
NaN,2.472586000e+06,7038280.08,
NaN,2.472567000e+06,7038280.09,
NaN,2.472533000e+06,7038280.10,
23112306542,2.472574000e+06,7038280.11,
NaN,2.472540000e+06,7038281.00,12
NaN,2.472552000e+06,7038281.01,
NaN,2.472588000e+06,7038281.02,
NaN,2.472615000e+06,7038281.03,
NaN,2.472658000e+06,7038281.04,
NaN,2.472738000e+06,7038281.05,
NaN,2.472715000e+06,7038281.06,
NaN,2.472772000e+06,7038281.07,
NaN,2.472863000e+06,7038281.08,
NaN,2.472906000e+06,7038281.09,
NaN,2.472955000e+06,7038281.10,
23112310622,2.473042000e+06,7038281.11,
NaN,2.473132000e+06,7038282.00,12
NaN,2.473167000e+06,7038282.01,
NaN,2.473199000e+06,7038282.02,
NaN,2.473212000e+06,7038282.03,
NaN,2.473223000e+06,7038282.04,
NaN,2.473290000e+06,7038282.05,
NaN,2.473447000e+06,7038282.06,
NaN,2.473422000e+06,7038282.07,
NaN,2.473534000e+06,7038282.08,
NaN,2.473566000e+06,7038282.09,
NaN,2.473580000e+06,7038282.10,
23112314703,2.473666000e+06,7038282.11,
NaN,2.473676000e+06,7038283.00,12
NaN,2.473732000e+06,7038283.01,
NaN,2.473752000e+06,7038283.02,
NaN,2.473807000e+06,7038283.03,
NaN,2.473861000e+06,7038283.04,
NaN,2.473881000e+06,7038283.05,
NaN,2.473891000e+06,7038283.06,
NaN,2.473970000e+06,7038283.07,
NaN,2.474010000e+06,7038283.08,
NaN,2.474077000e+06,7038283.09,
NaN,2.474113000e+06,7038283.10,
23112318782,2.474191000e+06,7038283.11,
NaN,2.474267000e+06,7038284.00,12
NaN,2.474359000e+06,7038284.01,
NaN,2.474422000e+06,7038284.02,
NaN,2.474421000e+06,7038284.03,
NaN,2.474489000e+06,7038284.04,
NaN,2.474530000e+06,7038284.05,
NaN,2.474523000e+06,7038284.06,
NaN,2.474580000e+06,7038284.07,
NaN,2.474592000e+06,7038284.08,
NaN,2.474644000e+06,7038284.09,
NaN,2.474770000e+06,7038284.10,
23112322863,2.474864000e+06,7038284.11,
NaN,2.474794000e+06,7038285.00,12
NaN,2.474850000e+06,7038285.01,
NaN,2.474865000e+06,7038285.02,
NaN,2.474998000e+06,7038285.03,
NaN,2.475101000e+06,7038285.04,
NaN,2.475145000e+06,7038285.05,
NaN,2.475131000e+06,7038285.06,
NaN,2.475202000e+06,7038285.07,
NaN,2.475282000e+06,7038285.08,
NaN,2.475305000e+06,7038285.09,
NaN,2.475390000e+06,7038285.10,
23112326942,2.475401000e+06,7038285.11,
NaN,2.475445000e+06,7038286.00,12
NaN,2.475419000e+06,7038286.01,
NaN,2.475241000e+06,7038286.02,
NaN,2.474934000e+06,7038286.03,
NaN,2.474414000e+06,7038286.04,
NaN,2.473977000e+06,7038286.05,
NaN,2.473422000e+06,7038286.06,
NaN,2.472892000e+06,7038286.07,
NaN,2.472534000e+06,7038286.08,
NaN,2.472233000e+06,7038286.09,
NaN,2.471887000e+06,7038286.10,
23112331022,2.471747000e+06,7038286.11,
NaN,2.471687000e+06,7038287.00,12
NaN,2.471597000e+06,7038287.01,
NaN,2.471545000e+06,7038287.02,
NaN,2.471532000e+06,7038287.03,
NaN,2.471625000e+06,7038287.04,
NaN,2.471600000e+06,7038287.05,
NaN,2.471580000e+06,7038287.06,
NaN,2.471503000e+06,7038287.07,
NaN,2.471486000e+06,7038287.08,
NaN,2.471419000e+06,7038287.09,
NaN,2.471363000e+06,7038287.10,
23112335102,2.471337000e+06,7038287.11,
NaN,2.471316000e+06,7038288.00,12
NaN,2.471305000e+06,7038288.01,
NaN,2.471277000e+06,7038288.02,
NaN,2.471358000e+06,7038288.03,
NaN,2.471329000e+06,7038288.04,
NaN,2.471372000e+06,7038288.05,
NaN,2.471461000e+06,7038288.06,
NaN,2.471574000e+06,7038288.07,
NaN,2.471661000e+06,7038288.08,
NaN,2.471773000e+06,7038288.09,
NaN,2.471874000e+06,7038288.10,
23112339181,2.471899000e+06,7038288.11,
NaN,2.471958000e+06,7038289.00,12
NaN,2.471990000e+06,7038289.01,
NaN,2.472023000e+06,7038289.02,
NaN,2.471976000e+06,7038289.03,
NaN,2.471980000e+06,7038289.04,
NaN,2.471990000e+06,7038289.05,
NaN,2.472056000e+06,7038289.06,
NaN,2.472081000e+06,7038289.07,
NaN,2.472087000e+06,7038289.08,
NaN,2.472127000e+06,7038289.09,
NaN,2.472195000e+06,7038289.10,
23112343261,2.472191000e+06,7038289.11,
NaN,2.472274000e+06,7038290.00,12
NaN,2.472343000e+06,7038290.01,
NaN,2.472418000e+06,7038290.02,
NaN,2.472451000e+06,7038290.03,
NaN,2.472523000e+06,7038290.04,
NaN,2.472498000e+06,7038290.05,
NaN,2.472521000e+06,7038290.06,
NaN,2.472670000e+06,7038290.07,
NaN,2.472742000e+06,7038290.08,
NaN,2.472815000e+06,7038290.09,
NaN,2.472921000e+06,7038290.10,
23112347341,2.472933000e+06,7038290.11,
NaN,2.473017000e+06,7038291.00,12
NaN,2.473092000e+06,7038291.01,
NaN,2.473155000e+06,7038291.02,
NaN,2.473052000e+06,7038291.03,
NaN,2.473078000e+06,7038291.04,
NaN,2.473133000e+06,7038291.05,
NaN,2.473209000e+06,7038291.06,
NaN,2.473249000e+06,7038291.07,
NaN,2.473262000e+06,7038291.08,
NaN,2.473309000e+06,7038291.09,
NaN,2.473345000e+06,7038291.10,
23112351421,2.473409000e+06,7038291.11,
NaN,2.473429000e+06,7038292.00,12
NaN,2.473469000e+06,7038292.01,
NaN,2.473540000e+06,7038292.02,
NaN,2.473612000e+06,7038292.03,
NaN,2.473625000e+06,7038292.04,
NaN,2.473638000e+06,7038292.05,
NaN,2.473680000e+06,7038292.06,
NaN,2.473676000e+06,7038292.07,
NaN,2.473746000e+06,7038292.08,
NaN,2.473768000e+06,7038292.09,
NaN,2.473843000e+06,7038292.10,
23112355502,2.473944000e+06,7038292.11,
NaN,2.473998000e+06,7038293.00,12
NaN,2.474139000e+06,7038293.01,
NaN,2.474172000e+06,7038293.02,
NaN,2.474231000e+06,7038293.03,
NaN,2.474290000e+06,7038293.04,
NaN,2.474379000e+06,7038293.05,
NaN,2.474387000e+06,7038293.06,
