time,ppg.ir,sequence_counter,packet_size
NaN,2.478535000e+06,7038007.03,
NaN,2.478538000e+06,7038007.04,
NaN,2.478416000e+06,7038007.05,
NaN,2.478196000e+06,7038007.06,
NaN,2.477875000e+06,7038007.07,
NaN,2.477439000e+06,7038007.08,
NaN,2.476810000e+06,7038007.09,
NaN,2.476294000e+06,7038007.10,
23111192650,2.475823000e+06,7038007.11,
NaN,2.475357000e+06,7038008.00,12
NaN,2.474861000e+06,7038008.01,
NaN,2.474634000e+06,7038008.02,
NaN,2.474409000e+06,7038008.03,
NaN,2.474218000e+06,7038008.04,
NaN,2.474017000e+06,7038008.05,
NaN,2.474083000e+06,7038008.06,
NaN,2.473938000e+06,7038008.07,
NaN,2.473792000e+06,7038008.08,
NaN,2.473854000e+06,7038008.09,
NaN,2.473721000e+06,7038008.10,
23111196731,2.473592000e+06,7038008.11,
NaN,2.473604000e+06,7038009.00,12
NaN,2.473419000e+06,7038009.01,
NaN,2.473387000e+06,7038009.02,
NaN,2.473293000e+06,7038009.03,
NaN,2.473185000e+06,7038009.04,
NaN,2.473026000e+06,7038009.05,
NaN,2.472983000e+06,7038009.06,
NaN,2.473015000e+06,7038009.07,
NaN,2.473031000e+06,7038009.08,
NaN,2.472982000e+06,7038009.09,
NaN,2.473036000e+06,7038009.10,
23111200811,2.473149000e+06,7038009.11,
NaN,2.473192000e+06,7038010.00,12
NaN,2.473219000e+06,7038010.01,
NaN,2.473346000e+06,7038010.02,
NaN,2.473416000e+06,7038010.03,
NaN,2.473412000e+06,7038010.04,
NaN,2.473436000e+06,7038010.05,
NaN,2.473429000e+06,7038010.06,
NaN,2.473500000e+06,7038010.07,
NaN,2.473402000e+06,7038010.08,
NaN,2.473414000e+06,7038010.09,
NaN,2.473385000e+06,7038010.10,
23111204891,2.473289000e+06,7038010.11,
NaN,2.473333000e+06,7038011.00,12
NaN,2.473397000e+06,7038011.01,
NaN,2.473302000e+06,7038011.02,
NaN,2.473337000e+06,7038011.03,
NaN,2.473372000e+06,7038011.04,
NaN,2.473441000e+06,7038011.05,
NaN,2.473409000e+06,7038011.06,
NaN,2.473407000e+06,7038011.07,
NaN,2.473548000e+06,7038011.08,
NaN,2.473550000e+06,7038011.09,
NaN,2.473598000e+06,7038011.10,
23111208973,2.473675000e+06,7038011.11,
NaN,2.473845000e+06,7038012.00,12
NaN,2.473755000e+06,7038012.01,
NaN,2.473880000e+06,7038012.02,
NaN,2.473931000e+06,7038012.03,
NaN,2.473944000e+06,7038012.04,
NaN,2.473850000e+06,7038012.05,
NaN,2.474043000e+06,7038012.06,
NaN,2.474074000e+06,7038012.07,
NaN,2.474003000e+06,7038012.08,
NaN,2.474022000e+06,7038012.09,
NaN,2.474134000e+06,7038012.10,
23111213052,2.474178000e+06,7038012.11,
NaN,2.474154000e+06,7038013.00,12
NaN,2.474145000e+06,7038013.01,
NaN,2.474172000e+06,7038013.02,
NaN,2.474257000e+06,7038013.03,
NaN,2.474281000e+06,7038013.04,
NaN,2.474199000e+06,7038013.05,
NaN,2.474265000e+06,7038013.06,
NaN,2.474356000e+06,7038013.07,
NaN,2.474451000e+06,7038013.08,
NaN,2.474382000e+06,7038013.09,
NaN,2.474419000e+06,7038013.10,
23111217133,2.474446000e+06,7038013.11,
NaN,2.474550000e+06,7038014.00,12
NaN,2.474590000e+06,7038014.01,
NaN,2.474547000e+06,7038014.02,
NaN,2.474603000e+06,7038014.03,
NaN,2.474730000e+06,7038014.04,
NaN,2.474690000e+06,7038014.05,
NaN,2.474682000e+06,7038014.06,
NaN,2.474726000e+06,7038014.07,
NaN,2.474813000e+06,7038014.08,
NaN,2.474833000e+06,7038014.09,
NaN,2.474820000e+06,7038014.10,
23111221213,2.474845000e+06,7038014.11,
NaN,2.474908000e+06,7038015.00,12
NaN,2.474985000e+06,7038015.01,
NaN,2.474944000e+06,7038015.02,
NaN,2.475001000e+06,7038015.03,
NaN,2.475042000e+06,7038015.04,
NaN,2.475076000e+06,7038015.05,
NaN,2.475081000e+06,7038015.06,
NaN,2.475188000e+06,7038015.07,
NaN,2.475274000e+06,7038015.08,
NaN,2.475205000e+06,7038015.09,
NaN,2.475238000e+06,7038015.10,
23111225293,2.475296000e+06,7038015.11,
NaN,2.475405000e+06,7038016.00,12
NaN,2.475390000e+06,7038016.01,
NaN,2.475455000e+06,7038016.02,
NaN,2.475494000e+06,7038016.03,
NaN,2.475545000e+06,7038016.04,
NaN,2.475490000e+06,7038016.05,
NaN,2.475526000e+06,7038016.06,
NaN,2.475595000e+06,7038016.07,
NaN,2.475689000e+06,7038016.08,
NaN,2.475627000e+06,7038016.09,
NaN,2.475635000e+06,7038016.10,
23111229374,2.475762000e+06,7038016.11,
NaN,2.475803000e+06,7038017.00,12
NaN,2.475880000e+06,7038017.01,
NaN,2.475810000e+06,7038017.02,
NaN,2.475841000e+06,7038017.03,
NaN,2.475972000e+06,7038017.04,
NaN,2.475939000e+06,7038017.05,
NaN,2.475954000e+06,7038017.06,
NaN,2.476055000e+06,7038017.07,
NaN,2.476142000e+06,7038017.08,
NaN,2.476104000e+06,7038017.09,
NaN,2.476210000e+06,7038017.10,
23111233454,2.476282000e+06,7038017.11,
NaN,2.476353000e+06,7038018.00,12
NaN,2.476375000e+06,7038018.01,
NaN,2.476363000e+06,7038018.02,
NaN,2.476386000e+06,7038018.03,
NaN,2.476362000e+06,7038018.04,
NaN,2.476081000e+06,7038018.05,
NaN,2.475694000e+06,7038018.06,
NaN,2.475186000e+06,7038018.07,
NaN,2.474711000e+06,7038018.08,
NaN,2.474223000e+06,7038018.09,
NaN,2.473626000e+06,7038018.10,
23111237534,2.473234000e+06,7038018.11,
NaN,2.472890000e+06,7038019.00,12
NaN,2.472537000e+06,7038019.01,
NaN,2.472324000e+06,7038019.02,
NaN,2.472282000e+06,7038019.03,
NaN,2.472100000e+06,7038019.04,
NaN,2.471933000e+06,7038019.05,
NaN,2.471901000e+06,7038019.06,
NaN,2.471882000e+06,7038019.07,
NaN,2.471862000e+06,7038019.08,
NaN,2.471867000e+06,7038019.09,
NaN,2.471647000e+06,7038019.10,
23111241615,2.471600000e+06,7038019.11,
NaN,2.471647000e+06,7038020.00,12
NaN,2.471507000e+06,7038020.01,
NaN,2.471370000e+06,7038020.02,
NaN,2.471278000e+06,7038020.03,
NaN,2.471317000e+06,7038020.04,
NaN,2.471252000e+06,7038020.05,
NaN,2.471112000e+06,7038020.06,
NaN,2.471086000e+06,7038020.07,
NaN,2.471266000e+06,7038020.08,
NaN,2.471317000e+06,7038020.09,
NaN,2.471321000e+06,7038020.10,
23111245695,2.471382000e+06,7038020.11,
NaN,2.471560000e+06,7038021.00,12
NaN,2.471615000e+06,7038021.01,
NaN,2.471667000e+06,7038021.02,
NaN,2.471709000e+06,7038021.03,
NaN,2.471721000e+06,7038021.04,
NaN,2.471715000e+06,7038021.05,
NaN,2.471791000e+06,7038021.06,
NaN,2.471766000e+06,7038021.07,
NaN,2.471703000e+06,7038021.08,
NaN,2.471662000e+06,7038021.09,
NaN,2.471668000e+06,7038021.10,
23111249775,2.471754000e+06,7038021.11,
NaN,2.471790000e+06,7038022.00,12
NaN,2.471738000e+06,7038022.01,
NaN,2.471755000e+06,7038022.02,
NaN,2.471771000e+06,7038022.03,
NaN,2.471826000e+06,7038022.04,
NaN,2.471903000e+06,7038022.05,
NaN,2.471974000e+06,7038022.06,
NaN,2.472054000e+06,7038022.07,
NaN,2.472047000e+06,7038022.08,
NaN,2.472024000e+06,7038022.09,
NaN,2.472080000e+06,7038022.10,
23111253855,2.472218000e+06,7038022.11,
NaN,2.472333000e+06,7038023.00,12
NaN,2.472313000e+06,7038023.01,
NaN,2.472338000e+06,7038023.02,
NaN,2.472427000e+06,7038023.03,
NaN,2.472449000e+06,7038023.04,
NaN,2.472415000e+06,7038023.05,
NaN,2.472511000e+06,7038023.06,
NaN,2.472586000e+06,7038023.07,
NaN,2.472564000e+06,7038023.08,
NaN,2.472561000e+06,7038023.09,
NaN,2.472561000e+06,7038023.10,
23111257936,2.472642000e+06,7038023.11,
NaN,2.472663000e+06,7038024.00,12
NaN,2.472665000e+06,7038024.01,
NaN,2.472778000e+06,7038024.02,
NaN,2.472826000e+06,7038024.03,
NaN,2.472858000e+06,7038024.04,
NaN,2.472811000e+06,7038024.05,
NaN,2.472941000e+06,7038024.06,
NaN,2.472963000e+06,7038024.07,
NaN,2.473004000e+06,7038024.08,
NaN,2.473141000e+06,7038024.09,
NaN,2.473084000e+06,7038024.10,
23111262016,2.473155000e+06,7038024.11,
NaN,2.473240000e+06,7038025.00,12
NaN,2.473164000e+06,7038025.01,
NaN,2.473321000e+06,7038025.02,
NaN,2.473364000e+06,7038025.03,
NaN,2.473306000e+06,7038025.04,
NaN,2.473486000e+06,7038025.05,
NaN,2.473416000e+06,7038025.06,
NaN,2.473457000e+06,7038025.07,
NaN,2.473519000e+06,7038025.08,
NaN,2.473585000e+06,7038025.09,
NaN,2.473555000e+06,7038025.10,
23111266097,2.473614000e+06,7038025.11,
NaN,2.473709000e+06,7038026.00,12
NaN,2.473771000e+06,7038026.01,
NaN,2.473850000e+06,7038026.02,
NaN,2.473816000e+06,7038026.03,
NaN,2.473844000e+06,7038026.04,
NaN,2.473944000e+06,7038026.05,
NaN,2.473963000e+06,7038026.06,
NaN,2.473986000e+06,7038026.07,
NaN,2.473962000e+06,7038026.08,
NaN,2.474027000e+06,7038026.09,
NaN,2.474127000e+06,7038026.10,
23111270177,2.474120000e+06,7038026.11,
NaN,2.474158000e+06,7038027.00,12
NaN,2.474245000e+06,7038027.01,
NaN,2.474295000e+06,7038027.02,
NaN,2.474242000e+06,7038027.03,
NaN,2.474255000e+06,7038027.04,
NaN,2.474325000e+06,7038027.05,
NaN,2.474353000e+06,7038027.06,
NaN,2.474373000e+06,7038027.07,
NaN,2.474506000e+06,7038027.08,
NaN,2.474606000e+06,7038027.09,
NaN,2.474550000e+06,7038027.10,
23111274258,2.474603000e+06,7038027.11,
NaN,2.474720000e+06,7038028.00,12
NaN,2.474671000e+06,7038028.01,
NaN,2.474683000e+06,7038028.02,
NaN,2.474700000e+06,7038028.03,
NaN,2.474364000e+06,7038028.04,
NaN,2.474101000e+06,7038028.05,
NaN,2.473733000e+06,7038028.06,
NaN,2.473188000e+06,7038028.07,
NaN,2.472843000e+06,7038028.08,
NaN,2.472339000e+06,7038028.09,
NaN,2.471975000e+06,7038028.10,
23111278338,2.471692000e+06,7038028.11,
NaN,2.471421000e+06,7038029.00,12
NaN,2.471374000e+06,7038029.01,
NaN,2.471166000e+06,7038029.02,
NaN,2.471146000e+06,7038029.03,
NaN,2.471150000e+06,7038029.04,
NaN,2.471090000e+06,7038029.05,
NaN,2.471145000e+06,7038029.06,
NaN,2.471101000e+06,7038029.07,
NaN,2.471121000e+06,7038029.08,
NaN,2.471188000e+06,7038029.09,
NaN,2.471090000e+06,7038029.10,
23111282418,2.471090000e+06,7038029.11,
NaN,2.471156000e+06,7038030.00,12
NaN,2.471136000e+06,7038030.01,
NaN,2.471089000e+06,7038030.02,
NaN,2.471073000e+06,7038030.03,
NaN,2.471157000e+06,7038030.04,
NaN,2.471149000e+06,7038030.05,
NaN,2.471263000e+06,7038030.06,
NaN,2.471339000e+06,7038030.07,
NaN,2.471347000e+06,7038030.08,
NaN,2.471371000e+06,7038030.09,
NaN,2.471494000e+06,7038030.10,
23111286498,2.471534000e+06,7038030.11,
NaN,2.471459000e+06,7038031.00,12
NaN,2.471478000e+06,7038031.01,
NaN,2.471493000e+06,7038031.02,
NaN,2.471496000e+06,7038031.03,
NaN,2.471379000e+06,7038031.04,
NaN,2.471472000e+06,7038031.05,
NaN,2.471484000e+06,7038031.06,
NaN,2.471485000e+06,7038031.07,
NaN,2.471420000e+06,7038031.08,
NaN,2.471543000e+06,7038031.09,
NaN,2.471503000e+06,7038031.10,
23111290582,2.471504000e+06,7038031.11,
NaN,2.471542000e+06,7038032.00,12
NaN,2.471628000e+06,7038032.01,
NaN,2.471677000e+06,7038032.02,
NaN,2.471761000e+06,7038032.03,
NaN,2.471806000e+06,7038032.04,
NaN,2.471790000e+06,7038032.05,
NaN,2.471925000e+06,7038032.06,
NaN,2.472051000e+06,7038032.07,
NaN,2.472022000e+06,7038032.08,
NaN,2.472110000e+06,7038032.09,
NaN,2.472227000e+06,7038032.10,
23111294661,2.472119000e+06,7038032.11,
NaN,2.472267000e+06,7038033.00,12
NaN,2.472339000e+06,7038033.01,
NaN,2.472280000e+06,7038033.02,
NaN,2.472366000e+06,7038033.03,
NaN,2.472425000e+06,7038033.04,
NaN,2.472421000e+06,7038033.05,
NaN,2.472519000e+06,7038033.06,
NaN,2.472567000e+06,7038033.07,
NaN,2.472516000e+06,7038033.08,
NaN,2.472603000e+06,7038033.09,
NaN,2.472577000e+06,7038033.10,
23111298739,2.472625000e+06,7038033.11,
NaN,2.472746000e+06,7038034.00,12
NaN,2.472721000e+06,7038034.01,
NaN,2.472731000e+06,7038034.02,
NaN,2.472786000e+06,7038034.03,
NaN,2.472929000e+06,7038034.04,
NaN,2.472921000e+06,7038034.05,
NaN,2.472983000e+06,7038034.06,
NaN,2.472968000e+06,7038034.07,
NaN,2.473009000e+06,7038034.08,
NaN,2.473143000e+06,7038034.09,
NaN,2.473163000e+06,7038034.10,
23111302821,2.473099000e+06,7038034.11,
NaN,2.473197000e+06,7038035.00,12
NaN,2.473267000e+06,7038035.01,
NaN,2.473326000e+06,7038035.02,
NaN,2.473359000e+06,7038035.03,
NaN,2.473412000e+06,7038035.04,
NaN,2.473430000e+06,7038035.05,
NaN,2.473493000e+06,7038035.06,
NaN,2.473578000e+06,7038035.07,
NaN,2.473522000e+06,7038035.08,
NaN,2.473613000e+06,7038035.09,
NaN,2.473766000e+06,7038035.10,
23111306902,2.473669000e+06,7038035.11,
NaN,2.473770000e+06,7038036.00,12
NaN,2.473830000e+06,7038036.01,
NaN,2.473756000e+06,7038036.02,
NaN,2.473906000e+06,7038036.03,
NaN,2.473974000e+06,7038036.04,
NaN,2.473947000e+06,7038036.05,
NaN,2.473937000e+06,7038036.06,
NaN,2.474046000e+06,7038036.07,
NaN,2.474115000e+06,7038036.08,
NaN,2.474148000e+06,7038036.09,
NaN,2.474149000e+06,7038036.10,
23111310982,2.474156000e+06,7038036.11,
NaN,2.474230000e+06,7038037.00,12
NaN,2.474297000e+06,7038037.01,
NaN,2.474292000e+06,7038037.02,
NaN,2.474338000e+06,7038037.03,
NaN,2.474495000e+06,7038037.04,
NaN,2.474442000e+06,7038037.05,
NaN,2.474452000e+06,7038037.06,
NaN,2.474574000e+06,7038037.07,
NaN,2.474581000e+06,7038037.08,
NaN,2.474423000e+06,7038037.09,
NaN,2.474264000e+06,7038037.10,
23111315063,2.473885000e+06,7038037.11,
NaN,2.473396000e+06,7038038.00,12
NaN,2.472853000e+06,7038038.01,
NaN,2.472333000e+06,7038038.02,
NaN,2.471943000e+06,7038038.03,
NaN,2.471526000e+06,7038038.04,
NaN,2.471197000e+06,7038038.05,
NaN,2.470883000e+06,7038038.06,
NaN,2.470734000e+06,7038038.07,
NaN,2.470673000e+06,7038038.08,
NaN,2.470522000e+06,7038038.09,
NaN,2.470484000e+06,7038038.10,
23111319142,2.470424000e+06,7038038.11,
NaN,2.470472000e+06,7038039.00,12
NaN,2.470459000e+06,7038039.01,
NaN,2.470424000e+06,7038039.02,
NaN,2.470276000e+06,7038039.03,
NaN,2.470195000e+06,7038039.04,
NaN,2.470215000e+06,7038039.05,
NaN,2.470102000e+06,7038039.06,
NaN,2.469960000e+06,7038039.07,
NaN,2.469904000e+06,7038039.08,
NaN,2.469859000e+06,7038039.09,
NaN,2.469853000e+06,7038039.10,
23111323222,2.469789000e+06,7038039.11,
NaN,2.469861000e+06,7038040.00,12
NaN,2.469893000e+06,7038040.01,
NaN,2.470056000e+06,7038040.02,
NaN,2.470136000e+06,7038040.03,
NaN,2.470094000e+06,7038040.04,
NaN,2.470155000e+06,7038040.05,
NaN,2.470273000e+06,7038040.06,
NaN,2.470247000e+06,7038040.07,
NaN,2.470206000e+06,7038040.08,
NaN,2.470291000e+06,7038040.09,
NaN,2.470213000e+06,7038040.10,
23111327303,2.470095000e+06,7038040.11,
NaN,2.470184000e+06,7038041.00,12
NaN,2.470167000e+06,7038041.01,
NaN,2.470120000e+06,7038041.02,
NaN,2.470127000e+06,7038041.03,
NaN,2.470198000e+06,7038041.04,
NaN,2.470239000e+06,7038041.05,
NaN,2.470186000e+06,7038041.06,
NaN,2.470271000e+06,7038041.07,
NaN,2.470404000e+06,7038041.08,
NaN,2.470386000e+06,7038041.09,
NaN,2.470402000e+06,7038041.10,
23111331383,2.470657000e+06,7038041.11,
NaN,2.470630000e+06,7038042.00,12
NaN,2.470576000e+06,7038042.01,
NaN,2.470668000e+06,7038042.02,
NaN,2.470807000e+06,7038042.03,
NaN,2.470795000e+06,7038042.04,
NaN,2.470831000e+06,7038042.05,
NaN,2.470902000e+06,7038042.06,
NaN,2.470956000e+06,7038042.07,
NaN,2.470985000e+06,7038042.08,
NaN,2.471106000e+06,7038042.09,
NaN,2.471068000e+06,7038042.10,
23111335464,2.471155000e+06,7038042.11,
NaN,2.471212000e+06,7038043.00,12
NaN,2.471171000e+06,7038043.01,
NaN,2.471293000e+06,7038043.02,
NaN,2.471248000e+06,7038043.03,
NaN,2.471327000e+06,7038043.04,
NaN,2.471300000e+06,7038043.05,
NaN,2.471404000e+06,7038043.06,
NaN,2.471436000e+06,7038043.07,
NaN,2.471328000e+06,7038043.08,
NaN,2.471466000e+06,7038043.09,
NaN,2.471431000e+06,7038043.10,
23111339544,2.471494000e+06,7038043.11,
NaN,2.471607000e+06,7038044.00,12
NaN,2.471560000e+06,7038044.01,
NaN,2.471650000e+06,7038044.02,
NaN,2.471792000e+06,7038044.03,
NaN,2.471826000e+06,7038044.04,
NaN,2.471766000e+06,7038044.05,
NaN,2.471895000e+06,7038044.06,
NaN,2.471833000e+06,7038044.07,
NaN,2.471819000e+06,7038044.08,
NaN,2.471979000e+06,7038044.09,
NaN,2.472026000e+06,7038044.10,
23111343625,2.472048000e+06,7038044.11,
NaN,2.472116000e+06,7038045.00,12
NaN,2.472102000e+06,7038045.01,
NaN,2.472081000e+06,7038045.02,
NaN,2.472284000e+06,7038045.03,
NaN,2.472323000e+06,7038045.04,
NaN,2.472264000e+06,7038045.05,
NaN,2.472363000e+06,7038045.06,
NaN,2.472485000e+06,7038045.07,
NaN,2.472408000e+06,7038045.08,
NaN,2.472370000e+06,7038045.09,
NaN,2.472560000e+06,7038045.10,
23111347705,2.472537000e+06,7038045.11,
NaN,2.472529000e+06,7038046.00,12
NaN,2.472630000e+06,7038046.01,
NaN,2.472649000e+06,7038046.02,
NaN,2.472661000e+06,7038046.03,
NaN,2.472823000e+06,7038046.04,
NaN,2.472790000e+06,7038046.05,
NaN,2.472837000e+06,7038046.06,
NaN,2.472945000e+06,7038046.07,
NaN,2.472910000e+06,7038046.08,
NaN,2.473069000e+06,7038046.09,
NaN,2.473128000e+06,7038046.10,
23111351786,2.473138000e+06,7038046.11,
NaN,2.473144000e+06,7038047.00,12
NaN,2.473145000e+06,7038047.01,
NaN,2.473064000e+06,7038047.02,
NaN,2.472719000e+06,7038047.03,
NaN,2.472321000e+06,7038047.04,
NaN,2.471999000e+06,7038047.05,
NaN,2.471412000e+06,7038047.06,
NaN,2.470846000e+06,7038047.07,
NaN,2.470431000e+06,7038047.08,
NaN,2.470110000e+06,7038047.09,
NaN,2.469814000e+06,7038047.10,
23111355866,2.469541000e+06,7038047.11,
NaN,2.469358000e+06,7038048.00,12
NaN,2.469300000e+06,7038048.01,
NaN,2.469227000e+06,7038048.02,
NaN,2.469169000e+06,7038048.03,
NaN,2.469169000e+06,7038048.04,
NaN,2.469183000e+06,7038048.05,
NaN,2.469056000e+06,7038048.06,
NaN,2.469004000e+06,7038048.07,
NaN,2.468953000e+06,7038048.08,
NaN,2.468969000e+06,7038048.09,
NaN,2.468898000e+06,7038048.10,
23111359946,2.468815000e+06,7038048.11,
NaN,2.468741000e+06,7038049.00,12
NaN,2.468769000e+06,7038049.01,
NaN,2.468679000e+06,7038049.02,
NaN,2.468629000e+06,7038049.03,
NaN,2.468677000e+06,7038049.04,
NaN,2.468692000e+06,7038049.05,
NaN,2.468750000e+06,7038049.06,
NaN,2.468860000e+06,7038049.07,
NaN,2.468951000e+06,7038049.08,
NaN,2.469004000e+06,7038049.09,
NaN,2.468992000e+06,7038049.10,
23111364027,2.469115000e+06,7038049.11,
NaN,2.469240000e+06,7038050.00,12
NaN,2.469138000e+06,7038050.01,
NaN,2.469088000e+06,7038050.02,
NaN,2.469204000e+06,7038050.03,
NaN,2.469159000e+06,7038050.04,
NaN,2.469090000e+06,7038050.05,
NaN,2.469159000e+06,7038050.06,
NaN,2.469166000e+06,7038050.07,
NaN,2.469128000e+06,7038050.08,
NaN,2.469172000e+06,7038050.09,
NaN,2.469272000e+06,7038050.10,
23111368107,2.469284000e+06,7038050.11,
NaN,2.469240000e+06,7038051.00,12
NaN,2.469378000e+06,7038051.01,
NaN,2.469357000e+06,7038051.02,
NaN,2.469406000e+06,7038051.03,
NaN,2.469531000e+06,7038051.04,
NaN,2.469585000e+06,7038051.05,
NaN,2.469606000e+06,7038051.06,
NaN,2.469672000e+06,7038051.07,
NaN,2.469794000e+06,7038051.08,
NaN,2.469918000e+06,7038051.09,
NaN,2.469825000e+06,7038051.10,
23111372188,2.469913000e+06,7038051.11,
NaN,2.470091000e+06,7038052.00,12
NaN,2.470087000e+06,7038052.01,
NaN,2.470076000e+06,7038052.02,
NaN,2.470150000e+06,7038052.03,
NaN,2.470291000e+06,7038052.04,
NaN,2.470256000e+06,7038052.05,
NaN,2.470323000e+06,7038052.06,
NaN,2.470383000e+06,7038052.07,
NaN,2.470455000e+06,7038052.08,
NaN,2.470395000e+06,7038052.09,
NaN,2.470561000e+06,7038052.10,
23111376268,2.470532000e+06,7038052.11,
NaN,2.470585000e+06,7038053.00,12
NaN,2.470696000e+06,7038053.01,
NaN,2.470669000e+06,7038053.02,
NaN,2.470642000e+06,7038053.03,
NaN,2.470750000e+06,7038053.04,
NaN,2.470823000e+06,7038053.05,
NaN,2.470830000e+06,7038053.06,
NaN,2.470882000e+06,7038053.07,
NaN,2.470950000e+06,7038053.08,
NaN,2.470973000e+06,7038053.09,
NaN,2.471061000e+06,7038053.10,
23111380349,2.471084000e+06,7038053.11,
NaN,2.471089000e+06,7038054.00,12
NaN,2.471162000e+06,7038054.01,
NaN,2.471262000e+06,7038054.02,
NaN,2.471251000e+06,7038054.03,
NaN,2.471292000e+06,7038054.04,
NaN,2.471377000e+06,7038054.05,
NaN,2.471392000e+06,7038054.06,
NaN,2.471390000e+06,7038054.07,
NaN,2.471555000e+06,7038054.08,
NaN,2.471687000e+06,7038054.09,
NaN,2.471633000e+06,7038054.10,
23111384429,2.471756000e+06,7038054.11,
NaN,2.471773000e+06,7038055.00,12
NaN,2.471794000e+06,7038055.01,
NaN,2.471771000e+06,7038055.02,
NaN,2.471950000e+06,7038055.03,
NaN,2.472023000e+06,7038055.04,
NaN,2.472038000e+06,7038055.05,
NaN,2.471997000e+06,7038055.06,
NaN,2.472063000e+06,7038055.07,
NaN,2.472196000e+06,7038055.08,
NaN,2.472214000e+06,7038055.09,
NaN,2.472218000e+06,7038055.10,
23111388509,2.472314000e+06,7038055.11,
NaN,2.472334000e+06,7038056.00,12
NaN,2.472404000e+06,7038056.01,
NaN,2.472463000e+06,7038056.02,
NaN,2.472612000e+06,7038056.03,
NaN,2.472617000e+06,7038056.04,
NaN,2.472637000e+06,7038056.05,
NaN,2.472673000e+06,7038056.06,
NaN,2.472787000e+06,7038056.07,
NaN,2.472877000e+06,7038056.08,
NaN,2.472920000e+06,7038056.09,
NaN,2.472979000e+06,7038056.10,
23111392590,2.473066000e+06,7038056.11,
NaN,2.472936000e+06,7038057.00,12
NaN,2.472728000e+06,7038057.01,
NaN,2.472416000e+06,7038057.02,
NaN,2.471923000e+06,7038057.03,
NaN,2.471349000e+06,7038057.04,
NaN,2.470944000e+06,7038057.05,
NaN,2.470457000e+06,7038057.06,
NaN,2.470004000e+06,7038057.07,
