time,ecg2,sequence_counter,packet_size
NaN,-8.300000000e+01,7038083.15,
NaN,-7.100000000e+01,7038083.16,
NaN,-5.900000000e+01,7038083.17,
NaN,-8.400000000e+01,7038083.18,
NaN,-5.300000000e+01,7038083.19,
NaN,-4.300000000e+01,7038083.20,
NaN,-4.500000000e+01,7038083.21,
NaN,-2.800000000e+01,7038083.22,
NaN,-4.100000000e+01,7038083.23,
NaN,-3.200000000e+01,7038083.24,
NaN,-4.600000000e+01,7038083.25,
NaN,-3.700000000e+01,7038083.26,
NaN,2.000000000e+00,7038083.27,
NaN,-3.400000000e+01,7038083.28,
NaN,-1.200000000e+01,7038083.29,
23111830294,9.000000000e+01,7038083.30,
NaN,1.260000000e+02,7038084.00,31
NaN,1.520000000e+02,7038084.01,
NaN,2.380000000e+02,7038084.02,
NaN,3.500000000e+02,7038084.03,
NaN,3.030000000e+02,7038084.04,
NaN,1.230000000e+02,7038084.05,
NaN,8.000000000e+01,7038084.06,
NaN,8.200000000e+01,7038084.07,
NaN,4.400000000e+01,7038084.08,
NaN,-1.900000000e+01,7038084.09,
NaN,-9.000000000e+01,7038084.10,
NaN,-7.800000000e+01,7038084.11,
NaN,-1.130000000e+02,7038084.12,
NaN,-1.340000000e+02,7038084.13,
NaN,-7.200000000e+01,7038084.14,
NaN,-1.080000000e+02,7038084.15,
NaN,-1.790000000e+02,7038084.16,
NaN,-1.000000000e+01,7038084.17,
NaN,6.630000000e+02,7038084.18,
NaN,1.778000000e+03,7038084.19,
NaN,2.496000000e+03,7038084.20,
NaN,1.611000000e+03,7038084.21,
NaN,-2.560000000e+02,7038084.22,
NaN,-1.083000000e+03,7038084.23,
NaN,-6.900000000e+02,7038084.24,
NaN,-2.160000000e+02,7038084.25,
NaN,-4.800000000e+01,7038084.26,
NaN,-4.900000000e+01,7038084.27,
NaN,-6.400000000e+01,7038084.28,
NaN,-3.500000000e+01,7038084.29,
23111838230,-5.300000000e+01,7038084.30,
NaN,-3.600000000e+01,7038085.00,31
NaN,2.200000000e+01,7038085.01,
NaN,3.000000000e+00,7038085.02,
NaN,1.000000000e+01,7038085.03,
NaN,7.000000000e+00,7038085.04,
NaN,1.000000000e+00,7038085.05,
NaN,3.300000000e+01,7038085.06,
NaN,3.300000000e+01,7038085.07,
NaN,6.300000000e+01,7038085.08,
NaN,8.200000000e+01,7038085.09,
NaN,9.100000000e+01,7038085.10,
NaN,1.290000000e+02,7038085.11,
NaN,1.330000000e+02,7038085.12,
NaN,1.730000000e+02,7038085.13,
NaN,2.050000000e+02,7038085.14,
NaN,2.100000000e+02,7038085.15,
NaN,2.720000000e+02,7038085.16,
NaN,2.880000000e+02,7038085.17,
NaN,3.050000000e+02,7038085.18,
NaN,3.530000000e+02,7038085.19,
NaN,3.820000000e+02,7038085.20,
NaN,4.450000000e+02,7038085.21,
NaN,4.890000000e+02,7038085.22,
NaN,5.480000000e+02,7038085.23,
NaN,6.100000000e+02,7038085.24,
NaN,6.330000000e+02,7038085.25,
NaN,7.250000000e+02,7038085.26,
NaN,7.900000000e+02,7038085.27,
NaN,8.540000000e+02,7038085.28,
NaN,9.560000000e+02,7038085.29,
23111846166,9.730000000e+02,7038085.30,
NaN,9.970000000e+02,7038086.00,31
NaN,9.730000000e+02,7038086.01,
NaN,8.690000000e+02,7038086.02,
NaN,7.310000000e+02,7038086.03,
NaN,5.000000000e+02,7038086.04,
NaN,3.150000000e+02,7038086.05,
NaN,1.480000000e+02,7038086.06,
NaN,-3.200000000e+01,7038086.07,
NaN,-1.210000000e+02,7038086.08,
NaN,-2.150000000e+02,7038086.09,
NaN,-2.720000000e+02,7038086.10,
NaN,-2.940000000e+02,7038086.11,
NaN,-3.490000000e+02,7038086.12,
NaN,-3.300000000e+02,7038086.13,
NaN,-3.290000000e+02,7038086.14,
NaN,-3.470000000e+02,7038086.15,
NaN,-3.350000000e+02,7038086.16,
NaN,-3.540000000e+02,7038086.17,
NaN,-3.200000000e+02,7038086.18,
NaN,-3.010000000e+02,7038086.19,
NaN,-3.160000000e+02,7038086.20,
NaN,-2.950000000e+02,7038086.21,
NaN,-2.950000000e+02,7038086.22,
NaN,-2.460000000e+02,7038086.23,
NaN,-2.270000000e+02,7038086.24,
NaN,-2.520000000e+02,7038086.25,
NaN,-2.030000000e+02,7038086.26,
NaN,-2.020000000e+02,7038086.27,
NaN,-1.910000000e+02,7038086.28,
NaN,-1.730000000e+02,7038086.29,
23111854102,-2.060000000e+02,7038086.30,
NaN,-1.570000000e+02,7038087.00,31
NaN,-1.590000000e+02,7038087.01,
NaN,-1.800000000e+02,7038087.02,
NaN,-1.490000000e+02,7038087.03,
NaN,-1.830000000e+02,7038087.04,
NaN,-1.720000000e+02,7038087.05,
NaN,-1.790000000e+02,7038087.06,
NaN,-2.100000000e+02,7038087.07,
NaN,-1.810000000e+02,7038087.08,
NaN,-2.080000000e+02,7038087.09,
NaN,-2.150000000e+02,7038087.10,
NaN,-2.140000000e+02,7038087.11,
NaN,-2.290000000e+02,7038087.12,
NaN,-1.870000000e+02,7038087.13,
NaN,-1.980000000e+02,7038087.14,
NaN,-1.870000000e+02,7038087.15,
NaN,-1.640000000e+02,7038087.16,
NaN,-1.950000000e+02,7038087.17,
NaN,-1.710000000e+02,7038087.18,
NaN,-1.730000000e+02,7038087.19,
NaN,-1.750000000e+02,7038087.20,
NaN,-1.500000000e+02,7038087.21,
NaN,-1.730000000e+02,7038087.22,
NaN,-1.600000000e+02,7038087.23,
NaN,-1.500000000e+02,7038087.24,
NaN,-1.510000000e+02,7038087.25,
NaN,-1.480000000e+02,7038087.26,
NaN,-1.660000000e+02,7038087.27,
NaN,-1.350000000e+02,7038087.28,
NaN,-1.340000000e+02,7038087.29,
23111862038,-1.530000000e+02,7038087.30,
NaN,-1.290000000e+02,7038088.00,31
NaN,-1.460000000e+02,7038088.01,
NaN,-1.290000000e+02,7038088.02,
NaN,-1.320000000e+02,7038088.03,
NaN,-1.600000000e+02,7038088.04,
NaN,-1.080000000e+02,7038088.05,
NaN,-1.270000000e+02,7038088.06,
NaN,-1.550000000e+02,7038088.07,
NaN,-1.420000000e+02,7038088.08,
NaN,-1.530000000e+02,7038088.09,
NaN,-1.320000000e+02,7038088.10,
NaN,-1.540000000e+02,7038088.11,
NaN,-1.430000000e+02,7038088.12,
NaN,-1.010000000e+02,7038088.13,
NaN,-1.310000000e+02,7038088.14,
NaN,-1.090000000e+02,7038088.15,
NaN,-9.200000000e+01,7038088.16,
NaN,-9.800000000e+01,7038088.17,
NaN,-9.200000000e+01,7038088.18,
NaN,-1.220000000e+02,7038088.19,
NaN,-9.700000000e+01,7038088.20,
NaN,-8.700000000e+01,7038088.21,
NaN,-1.160000000e+02,7038088.22,
NaN,-8.000000000e+01,7038088.23,
NaN,-8.600000000e+01,7038088.24,
NaN,-9.700000000e+01,7038088.25,
NaN,-2.600000000e+01,7038088.26,
NaN,2.200000000e+01,7038088.27,
NaN,3.300000000e+01,7038088.28,
NaN,1.070000000e+02,7038088.29,
23111869973,2.380000000e+02,7038088.30,
NaN,2.160000000e+02,7038089.00,31
NaN,3.000000000e+01,7038089.01,
NaN,-3.500000000e+01,7038089.02,
NaN,-6.000000000e+00,7038089.03,
NaN,-2.900000000e+01,7038089.04,
NaN,-8.700000000e+01,7038089.05,
NaN,-1.490000000e+02,7038089.06,
NaN,-1.650000000e+02,7038089.07,
NaN,-1.820000000e+02,7038089.08,
NaN,-1.900000000e+02,7038089.09,
NaN,-1.620000000e+02,7038089.10,
NaN,-1.540000000e+02,7038089.11,
NaN,-1.990000000e+02,7038089.12,
NaN,-1.800000000e+02,7038089.13,
NaN,2.960000000e+02,7038089.14,
NaN,1.309000000e+03,7038089.15,
NaN,2.277000000e+03,7038089.16,
NaN,1.974000000e+03,7038089.17,
NaN,2.250000000e+02,7038089.18,
NaN,-1.006000000e+03,7038089.19,
NaN,-8.500000000e+02,7038089.20,
NaN,-3.520000000e+02,7038089.21,
NaN,-9.500000000e+01,7038089.22,
NaN,-5.900000000e+01,7038089.23,
NaN,-9.500000000e+01,7038089.24,
NaN,-7.900000000e+01,7038089.25,
NaN,-7.700000000e+01,7038089.26,
NaN,-5.900000000e+01,7038089.27,
NaN,-3.800000000e+01,7038089.28,
NaN,-5.800000000e+01,7038089.29,
23111877909,-7.000000000e+00,7038089.30,
NaN,1.200000000e+01,7038090.00,31
NaN,-7.000000000e+00,7038090.01,
NaN,2.500000000e+01,7038090.02,
NaN,1.700000000e+01,7038090.03,
NaN,5.600000000e+01,7038090.04,
NaN,9.600000000e+01,7038090.05,
NaN,8.600000000e+01,7038090.06,
NaN,1.320000000e+02,7038090.07,
NaN,1.460000000e+02,7038090.08,
NaN,1.690000000e+02,7038090.09,
NaN,2.000000000e+02,7038090.10,
NaN,2.010000000e+02,7038090.11,
NaN,2.600000000e+02,7038090.12,
NaN,2.720000000e+02,7038090.13,
NaN,3.070000000e+02,7038090.14,
NaN,3.660000000e+02,7038090.15,
NaN,3.650000000e+02,7038090.16,
NaN,4.350000000e+02,7038090.17,
NaN,4.680000000e+02,7038090.18,
NaN,5.010000000e+02,7038090.19,
NaN,6.030000000e+02,7038090.20,
NaN,6.440000000e+02,7038090.21,
NaN,7.250000000e+02,7038090.22,
NaN,8.020000000e+02,7038090.23,
NaN,8.450000000e+02,7038090.24,
NaN,9.420000000e+02,7038090.25,
NaN,9.830000000e+02,7038090.26,
NaN,1.012000000e+03,7038090.27,
NaN,1.011000000e+03,7038090.28,
NaN,9.120000000e+02,7038090.29,
23111885845,8.050000000e+02,7038090.30,
NaN,6.070000000e+02,7038091.00,31
NaN,3.790000000e+02,7038091.01,
NaN,2.140000000e+02,7038091.02,
NaN,5.000000000e+01,7038091.03,
NaN,-6.900000000e+01,7038091.04,
NaN,-1.740000000e+02,7038091.05,
NaN,-2.410000000e+02,7038091.06,
NaN,-2.620000000e+02,7038091.07,
NaN,-2.980000000e+02,7038091.08,
NaN,-3.070000000e+02,7038091.09,
NaN,-3.190000000e+02,7038091.10,
NaN,-3.080000000e+02,7038091.11,
NaN,-2.870000000e+02,7038091.12,
NaN,-3.240000000e+02,7038091.13,
NaN,-2.950000000e+02,7038091.14,
NaN,-2.720000000e+02,7038091.15,
NaN,-2.970000000e+02,7038091.16,
NaN,-2.580000000e+02,7038091.17,
NaN,-2.510000000e+02,7038091.18,
NaN,-2.420000000e+02,7038091.19,
NaN,-2.260000000e+02,7038091.20,
NaN,-2.380000000e+02,7038091.21,
NaN,-2.000000000e+02,7038091.22,
NaN,-2.050000000e+02,7038091.23,
NaN,-1.990000000e+02,7038091.24,
NaN,-1.720000000e+02,7038091.25,
NaN,-1.830000000e+02,7038091.26,
NaN,-1.480000000e+02,7038091.27,
NaN,-1.660000000e+02,7038091.28,
NaN,-1.850000000e+02,7038091.29,
23111893781,-1.480000000e+02,7038091.30,
NaN,-1.750000000e+02,7038092.00,31
NaN,-1.650000000e+02,7038092.01,
NaN,-1.690000000e+02,7038092.02,
NaN,-1.910000000e+02,7038092.03,
NaN,-1.740000000e+02,7038092.04,
NaN,-2.080000000e+02,7038092.05,
NaN,-1.920000000e+02,7038092.06,
NaN,-1.970000000e+02,7038092.07,
NaN,-2.390000000e+02,7038092.08,
NaN,-2.020000000e+02,7038092.09,
NaN,-2.250000000e+02,7038092.10,
NaN,-2.240000000e+02,7038092.11,
NaN,-1.900000000e+02,7038092.12,
NaN,-2.160000000e+02,7038092.13,
NaN,-1.940000000e+02,7038092.14,
NaN,-1.950000000e+02,7038092.15,
NaN,-1.970000000e+02,7038092.16,
NaN,-1.750000000e+02,7038092.17,
NaN,-1.980000000e+02,7038092.18,
NaN,-1.830000000e+02,7038092.19,
NaN,-1.840000000e+02,7038092.20,
NaN,-1.850000000e+02,7038092.21,
NaN,-1.600000000e+02,7038092.22,
NaN,-1.910000000e+02,7038092.23,
NaN,-1.850000000e+02,7038092.24,
NaN,-1.650000000e+02,7038092.25,
NaN,-1.740000000e+02,7038092.26,
NaN,-1.580000000e+02,7038092.27,
NaN,-1.650000000e+02,7038092.28,
NaN,-1.470000000e+02,7038092.29,
23111901716,-1.450000000e+02,7038092.30,
NaN,-1.780000000e+02,7038093.00,31
NaN,-1.370000000e+02,7038093.01,
NaN,-1.270000000e+02,7038093.02,
NaN,-1.360000000e+02,7038093.03,
NaN,-1.150000000e+02,7038093.04,
NaN,-1.370000000e+02,7038093.05,
NaN,-1.320000000e+02,7038093.06,
NaN,-1.250000000e+02,7038093.07,
NaN,-1.210000000e+02,7038093.08,
NaN,-1.000000000e+02,7038093.09,
NaN,-1.290000000e+02,7038093.10,
NaN,-1.200000000e+02,7038093.11,
NaN,-1.080000000e+02,7038093.12,
NaN,-1.200000000e+02,7038093.13,
NaN,-1.000000000e+02,7038093.14,
NaN,-1.170000000e+02,7038093.15,
NaN,-1.070000000e+02,7038093.16,
NaN,-1.110000000e+02,7038093.17,
NaN,-1.360000000e+02,7038093.18,
NaN,-1.000000000e+02,7038093.19,
NaN,-1.220000000e+02,7038093.20,
NaN,-1.350000000e+02,7038093.21,
NaN,-1.040000000e+02,7038093.22,
NaN,-1.110000000e+02,7038093.23,
NaN,-1.090000000e+02,7038093.24,
NaN,-1.250000000e+02,7038093.25,
NaN,-1.170000000e+02,7038093.26,
NaN,-8.800000000e+01,7038093.27,
NaN,-1.150000000e+02,7038093.28,
NaN,-1.000000000e+02,7038093.29,
23111909652,-3.900000000e+01,7038093.30,
NaN,8.000000000e+00,7038094.00,31
NaN,4.600000000e+01,7038094.01,
NaN,1.010000000e+02,7038094.02,
NaN,2.240000000e+02,7038094.03,
NaN,2.150000000e+02,7038094.04,
NaN,3.300000000e+01,7038094.05,
NaN,-4.500000000e+01,7038094.06,
NaN,-3.200000000e+01,7038094.07,
NaN,-6.600000000e+01,7038094.08,
NaN,-1.630000000e+02,7038094.09,
NaN,-2.250000000e+02,7038094.10,
NaN,-2.220000000e+02,7038094.11,
NaN,-2.750000000e+02,7038094.12,
NaN,-2.920000000e+02,7038094.13,
NaN,-2.480000000e+02,7038094.14,
NaN,-2.790000000e+02,7038094.15,
NaN,-3.220000000e+02,7038094.16,
NaN,-1.900000000e+02,7038094.17,
NaN,3.740000000e+02,7038094.18,
NaN,1.449000000e+03,7038094.19,
NaN,2.173000000e+03,7038094.20,
NaN,1.270000000e+03,7038094.21,
NaN,-4.610000000e+02,7038094.22,
NaN,-1.131000000e+03,7038094.23,
NaN,-8.380000000e+02,7038094.24,
NaN,-4.530000000e+02,7038094.25,
NaN,-2.280000000e+02,7038094.26,
NaN,-2.180000000e+02,7038094.27,
NaN,-2.440000000e+02,7038094.28,
NaN,-2.250000000e+02,7038094.29,
23111917588,-2.320000000e+02,7038094.30,
NaN,-1.970000000e+02,7038095.00,31
NaN,-1.740000000e+02,7038095.01,
NaN,-1.920000000e+02,7038095.02,
NaN,-1.440000000e+02,7038095.03,
NaN,-1.510000000e+02,7038095.04,
NaN,-1.620000000e+02,7038095.05,
NaN,-1.160000000e+02,7038095.06,
NaN,-1.220000000e+02,7038095.07,
NaN,-1.070000000e+02,7038095.08,
NaN,-8.700000000e+01,7038095.09,
NaN,-6.100000000e+01,7038095.10,
NaN,-2.700000000e+01,7038095.11,
NaN,-5.200000000e+01,7038095.12,
NaN,1.000000000e+00,7038095.13,
NaN,2.800000000e+01,7038095.14,
NaN,6.000000000e+00,7038095.15,
NaN,5.700000000e+01,7038095.16,
NaN,8.100000000e+01,7038095.17,
NaN,1.210000000e+02,7038095.18,
NaN,1.530000000e+02,7038095.19,
NaN,1.750000000e+02,7038095.20,
NaN,2.340000000e+02,7038095.21,
NaN,2.510000000e+02,7038095.22,
NaN,3.140000000e+02,7038095.23,
NaN,3.620000000e+02,7038095.24,
NaN,3.980000000e+02,7038095.25,
NaN,5.000000000e+02,7038095.26,
NaN,5.370000000e+02,7038095.27,
NaN,6.100000000e+02,7038095.28,
NaN,7.000000000e+02,7038095.29,
23111925524,6.980000000e+02,7038095.30,
NaN,7.630000000e+02,7038096.00,31
NaN,7.600000000e+02,7038096.01,
NaN,6.670000000e+02,7038096.02,
NaN,6.020000000e+02,7038096.03,
NaN,4.260000000e+02,7038096.04,
NaN,2.400000000e+02,7038096.05,
NaN,7.100000000e+01,7038096.06,
NaN,-1.000000000e+02,7038096.07,
NaN,-1.990000000e+02,7038096.08,
NaN,-3.200000000e+02,7038096.09,
NaN,-3.770000000e+02,7038096.10,
NaN,-3.830000000e+02,7038096.11,
NaN,-4.140000000e+02,7038096.12,
NaN,-4.000000000e+02,7038096.13,
NaN,-4.020000000e+02,7038096.14,
NaN,-3.950000000e+02,7038096.15,
NaN,-3.930000000e+02,7038096.16,
NaN,-3.940000000e+02,7038096.17,
NaN,-3.420000000e+02,7038096.18,
NaN,-3.480000000e+02,7038096.19,
NaN,-3.430000000e+02,7038096.20,
NaN,-3.040000000e+02,7038096.21,
NaN,-3.150000000e+02,7038096.22,
NaN,-2.740000000e+02,7038096.23,
NaN,-2.710000000e+02,7038096.24,
NaN,-2.810000000e+02,7038096.25,
NaN,-2.330000000e+02,7038096.26,
NaN,-2.580000000e+02,7038096.27,
NaN,-2.500000000e+02,7038096.28,
NaN,-2.360000000e+02,7038096.29,
23111933460,-2.730000000e+02,7038096.30,
NaN,-2.280000000e+02,7038097.00,31
NaN,-2.260000000e+02,7038097.01,
NaN,-2.500000000e+02,7038097.02,
NaN,-2.290000000e+02,7038097.03,
NaN,-2.170000000e+02,7038097.04,
NaN,-2.050000000e+02,7038097.05,
NaN,-2.320000000e+02,7038097.06,
NaN,-2.240000000e+02,7038097.07,
NaN,-1.970000000e+02,7038097.08,
NaN,-2.210000000e+02,7038097.09,
NaN,-1.930000000e+02,7038097.10,
NaN,-1.800000000e+02,7038097.11,
NaN,-1.950000000e+02,7038097.12,
NaN,-1.590000000e+02,7038097.13,
NaN,-1.550000000e+02,7038097.14,
NaN,-1.510000000e+02,7038097.15,
NaN,-1.430000000e+02,7038097.16,
NaN,-1.380000000e+02,7038097.17,
NaN,-1.250000000e+02,7038097.18,
NaN,-1.190000000e+02,7038097.19,
NaN,-6.600000000e+01,7038097.20,
NaN,-6.900000000e+01,7038097.21,
NaN,-1.130000000e+02,7038097.22,
NaN,-6.200000000e+01,7038097.23,
NaN,-5.900000000e+01,7038097.24,
NaN,-6.400000000e+01,7038097.25,
NaN,-4.000000000e+01,7038097.26,
NaN,-5.500000000e+01,7038097.27,
NaN,-2.300000000e+01,7038097.28,
NaN,-2.700000000e+01,7038097.29,
23111941396,-3.100000000e+01,7038097.30,
NaN,1.100000000e+01,7038098.00,31
NaN,-2.900000000e+01,7038098.01,
NaN,-2.700000000e+01,7038098.02,
NaN,-1.200000000e+01,7038098.03,
NaN,-9.000000000e+00,7038098.04,
NaN,2.700000000e+01,7038098.05,
NaN,1.200000000e+01,7038098.06,
NaN,2.400000000e+01,7038098.07,
NaN,2.700000000e+01,7038098.08,
NaN,9.000000000e+00,7038098.09,
NaN,5.500000000e+01,7038098.10,
NaN,4.900000000e+01,7038098.11,
NaN,3.900000000e+01,7038098.12,
NaN,4.900000000e+01,7038098.13,
NaN,5.800000000e+01,7038098.14,
NaN,9.100000000e+01,7038098.15,
NaN,4.300000000e+01,7038098.16,
NaN,3.500000000e+01,7038098.17,
NaN,8.700000000e+01,7038098.18,
NaN,7.500000000e+01,7038098.19,
NaN,1.270000000e+02,7038098.20,
NaN,1.600000000e+02,7038098.21,
NaN,1.900000000e+02,7038098.22,
NaN,2.900000000e+02,7038098.23,
NaN,3.440000000e+02,7038098.24,
NaN,3.820000000e+02,7038098.25,
NaN,2.770000000e+02,7038098.26,
NaN,1.280000000e+02,7038098.27,
NaN,1.550000000e+02,7038098.28,
NaN,1.360000000e+02,7038098.29,
23111949331,6.900000000e+01,7038098.30,
NaN,3.400000000e+01,7038099.00,31
NaN,-1.200000000e+01,7038099.01,
NaN,1.000000000e+00,7038099.02,
NaN,-2.800000000e+01,7038099.03,
NaN,-2.900000000e+01,7038099.04,
NaN,1.000000000e+00,7038099.05,
NaN,-7.800000000e+01,7038099.06,
NaN,8.000000000e+00,7038099.07,
NaN,4.270000000e+02,7038099.08,
NaN,1.333000000e+03,7038099.09,
NaN,2.332000000e+03,7038099.10,
NaN,1.924000000e+03,7038099.11,
NaN,2.610000000e+02,7038099.12,
NaN,-7.600000000e+02,7038099.13,
NaN,-7.120000000e+02,7038099.14,
NaN,-3.180000000e+02,7038099.15,
NaN,-2.600000000e+01,7038099.16,
NaN,6.800000000e+01,7038099.17,
NaN,5.800000000e+01,7038099.18,
NaN,4.700000000e+01,7038099.19,
NaN,7.800000000e+01,7038099.20,
NaN,7.300000000e+01,7038099.21,
NaN,8.300000000e+01,7038099.22,
NaN,1.020000000e+02,7038099.23,
NaN,1.060000000e+02,7038099.24,
NaN,1.240000000e+02,7038099.25,
NaN,9.000000000e+01,7038099.26,
NaN,1.130000000e+02,7038099.27,
NaN,1.390000000e+02,7038099.28,
NaN,1.320000000e+02,7038099.29,
23111957267,1.740000000e+02,7038099.30,
NaN,1.360000000e+02,7038100.00,31
NaN,1.470000000e+02,7038100.01,
NaN,2.610000000e+02,7038100.02,
NaN,3.220000000e+02,7038100.03,
NaN,3.610000000e+02,7038100.04,
NaN,3.320000000e+02,7038100.05,
NaN,2.340000000e+02,7038100.06,
NaN,2.430000000e+02,7038100.07,
NaN,3.020000000e+02,7038100.08,
NaN,2.950000000e+02,7038100.09,
NaN,2.620000000e+02,7038100.10,
NaN,2.400000000e+02,7038100.11,
NaN,3.230000000e+02,7038100.12,
NaN,4.200000000e+02,7038100.13,
NaN,4.330000000e+02,7038100.14,
NaN,4.840000000e+02,7038100.15,
NaN,5.330000000e+02,7038100.16,
NaN,6.000000000e+02,7038100.17,
NaN,7.150000000e+02,7038100.18,
NaN,7.410000000e+02,7038100.19,
NaN,7.780000000e+02,7038100.20,
NaN,8.120000000e+02,7038100.21,
NaN,7.840000000e+02,7038100.22,
NaN,7.510000000e+02,7038100.23,
NaN,6.360000000e+02,7038100.24,
NaN,4.510000000e+02,7038100.25,
NaN,3.000000000e+02,7038100.26,
NaN,1.520000000e+02,7038100.27,
NaN,-4.600000000e+01,7038100.28,
NaN,-1.250000000e+02,7038100.29,
23111965203,-1.020000000e+02,7038100.30,
NaN,-2.240000000e+02,7038101.00,31
NaN,-3.790000000e+02,7038101.01,
NaN,-3.500000000e+02,7038101.02,
NaN,-3.180000000e+02,7038101.03,
NaN,-3.600000000e+02,7038101.04,
NaN,-3.220000000e+02,7038101.05,
NaN,-2.800000000e+02,7038101.06,
NaN,-2.920000000e+02,7038101.07,
NaN,-3.020000000e+02,7038101.08,
NaN,-2.490000000e+02,7038101.09,
NaN,-2.450000000e+02,7038101.10,
NaN,-2.680000000e+02,7038101.11,
NaN,-1.770000000e+02,7038101.12,
NaN,-2.200000000e+02,7038101.13,
NaN,-2.790000000e+02,7038101.14,
NaN,-2.210000000e+02,7038101.15,
NaN,-2.410000000e+02,7038101.16,
NaN,-2.040000000e+02,7038101.17,
NaN,-1.710000000e+02,7038101.18,
NaN,-1.870000000e+02,7038101.19,
NaN,-1.130000000e+02,7038101.20,
NaN,-9.700000000e+01,7038101.21,
NaN,-1.480000000e+02,7038101.22,
NaN,-9.400000000e+01,7038101.23,
NaN,-2.200000000e+01,7038101.24,
NaN,-1.110000000e+02,7038101.25,
NaN,-1.280000000e+02,7038101.26,
NaN,-5.800000000e+01,7038101.27,
NaN,-1.430000000e+02,7038101.28,
NaN,-1.870000000e+02,7038101.29,
23111973139,-1.420000000e+02,7038101.30,
NaN,-1.190000000e+02,7038102.00,31
NaN,-9.200000000e+01,7038102.01,
NaN,-8.400000000e+01,7038102.02,
NaN,-8.900000000e+01,7038102.03,
NaN,-8.800000000e+01,7038102.04,
NaN,-8.000000000e+00,7038102.05,
NaN,4.900000000e+01,7038102.06,
NaN,-8.600000000e+01,7038102.07,
NaN,-1.750000000e+02,7038102.08,
NaN,-1.030000000e+02,7038102.09,
NaN,-6.000000000e+01,7038102.10,
NaN,-5.800000000e+01,7038102.11,
NaN,-8.500000000e+01,7038102.12,
NaN,-5.200000000e+01,7038102.13,
NaN,-1.800000000e+01,7038102.14,
NaN,-4.300000000e+01,7038102.15,
NaN,3.600000000e+01,7038102.16,
NaN,-4.000000000e+00,7038102.17,
NaN,-1.060000000e+02,7038102.18,
NaN,-2.400000000e+01,7038102.19,
NaN,-2.600000000e+01,7038102.20,
NaN,-4.400000000e+01,7038102.21,
NaN,-6.900000000e+01,7038102.22,
NaN,-8.600000000e+01,7038102.23,
NaN,7.700000000e+01,7038102.24,
NaN,2.500000000e+01,7038102.25,
NaN,-7.100000000e+01,7038102.26,
NaN,6.000000000e+00,7038102.27,
NaN,-7.400000000e+01,7038102.28,
NaN,-6.600000000e+01,7038102.29,
23111981075,-3.300000000e+01,7038102.30,
NaN,-1.520000000e+02,7038103.00,31
NaN,-7.900000000e+01,7038103.01,
NaN,-1.300000000e+01,7038103.02,
NaN,-1.190000000e+02,7038103.03,
NaN,-7.200000000e+01,7038103.04,
NaN,2.100000000e+01,7038103.05,
NaN,3.600000000e+01,7038103.06,
NaN,5.500000000e+01,7038103.07,
NaN,1.700000000e+01,7038103.08,
NaN,1.400000000e+01,7038103.09,
NaN,-2.100000000e+01,7038103.10,
NaN,-8.000000000e+00,7038103.11,
NaN,8.700000000e+01,7038103.12,
NaN,3.000000000e+01,7038103.13,
NaN,3.000000000e+00,7038103.14,
NaN,1.200000000e+01,7038103.15,
NaN,-1.300000000e+01,7038103.16,
NaN,2.100000000e+01,7038103.17,
NaN,3.600000000e+01,7038103.18,
NaN,-6.000000000e+00,7038103.19,
NaN,-1.300000000e+01,7038103.20,
NaN,5.000000000e+00,7038103.21,
NaN,-4.700000000e+01,7038103.22,
NaN,-4.200000000e+01,7038103.23,
NaN,5.000000000e+01,7038103.24,
NaN,3.000000000e+00,7038103.25,
NaN,6.000000000e+00,7038103.26,
NaN,1.220000000e+02,7038103.27,
NaN,1.470000000e+02,7038103.28,
NaN,7.600000000e+01,7038103.29,
23111989011,-6.200000000e+01,7038103.30,
NaN,-1.050000000e+02,7038104.00,31
NaN,-1.000000000e+01,7038104.01,
NaN,-4.100000000e+01,7038104.02,
NaN,-2.350000000e+02,7038104.03,
NaN,-3.110000000e+02,7038104.04,
NaN,-3.010000000e+02,7038104.05,
NaN,-3.540000000e+02,7038104.06,
NaN,-2.830000000e+02,7038104.07,
NaN,-2.320000000e+02,7038104.08,
NaN,-3.880000000e+02,7038104.09,
NaN,-3.470000000e+02,7038104.10,
NaN,1.500000000e+02,7038104.11,
NaN,1.023000000e+03,7038104.12,
NaN,2.054000000e+03,7038104.13,
NaN,1.842000000e+03,7038104.14,
NaN,1.570000000e+02,7038104.15,
NaN,-1.005000000e+03,7038104.16,
NaN,-1.115000000e+03,7038104.17,
NaN,-7.180000000e+02,7038104.18,
NaN,-3.360000000e+02,7038104.19,
NaN,-2.640000000e+02,7038104.20,
NaN,-2.370000000e+02,7038104.21,
NaN,-2.520000000e+02,7038104.22,
NaN,-2.470000000e+02,7038104.23,
NaN,-2.310000000e+02,7038104.24,
NaN,-1.840000000e+02,7038104.25,
NaN,-1.240000000e+02,7038104.26,
NaN,-1.910000000e+02,7038104.27,
NaN,-1.650000000e+02,7038104.28,
NaN,-1.210000000e+02,7038104.29,
23111996947,-1.610000000e+02,7038104.30,
NaN,-1.020000000e+02,7038105.00,31
NaN,-8.800000000e+01,7038105.01,
NaN,-1.000000000e+02,7038105.02,
NaN,9.000000000e+00,7038105.03,
NaN,0.000000000e+00,7038105.04,
NaN,-7.900000000e+01,7038105.05,
NaN,1.000000000e+00,7038105.06,
NaN,7.000000000e+01,7038105.07,
