time,ecg2,sequence_counter,packet_size
NaN,1.065000000e+04,7038002.07,
NaN,1.053200000e+04,7038002.08,
NaN,1.023500000e+04,7038002.09,
NaN,9.877000000e+03,7038002.10,
NaN,9.509000000e+03,7038002.11,
NaN,9.304000000e+03,7038002.12,
NaN,9.102000000e+03,7038002.13,
NaN,8.749000000e+03,7038002.14,
NaN,8.525000000e+03,7038002.15,
NaN,8.295000000e+03,7038002.16,
NaN,8.041000000e+03,7038002.17,
NaN,7.878000000e+03,7038002.18,
NaN,7.686000000e+03,7038002.19,
NaN,7.517000000e+03,7038002.20,
NaN,7.271000000e+03,7038002.21,
NaN,7.147000000e+03,7038002.22,
NaN,7.493000000e+03,7038002.23,
NaN,8.271000000e+03,7038002.24,
NaN,9.074000000e+03,7038002.25,
NaN,8.575000000e+03,7038002.26,
NaN,6.693000000e+03,7038002.27,
NaN,5.363000000e+03,7038002.28,
NaN,5.241000000e+03,7038002.29,
23111187490,5.621000000e+03,7038002.30,
NaN,5.790000000e+03,7038003.00,31
NaN,5.636000000e+03,7038003.01,
NaN,5.518000000e+03,7038003.02,
NaN,5.384000000e+03,7038003.03,
NaN,5.262000000e+03,7038003.04,
NaN,5.184000000e+03,7038003.05,
NaN,5.065000000e+03,7038003.06,
NaN,4.967000000e+03,7038003.07,
NaN,4.850000000e+03,7038003.08,
NaN,4.737000000e+03,7038003.09,
NaN,4.651000000e+03,7038003.10,
NaN,4.544000000e+03,7038003.11,
NaN,4.456000000e+03,7038003.12,
NaN,4.360000000e+03,7038003.13,
NaN,4.286000000e+03,7038003.14,
NaN,4.233000000e+03,7038003.15,
NaN,4.134000000e+03,7038003.16,
NaN,4.072000000e+03,7038003.17,
NaN,4.012000000e+03,7038003.18,
NaN,3.941000000e+03,7038003.19,
NaN,3.903000000e+03,7038003.20,
NaN,3.834000000e+03,7038003.21,
NaN,3.778000000e+03,7038003.22,
NaN,3.732000000e+03,7038003.23,
NaN,3.698000000e+03,7038003.24,
NaN,3.692000000e+03,7038003.25,
NaN,3.626000000e+03,7038003.26,
NaN,3.603000000e+03,7038003.27,
NaN,3.609000000e+03,7038003.28,
NaN,3.582000000e+03,7038003.29,
23111195426,3.640000000e+03,7038003.30,
NaN,3.652000000e+03,7038004.00,31
NaN,3.612000000e+03,7038004.01,
NaN,3.642000000e+03,7038004.02,
NaN,3.639000000e+03,7038004.03,
NaN,3.636000000e+03,7038004.04,
NaN,3.609000000e+03,7038004.05,
NaN,3.542000000e+03,7038004.06,
NaN,3.470000000e+03,7038004.07,
NaN,3.242000000e+03,7038004.08,
NaN,2.987000000e+03,7038004.09,
NaN,2.758000000e+03,7038004.10,
NaN,2.500000000e+03,7038004.11,
NaN,2.320000000e+03,7038004.12,
NaN,2.117000000e+03,7038004.13,
NaN,1.960000000e+03,7038004.14,
NaN,1.878000000e+03,7038004.15,
NaN,1.778000000e+03,7038004.16,
NaN,1.716000000e+03,7038004.17,
NaN,1.634000000e+03,7038004.18,
NaN,1.615000000e+03,7038004.19,
NaN,1.615000000e+03,7038004.20,
NaN,1.505000000e+03,7038004.21,
NaN,1.471000000e+03,7038004.22,
NaN,1.450000000e+03,7038004.23,
NaN,1.421000000e+03,7038004.24,
NaN,1.430000000e+03,7038004.25,
NaN,1.365000000e+03,7038004.26,
NaN,1.357000000e+03,7038004.27,
NaN,1.344000000e+03,7038004.28,
NaN,1.300000000e+03,7038004.29,
23111203362,1.304000000e+03,7038004.30,
NaN,1.266000000e+03,7038005.00,31
NaN,1.266000000e+03,7038005.01,
NaN,1.245000000e+03,7038005.02,
NaN,1.200000000e+03,7038005.03,
NaN,1.181000000e+03,7038005.04,
NaN,1.126000000e+03,7038005.05,
NaN,1.145000000e+03,7038005.06,
NaN,1.142000000e+03,7038005.07,
NaN,1.038000000e+03,7038005.08,
NaN,1.044000000e+03,7038005.09,
NaN,1.134000000e+03,7038005.10,
NaN,1.050000000e+03,7038005.11,
NaN,8.960000000e+02,7038005.12,
NaN,9.200000000e+02,7038005.13,
NaN,9.490000000e+02,7038005.14,
NaN,8.610000000e+02,7038005.15,
NaN,7.970000000e+02,7038005.16,
NaN,8.040000000e+02,7038005.17,
NaN,8.090000000e+02,7038005.18,
NaN,7.780000000e+02,7038005.19,
NaN,7.570000000e+02,7038005.20,
NaN,7.200000000e+02,7038005.21,
NaN,7.090000000e+02,7038005.22,
NaN,7.330000000e+02,7038005.23,
NaN,6.790000000e+02,7038005.24,
NaN,6.560000000e+02,7038005.25,
NaN,6.990000000e+02,7038005.26,
NaN,6.810000000e+02,7038005.27,
NaN,6.600000000e+02,7038005.28,
NaN,6.530000000e+02,7038005.29,
23111211298,6.480000000e+02,7038005.30,
NaN,6.870000000e+02,7038006.00,31
NaN,6.830000000e+02,7038006.01,
NaN,6.560000000e+02,7038006.02,
NaN,6.430000000e+02,7038006.03,
NaN,6.130000000e+02,7038006.04,
NaN,5.950000000e+02,7038006.05,
NaN,6.070000000e+02,7038006.06,
NaN,5.980000000e+02,7038006.07,
NaN,5.530000000e+02,7038006.08,
NaN,5.700000000e+02,7038006.09,
NaN,5.730000000e+02,7038006.10,
NaN,5.120000000e+02,7038006.11,
NaN,5.020000000e+02,7038006.12,
NaN,5.080000000e+02,7038006.13,
NaN,4.740000000e+02,7038006.14,
NaN,4.470000000e+02,7038006.15,
NaN,4.490000000e+02,7038006.16,
NaN,4.860000000e+02,7038006.17,
NaN,4.840000000e+02,7038006.18,
NaN,4.100000000e+02,7038006.19,
NaN,3.640000000e+02,7038006.20,
NaN,3.830000000e+02,7038006.21,
NaN,4.240000000e+02,7038006.22,
NaN,4.060000000e+02,7038006.23,
NaN,3.680000000e+02,7038006.24,
NaN,3.830000000e+02,7038006.25,
NaN,3.570000000e+02,7038006.26,
NaN,3.500000000e+02,7038006.27,
NaN,3.730000000e+02,7038006.28,
NaN,3.840000000e+02,7038006.29,
23111219233,3.950000000e+02,7038006.30,
NaN,3.400000000e+02,7038007.00,31
NaN,3.710000000e+02,7038007.01,
NaN,3.950000000e+02,7038007.02,
NaN,3.360000000e+02,7038007.03,
NaN,3.730000000e+02,7038007.04,
NaN,3.950000000e+02,7038007.05,
NaN,3.820000000e+02,7038007.06,
NaN,3.950000000e+02,7038007.07,
NaN,3.960000000e+02,7038007.08,
NaN,3.890000000e+02,7038007.09,
NaN,3.830000000e+02,7038007.10,
NaN,4.110000000e+02,7038007.11,
NaN,3.940000000e+02,7038007.12,
NaN,3.730000000e+02,7038007.13,
NaN,3.990000000e+02,7038007.14,
NaN,3.330000000e+02,7038007.15,
NaN,2.990000000e+02,7038007.16,
NaN,3.560000000e+02,7038007.17,
NaN,3.340000000e+02,7038007.18,
NaN,3.230000000e+02,7038007.19,
NaN,3.490000000e+02,7038007.20,
NaN,3.500000000e+02,7038007.21,
NaN,3.520000000e+02,7038007.22,
NaN,4.110000000e+02,7038007.23,
NaN,4.680000000e+02,7038007.24,
NaN,4.840000000e+02,7038007.25,
NaN,6.140000000e+02,7038007.26,
NaN,7.470000000e+02,7038007.27,
NaN,6.630000000e+02,7038007.28,
NaN,4.670000000e+02,7038007.29,
23111227169,3.130000000e+02,7038007.30,
NaN,3.440000000e+02,7038008.00,31
NaN,4.380000000e+02,7038008.01,
NaN,3.410000000e+02,7038008.02,
NaN,1.940000000e+02,7038008.03,
NaN,2.000000000e+02,7038008.04,
NaN,2.380000000e+02,7038008.05,
NaN,1.900000000e+02,7038008.06,
NaN,1.820000000e+02,7038008.07,
NaN,1.930000000e+02,7038008.08,
NaN,1.340000000e+02,7038008.09,
NaN,2.750000000e+02,7038008.10,
NaN,7.840000000e+02,7038008.11,
NaN,1.718000000e+03,7038008.12,
NaN,2.601000000e+03,7038008.13,
NaN,2.004000000e+03,7038008.14,
NaN,2.540000000e+02,7038008.15,
NaN,-6.530000000e+02,7038008.16,
NaN,-4.890000000e+02,7038008.17,
NaN,-6.800000000e+01,7038008.18,
NaN,2.090000000e+02,7038008.19,
NaN,2.140000000e+02,7038008.20,
NaN,1.380000000e+02,7038008.21,
NaN,1.880000000e+02,7038008.22,
NaN,2.870000000e+02,7038008.23,
NaN,2.360000000e+02,7038008.24,
NaN,1.670000000e+02,7038008.25,
NaN,1.960000000e+02,7038008.26,
NaN,1.780000000e+02,7038008.27,
NaN,1.910000000e+02,7038008.28,
NaN,2.600000000e+02,7038008.29,
23111235105,2.280000000e+02,7038008.30,
NaN,2.050000000e+02,7038009.00,31
NaN,2.840000000e+02,7038009.01,
NaN,3.050000000e+02,7038009.02,
NaN,2.790000000e+02,7038009.03,
NaN,2.810000000e+02,7038009.04,
NaN,2.890000000e+02,7038009.05,
NaN,2.830000000e+02,7038009.06,
NaN,3.670000000e+02,7038009.07,
NaN,4.830000000e+02,7038009.08,
NaN,4.080000000e+02,7038009.09,
NaN,4.000000000e+02,7038009.10,
NaN,4.780000000e+02,7038009.11,
NaN,4.450000000e+02,7038009.12,
NaN,5.080000000e+02,7038009.13,
NaN,5.980000000e+02,7038009.14,
NaN,6.500000000e+02,7038009.15,
NaN,7.480000000e+02,7038009.16,
NaN,7.890000000e+02,7038009.17,
NaN,8.440000000e+02,7038009.18,
NaN,9.250000000e+02,7038009.19,
NaN,9.740000000e+02,7038009.20,
NaN,1.064000000e+03,7038009.21,
NaN,1.111000000e+03,7038009.22,
NaN,1.168000000e+03,7038009.23,
NaN,1.289000000e+03,7038009.24,
NaN,1.240000000e+03,7038009.25,
NaN,1.090000000e+03,7038009.26,
NaN,9.560000000e+02,7038009.27,
NaN,8.060000000e+02,7038009.28,
NaN,6.600000000e+02,7038009.29,
23111243041,4.170000000e+02,7038009.30,
NaN,2.340000000e+02,7038010.00,31
NaN,1.730000000e+02,7038010.01,
NaN,4.000000000e+01,7038010.02,
NaN,-5.100000000e+01,7038010.03,
NaN,-2.500000000e+01,7038010.04,
NaN,-8.000000000e+01,7038010.05,
NaN,-1.400000000e+02,7038010.06,
NaN,-1.080000000e+02,7038010.07,
NaN,-1.650000000e+02,7038010.08,
NaN,-2.090000000e+02,7038010.09,
NaN,-1.590000000e+02,7038010.10,
NaN,-1.120000000e+02,7038010.11,
NaN,-6.700000000e+01,7038010.12,
NaN,-6.800000000e+01,7038010.13,
NaN,-5.800000000e+01,7038010.14,
NaN,2.000000000e+00,7038010.15,
NaN,-1.700000000e+01,7038010.16,
NaN,-1.800000000e+01,7038010.17,
NaN,5.900000000e+01,7038010.18,
NaN,4.600000000e+01,7038010.19,
NaN,3.000000000e+00,7038010.20,
NaN,1.800000000e+01,7038010.21,
NaN,-3.000000000e+00,7038010.22,
NaN,2.000000000e+00,7038010.23,
NaN,4.600000000e+01,7038010.24,
NaN,6.100000000e+01,7038010.25,
NaN,6.500000000e+01,7038010.26,
NaN,2.400000000e+01,7038010.27,
NaN,4.800000000e+01,7038010.28,
NaN,1.120000000e+02,7038010.29,
23111250977,3.000000000e+01,7038010.30,
NaN,-7.700000000e+01,7038011.00,31
NaN,-7.700000000e+01,7038011.01,
NaN,-7.200000000e+01,7038011.02,
NaN,-6.100000000e+01,7038011.03,
NaN,-7.000000000e+01,7038011.04,
NaN,-1.160000000e+02,7038011.05,
NaN,-8.000000000e+01,7038011.06,
NaN,-9.000000000e+00,7038011.07,
NaN,-7.200000000e+01,7038011.08,
NaN,-1.490000000e+02,7038011.09,
NaN,-8.300000000e+01,7038011.10,
NaN,-8.900000000e+01,7038011.11,
NaN,-1.500000000e+02,7038011.12,
NaN,-1.340000000e+02,7038011.13,
NaN,-2.030000000e+02,7038011.14,
NaN,-2.380000000e+02,7038011.15,
NaN,-9.600000000e+01,7038011.16,
NaN,-1.080000000e+02,7038011.17,
NaN,-2.020000000e+02,7038011.18,
NaN,-1.410000000e+02,7038011.19,
NaN,-1.540000000e+02,7038011.20,
NaN,-1.830000000e+02,7038011.21,
NaN,-1.620000000e+02,7038011.22,
NaN,-1.050000000e+02,7038011.23,
NaN,-9.100000000e+01,7038011.24,
NaN,-2.180000000e+02,7038011.25,
NaN,-1.810000000e+02,7038011.26,
NaN,-9.200000000e+01,7038011.27,
NaN,-1.320000000e+02,7038011.28,
NaN,-8.500000000e+01,7038011.29,
23111258913,-8.200000000e+01,7038011.30,
NaN,-1.540000000e+02,7038012.00,31
NaN,-5.100000000e+01,7038012.01,
NaN,4.800000000e+01,7038012.02,
NaN,-4.400000000e+01,7038012.03,
NaN,-1.110000000e+02,7038012.04,
NaN,-1.260000000e+02,7038012.05,
NaN,-1.140000000e+02,7038012.06,
NaN,-6.200000000e+01,7038012.07,
NaN,-9.700000000e+01,7038012.08,
NaN,-8.400000000e+01,7038012.09,
NaN,-8.500000000e+01,7038012.10,
NaN,-9.900000000e+01,7038012.11,
NaN,-2.700000000e+01,7038012.12,
NaN,-1.200000000e+02,7038012.13,
NaN,-1.290000000e+02,7038012.14,
NaN,-9.700000000e+01,7038012.15,
NaN,-1.540000000e+02,7038012.16,
NaN,-9.000000000e+01,7038012.17,
NaN,-1.300000000e+02,7038012.18,
NaN,-1.970000000e+02,7038012.19,
NaN,-1.880000000e+02,7038012.20,
NaN,-1.640000000e+02,7038012.21,
NaN,-1.230000000e+02,7038012.22,
NaN,-7.600000000e+01,7038012.23,
NaN,-1.300000000e+01,7038012.24,
NaN,-2.500000000e+01,7038012.25,
NaN,5.300000000e+01,7038012.26,
NaN,1.270000000e+02,7038012.27,
NaN,8.200000000e+01,7038012.28,
NaN,5.500000000e+01,7038012.29,
23111266848,-5.500000000e+01,7038012.30,
NaN,-8.200000000e+01,7038013.00,31
NaN,-3.500000000e+01,7038013.01,
NaN,-8.800000000e+01,7038013.02,
NaN,-1.040000000e+02,7038013.03,
NaN,-1.400000000e+02,7038013.04,
NaN,-2.430000000e+02,7038013.05,
NaN,-2.610000000e+02,7038013.06,
NaN,-3.140000000e+02,7038013.07,
NaN,-2.790000000e+02,7038013.08,
NaN,-1.230000000e+02,7038013.09,
NaN,-3.070000000e+02,7038013.10,
NaN,-3.190000000e+02,7038013.11,
NaN,3.710000000e+02,7038013.12,
NaN,1.449000000e+03,7038013.13,
NaN,2.177000000e+03,7038013.14,
NaN,1.314000000e+03,7038013.15,
NaN,-3.380000000e+02,7038013.16,
NaN,-9.890000000e+02,7038013.17,
NaN,-9.200000000e+02,7038013.18,
NaN,-5.640000000e+02,7038013.19,
NaN,-2.480000000e+02,7038013.20,
NaN,-2.860000000e+02,7038013.21,
NaN,-2.510000000e+02,7038013.22,
NaN,-1.680000000e+02,7038013.23,
NaN,-2.210000000e+02,7038013.24,
NaN,-2.170000000e+02,7038013.25,
NaN,-1.100000000e+02,7038013.26,
NaN,-6.700000000e+01,7038013.27,
NaN,-1.690000000e+02,7038013.28,
NaN,-1.890000000e+02,7038013.29,
23111274784,-3.200000000e+01,7038013.30,
NaN,-3.000000000e+00,7038014.00,31
NaN,-1.080000000e+02,7038014.01,
NaN,-2.800000000e+01,7038014.02,
NaN,3.100000000e+01,7038014.03,
NaN,-1.500000000e+01,7038014.04,
NaN,8.000000000e+00,7038014.05,
NaN,4.600000000e+01,7038014.06,
NaN,8.200000000e+01,7038014.07,
NaN,2.300000000e+01,7038014.08,
NaN,3.300000000e+01,7038014.09,
NaN,1.420000000e+02,7038014.10,
NaN,1.650000000e+02,7038014.11,
NaN,1.860000000e+02,7038014.12,
NaN,1.740000000e+02,7038014.13,
NaN,2.380000000e+02,7038014.14,
NaN,3.410000000e+02,7038014.15,
NaN,3.160000000e+02,7038014.16,
NaN,3.320000000e+02,7038014.17,
NaN,4.650000000e+02,7038014.18,
NaN,5.860000000e+02,7038014.19,
NaN,5.420000000e+02,7038014.20,
NaN,5.360000000e+02,7038014.21,
NaN,7.550000000e+02,7038014.22,
NaN,8.290000000e+02,7038014.23,
NaN,8.500000000e+02,7038014.24,
NaN,9.650000000e+02,7038014.25,
NaN,9.210000000e+02,7038014.26,
NaN,8.500000000e+02,7038014.27,
NaN,7.030000000e+02,7038014.28,
NaN,4.200000000e+02,7038014.29,
23111282726,2.820000000e+02,7038014.30,
NaN,2.520000000e+02,7038015.00,31
NaN,2.900000000e+01,7038015.01,
NaN,-2.350000000e+02,7038015.02,
NaN,-2.740000000e+02,7038015.03,
NaN,-2.640000000e+02,7038015.04,
NaN,-3.090000000e+02,7038015.05,
NaN,-3.820000000e+02,7038015.06,
NaN,-3.550000000e+02,7038015.07,
NaN,-2.590000000e+02,7038015.08,
NaN,-4.010000000e+02,7038015.09,
NaN,-4.830000000e+02,7038015.10,
NaN,-2.980000000e+02,7038015.11,
NaN,-3.260000000e+02,7038015.12,
NaN,-4.660000000e+02,7038015.13,
NaN,-3.340000000e+02,7038015.14,
NaN,-2.500000000e+02,7038015.15,
NaN,-3.430000000e+02,7038015.16,
NaN,-3.020000000e+02,7038015.17,
NaN,-1.950000000e+02,7038015.18,
NaN,-3.310000000e+02,7038015.19,
NaN,-4.080000000e+02,7038015.20,
NaN,-1.780000000e+02,7038015.21,
NaN,-2.110000000e+02,7038015.22,
NaN,-3.460000000e+02,7038015.23,
NaN,-2.420000000e+02,7038015.24,
NaN,-2.820000000e+02,7038015.25,
NaN,-3.240000000e+02,7038015.26,
NaN,-2.920000000e+02,7038015.27,
NaN,-2.690000000e+02,7038015.28,
NaN,-2.290000000e+02,7038015.29,
23111290656,-3.180000000e+02,7038015.30,
NaN,-3.620000000e+02,7038016.00,31
NaN,-2.930000000e+02,7038016.01,
NaN,-2.760000000e+02,7038016.02,
NaN,-2.540000000e+02,7038016.03,
NaN,-2.750000000e+02,7038016.04,
NaN,-4.040000000e+02,7038016.05,
NaN,-3.270000000e+02,7038016.06,
NaN,-2.230000000e+02,7038016.07,
NaN,-3.450000000e+02,7038016.08,
NaN,-2.500000000e+02,7038016.09,
NaN,-2.160000000e+02,7038016.10,
NaN,-4.240000000e+02,7038016.11,
NaN,-3.870000000e+02,7038016.12,
NaN,-3.170000000e+02,7038016.13,
NaN,-3.210000000e+02,7038016.14,
NaN,-2.260000000e+02,7038016.15,
NaN,-2.390000000e+02,7038016.16,
NaN,-3.580000000e+02,7038016.17,
NaN,-2.960000000e+02,7038016.18,
NaN,-1.260000000e+02,7038016.19,
NaN,-2.240000000e+02,7038016.20,
NaN,-3.450000000e+02,7038016.21,
NaN,-1.860000000e+02,7038016.22,
NaN,-2.050000000e+02,7038016.23,
NaN,-2.270000000e+02,7038016.24,
NaN,-1.510000000e+02,7038016.25,
NaN,-3.400000000e+02,7038016.26,
NaN,-2.780000000e+02,7038016.27,
NaN,-1.330000000e+02,7038016.28,
NaN,-2.620000000e+02,7038016.29,
23111298594,-2.240000000e+02,7038016.30,
NaN,-1.850000000e+02,7038017.00,31
NaN,-2.670000000e+02,7038017.01,
NaN,-2.740000000e+02,7038017.02,
NaN,-1.880000000e+02,7038017.03,
NaN,-8.700000000e+01,7038017.04,
NaN,-1.620000000e+02,7038017.05,
NaN,-2.510000000e+02,7038017.06,
NaN,-2.130000000e+02,7038017.07,
NaN,-1.750000000e+02,7038017.08,
NaN,-1.900000000e+02,7038017.09,
NaN,-2.380000000e+02,7038017.10,
NaN,-1.350000000e+02,7038017.11,
NaN,-1.400000000e+01,7038017.12,
NaN,-1.480000000e+02,7038017.13,
NaN,-1.670000000e+02,7038017.14,
NaN,3.700000000e+01,7038017.15,
NaN,-1.800000000e+01,7038017.16,
NaN,-2.180000000e+02,7038017.17,
NaN,-1.810000000e+02,7038017.18,
NaN,-1.070000000e+02,7038017.19,
NaN,-1.440000000e+02,7038017.20,
NaN,-1.040000000e+02,7038017.21,
NaN,-4.100000000e+01,7038017.22,
NaN,-1.060000000e+02,7038017.23,
NaN,-2.500000000e+01,7038017.24,
NaN,1.900000000e+02,7038017.25,
NaN,1.750000000e+02,7038017.26,
NaN,2.500000000e+01,7038017.27,
NaN,-1.170000000e+02,7038017.28,
NaN,-1.050000000e+02,7038017.29,
23111306530,6.600000000e+01,7038017.30,
NaN,-5.000000000e+00,7038018.00,31
NaN,-2.290000000e+02,7038018.01,
NaN,-2.600000000e+02,7038018.02,
NaN,-1.790000000e+02,7038018.03,
NaN,-1.650000000e+02,7038018.04,
NaN,-1.940000000e+02,7038018.05,
NaN,-1.180000000e+02,7038018.06,
NaN,-1.720000000e+02,7038018.07,
NaN,-3.200000000e+02,7038018.08,
NaN,-1.520000000e+02,7038018.09,
NaN,5.570000000e+02,7038018.10,
NaN,1.708000000e+03,7038018.11,
NaN,2.252000000e+03,7038018.12,
NaN,1.245000000e+03,7038018.13,
NaN,-4.540000000e+02,7038018.14,
NaN,-1.097000000e+03,7038018.15,
NaN,-7.640000000e+02,7038018.16,
NaN,-4.290000000e+02,7038018.17,
NaN,-1.560000000e+02,7038018.18,
NaN,-2.010000000e+02,7038018.19,
NaN,-3.600000000e+02,7038018.20,
NaN,-2.410000000e+02,7038018.21,
NaN,-2.030000000e+02,7038018.22,
NaN,-2.540000000e+02,7038018.23,
NaN,-2.460000000e+02,7038018.24,
NaN,-2.580000000e+02,7038018.25,
NaN,-2.760000000e+02,7038018.26,
NaN,-1.860000000e+02,7038018.27,
NaN,-9.400000000e+01,7038018.28,
NaN,-1.420000000e+02,7038018.29,
23111314464,-1.490000000e+02,7038018.30,
NaN,-6.600000000e+01,7038019.00,31
NaN,-2.200000000e+01,7038019.01,
NaN,-5.800000000e+01,7038019.02,
NaN,-4.900000000e+01,7038019.03,
NaN,6.500000000e+01,7038019.04,
NaN,9.700000000e+01,7038019.05,
NaN,1.460000000e+02,7038019.06,
NaN,2.460000000e+02,7038019.07,
NaN,2.290000000e+02,7038019.08,
NaN,2.340000000e+02,7038019.09,
NaN,3.350000000e+02,7038019.10,
NaN,3.670000000e+02,7038019.11,
NaN,3.310000000e+02,7038019.12,
NaN,3.770000000e+02,7038019.13,
NaN,5.280000000e+02,7038019.14,
NaN,6.540000000e+02,7038019.15,
NaN,6.990000000e+02,7038019.16,
NaN,7.500000000e+02,7038019.17,
NaN,8.290000000e+02,7038019.18,
NaN,9.080000000e+02,7038019.19,
NaN,9.610000000e+02,7038019.20,
NaN,1.010000000e+03,7038019.21,
NaN,1.063000000e+03,7038019.22,
NaN,9.690000000e+02,7038019.23,
NaN,8.450000000e+02,7038019.24,
NaN,8.090000000e+02,7038019.25,
NaN,5.760000000e+02,7038019.26,
NaN,2.380000000e+02,7038019.27,
NaN,1.010000000e+02,7038019.28,
NaN,-6.300000000e+01,7038019.29,
23111322401,-2.930000000e+02,7038019.30,
NaN,-3.740000000e+02,7038020.00,31
NaN,-3.960000000e+02,7038020.01,
NaN,-3.610000000e+02,7038020.02,
NaN,-3.230000000e+02,7038020.03,
NaN,-3.950000000e+02,7038020.04,
NaN,-3.810000000e+02,7038020.05,
NaN,-2.990000000e+02,7038020.06,
NaN,-4.240000000e+02,7038020.07,
NaN,-6.080000000e+02,7038020.08,
NaN,-6.090000000e+02,7038020.09,
NaN,-5.900000000e+02,7038020.10,
NaN,-5.650000000e+02,7038020.11,
NaN,-4.950000000e+02,7038020.12,
NaN,-5.880000000e+02,7038020.13,
NaN,-6.120000000e+02,7038020.14,
NaN,-4.470000000e+02,7038020.15,
NaN,-4.320000000e+02,7038020.16,
NaN,-4.330000000e+02,7038020.17,
NaN,-3.420000000e+02,7038020.18,
NaN,-3.020000000e+02,7038020.19,
NaN,-3.030000000e+02,7038020.20,
NaN,-3.630000000e+02,7038020.21,
NaN,-3.620000000e+02,7038020.22,
NaN,-2.670000000e+02,7038020.23,
NaN,-2.950000000e+02,7038020.24,
NaN,-3.310000000e+02,7038020.25,
NaN,-2.490000000e+02,7038020.26,
NaN,-2.170000000e+02,7038020.27,
NaN,-2.370000000e+02,7038020.28,
NaN,-2.500000000e+02,7038020.29,
23111330337,-2.080000000e+02,7038020.30,
NaN,-1.900000000e+02,7038021.00,31
NaN,-2.410000000e+02,7038021.01,
NaN,-1.170000000e+02,7038021.02,
NaN,-4.800000000e+01,7038021.03,
NaN,-2.290000000e+02,7038021.04,
NaN,-2.560000000e+02,7038021.05,
NaN,-1.680000000e+02,7038021.06,
NaN,-1.090000000e+02,7038021.07,
NaN,7.000000000e+00,7038021.08,
NaN,4.400000000e+01,7038021.09,
NaN,-4.000000000e+00,7038021.10,
NaN,-1.000000000e+01,7038021.11,
NaN,7.600000000e+01,7038021.12,
NaN,1.040000000e+02,7038021.13,
NaN,-9.000000000e+00,7038021.14,
NaN,-1.600000000e+01,7038021.15,
NaN,2.600000000e+01,7038021.16,
NaN,-2.400000000e+01,7038021.17,
NaN,-2.100000000e+01,7038021.18,
NaN,-3.000000000e+00,7038021.19,
NaN,-6.000000000e+00,7038021.20,
NaN,5.000000000e+01,7038021.21,
NaN,3.000000000e+01,7038021.22,
NaN,-1.900000000e+01,7038021.23,
NaN,5.700000000e+01,7038021.24,
NaN,1.030000000e+02,7038021.25,
NaN,8.100000000e+01,7038021.26,
NaN,1.110000000e+02,7038021.27,
NaN,1.900000000e+02,7038021.28,
NaN,1.810000000e+02,7038021.29,
