time,accel.x,sequence_counter,packet_size
NaN,1.012300000e+04,7039740.10,
23118061489,1.012700000e+04,7039740.11,
NaN,1.010900000e+04,7039741.00,12
NaN,1.014100000e+04,7039741.01,
NaN,1.014300000e+04,7039741.02,
NaN,1.012300000e+04,7039741.03,
NaN,1.012800000e+04,7039741.04,
NaN,1.012100000e+04,7039741.05,
NaN,1.011700000e+04,7039741.06,
NaN,1.013200000e+04,7039741.07,
NaN,1.009500000e+04,7039741.08,
NaN,1.010300000e+04,7039741.09,
NaN,1.015000000e+04,7039741.10,
23118065445,1.013200000e+04,7039741.11,
NaN,1.012400000e+04,7039742.00,12
NaN,1.011200000e+04,7039742.01,
NaN,1.008500000e+04,7039742.02,
NaN,1.010900000e+04,7039742.03,
NaN,1.011900000e+04,7039742.04,
NaN,1.012500000e+04,7039742.05,
NaN,1.014900000e+04,7039742.06,
NaN,1.013600000e+04,7039742.07,
NaN,1.009700000e+04,7039742.08,
NaN,1.011600000e+04,7039742.09,
NaN,1.007000000e+04,7039742.10,
23118069402,1.009900000e+04,7039742.11,
NaN,1.009300000e+04,7039743.00,12
NaN,1.009000000e+04,7039743.01,
NaN,1.012000000e+04,7039743.02,
NaN,1.008400000e+04,7039743.03,
NaN,1.007100000e+04,7039743.04,
NaN,1.008200000e+04,7039743.05,
NaN,1.008600000e+04,7039743.06,
NaN,1.005900000e+04,7039743.07,
NaN,1.007600000e+04,7039743.08,
NaN,1.007800000e+04,7039743.09,
NaN,1.010100000e+04,7039743.10,
23118073359,1.009500000e+04,7039743.11,
NaN,1.007800000e+04,7039744.00,12
NaN,1.004700000e+04,7039744.01,
NaN,1.004000000e+04,7039744.02,
NaN,1.002800000e+04,7039744.03,
NaN,1.007600000e+04,7039744.04,
NaN,1.004900000e+04,7039744.05,
NaN,1.005000000e+04,7039744.06,
NaN,1.004500000e+04,7039744.07,
NaN,1.004800000e+04,7039744.08,
NaN,1.007400000e+04,7039744.09,
NaN,1.003300000e+04,7039744.10,
23118077316,1.000200000e+04,7039744.11,
NaN,9.997000000e+03,7039745.00,12
NaN,1.003600000e+04,7039745.01,
NaN,1.003500000e+04,7039745.02,
NaN,9.943000000e+03,7039745.03,
NaN,9.964000000e+03,7039745.04,
NaN,1.010100000e+04,7039745.05,
NaN,9.959000000e+03,7039745.06,
NaN,9.791000000e+03,7039745.07,
NaN,9.875000000e+03,7039745.08,
NaN,1.005700000e+04,7039745.09,
NaN,1.010800000e+04,7039745.10,
23118081273,1.008600000e+04,7039745.11,
NaN,1.008800000e+04,7039746.00,12
NaN,1.003000000e+04,7039746.01,
NaN,9.977000000e+03,7039746.02,
NaN,9.946000000e+03,7039746.03,
NaN,9.977000000e+03,7039746.04,
NaN,9.945000000e+03,7039746.05,
NaN,1.001000000e+04,7039746.06,
NaN,9.989000000e+03,7039746.07,
NaN,9.935000000e+03,7039746.08,
NaN,9.931000000e+03,7039746.09,
NaN,9.917000000e+03,7039746.10,
23118085230,9.932000000e+03,7039746.11,
NaN,9.919000000e+03,7039747.00,12
NaN,9.915000000e+03,7039747.01,
NaN,9.889000000e+03,7039747.02,
NaN,9.923000000e+03,7039747.03,
NaN,9.936000000e+03,7039747.04,
NaN,9.945000000e+03,7039747.05,
NaN,9.935000000e+03,7039747.06,
NaN,9.940000000e+03,7039747.07,
NaN,9.955000000e+03,7039747.08,
NaN,9.965000000e+03,7039747.09,
NaN,9.951000000e+03,7039747.10,
23118089187,9.930000000e+03,7039747.11,
NaN,9.900000000e+03,7039748.00,12
NaN,9.897000000e+03,7039748.01,
NaN,9.915000000e+03,7039748.02,
NaN,9.889000000e+03,7039748.03,
NaN,9.829000000e+03,7039748.04,
NaN,9.763000000e+03,7039748.05,
NaN,9.828000000e+03,7039748.06,
NaN,9.888000000e+03,7039748.07,
NaN,9.924000000e+03,7039748.08,
NaN,9.910000000e+03,7039748.09,
NaN,9.930000000e+03,7039748.10,
23118093143,9.886000000e+03,7039748.11,
NaN,9.873000000e+03,7039749.00,12
NaN,9.861000000e+03,7039749.01,
NaN,9.835000000e+03,7039749.02,
NaN,9.856000000e+03,7039749.03,
NaN,9.873000000e+03,7039749.04,
NaN,9.916000000e+03,7039749.05,
NaN,9.896000000e+03,7039749.06,
NaN,9.883000000e+03,7039749.07,
NaN,9.851000000e+03,7039749.08,
NaN,9.825000000e+03,7039749.09,
NaN,9.778000000e+03,7039749.10,
23118097100,9.788000000e+03,7039749.11,
NaN,9.829000000e+03,7039750.00,12
NaN,9.810000000e+03,7039750.01,
NaN,9.827000000e+03,7039750.02,
NaN,9.844000000e+03,7039750.03,
NaN,9.834000000e+03,7039750.04,
NaN,9.784000000e+03,7039750.05,
NaN,9.775000000e+03,7039750.06,
NaN,9.774000000e+03,7039750.07,
NaN,9.764000000e+03,7039750.08,
NaN,9.737000000e+03,7039750.09,
NaN,9.746000000e+03,7039750.10,
23118101057,9.747000000e+03,7039750.11,
NaN,9.749000000e+03,7039751.00,12
NaN,9.759000000e+03,7039751.01,
NaN,9.748000000e+03,7039751.02,
NaN,9.778000000e+03,7039751.03,
NaN,9.778000000e+03,7039751.04,
NaN,9.722000000e+03,7039751.05,
NaN,9.725000000e+03,7039751.06,
NaN,9.710000000e+03,7039751.07,
NaN,9.762000000e+03,7039751.08,
NaN,9.776000000e+03,7039751.09,
NaN,9.754000000e+03,7039751.10,
23118105014,9.748000000e+03,7039751.11,
NaN,9.752000000e+03,7039752.00,12
NaN,9.780000000e+03,7039752.01,
NaN,9.741000000e+03,7039752.02,
NaN,9.704000000e+03,7039752.03,
NaN,9.718000000e+03,7039752.04,
NaN,9.690000000e+03,7039752.05,
NaN,9.672000000e+03,7039752.06,
NaN,9.623000000e+03,7039752.07,
NaN,9.594000000e+03,7039752.08,
NaN,9.658000000e+03,7039752.09,
NaN,9.677000000e+03,7039752.10,
23118108970,9.691000000e+03,7039752.11,
NaN,9.710000000e+03,7039753.00,12
NaN,9.695000000e+03,7039753.01,
NaN,9.706000000e+03,7039753.02,
NaN,9.700000000e+03,7039753.03,
NaN,9.642000000e+03,7039753.04,
NaN,9.636000000e+03,7039753.05,
NaN,9.633000000e+03,7039753.06,
NaN,9.612000000e+03,7039753.07,
NaN,9.569000000e+03,7039753.08,
NaN,9.592000000e+03,7039753.09,
NaN,9.578000000e+03,7039753.10,
23118112927,9.572000000e+03,7039753.11,
NaN,9.551000000e+03,7039754.00,12
NaN,9.572000000e+03,7039754.01,
NaN,9.555000000e+03,7039754.02,
NaN,9.595000000e+03,7039754.03,
NaN,9.634000000e+03,7039754.04,
NaN,9.641000000e+03,7039754.05,
NaN,9.636000000e+03,7039754.06,
NaN,9.644000000e+03,7039754.07,
NaN,9.612000000e+03,7039754.08,
NaN,9.564000000e+03,7039754.09,
NaN,9.579000000e+03,7039754.10,
23118116884,9.520000000e+03,7039754.11,
NaN,9.526000000e+03,7039755.00,12
NaN,9.650000000e+03,7039755.01,
NaN,9.636000000e+03,7039755.02,
NaN,9.493000000e+03,7039755.03,
NaN,9.489000000e+03,7039755.04,
NaN,9.512000000e+03,7039755.05,
NaN,9.576000000e+03,7039755.06,
NaN,9.574000000e+03,7039755.07,
NaN,9.558000000e+03,7039755.08,
NaN,9.564000000e+03,7039755.09,
NaN,9.562000000e+03,7039755.10,
23118120840,9.516000000e+03,7039755.11,
NaN,9.523000000e+03,7039756.00,12
NaN,9.496000000e+03,7039756.01,
NaN,9.516000000e+03,7039756.02,
NaN,9.511000000e+03,7039756.03,
NaN,9.461000000e+03,7039756.04,
NaN,9.431000000e+03,7039756.05,
NaN,9.452000000e+03,7039756.06,
NaN,9.468000000e+03,7039756.07,
NaN,9.436000000e+03,7039756.08,
NaN,9.457000000e+03,7039756.09,
NaN,9.445000000e+03,7039756.10,
23118124797,9.447000000e+03,7039756.11,
NaN,9.450000000e+03,7039757.00,12
NaN,9.440000000e+03,7039757.01,
NaN,9.496000000e+03,7039757.02,
NaN,9.481000000e+03,7039757.03,
NaN,9.478000000e+03,7039757.04,
NaN,9.480000000e+03,7039757.05,
NaN,9.432000000e+03,7039757.06,
NaN,9.373000000e+03,7039757.07,
NaN,9.358000000e+03,7039757.08,
NaN,9.412000000e+03,7039757.09,
NaN,9.415000000e+03,7039757.10,
23118128754,9.423000000e+03,7039757.11,
NaN,9.447000000e+03,7039758.00,12
NaN,9.421000000e+03,7039758.01,
NaN,9.441000000e+03,7039758.02,
NaN,9.455000000e+03,7039758.03,
NaN,9.438000000e+03,7039758.04,
NaN,9.409000000e+03,7039758.05,
NaN,9.378000000e+03,7039758.06,
NaN,9.378000000e+03,7039758.07,
NaN,9.405000000e+03,7039758.08,
NaN,9.411000000e+03,7039758.09,
NaN,9.434000000e+03,7039758.10,
23118132711,9.355000000e+03,7039758.11,
NaN,9.339000000e+03,7039759.00,12
NaN,9.365000000e+03,7039759.01,
NaN,9.343000000e+03,7039759.02,
NaN,9.294000000e+03,7039759.03,
NaN,9.318000000e+03,7039759.04,
NaN,9.323000000e+03,7039759.05,
NaN,9.326000000e+03,7039759.06,
NaN,9.314000000e+03,7039759.07,
NaN,9.331000000e+03,7039759.08,
NaN,9.315000000e+03,7039759.09,
NaN,9.338000000e+03,7039759.10,
23118136667,9.360000000e+03,7039759.11,
NaN,9.288000000e+03,7039760.00,12
NaN,9.299000000e+03,7039760.01,
NaN,9.305000000e+03,7039760.02,
NaN,9.267000000e+03,7039760.03,
NaN,9.251000000e+03,7039760.04,
NaN,9.290000000e+03,7039760.05,
NaN,9.280000000e+03,7039760.06,
NaN,9.233000000e+03,7039760.07,
NaN,9.240000000e+03,7039760.08,
NaN,9.201000000e+03,7039760.09,
NaN,9.190000000e+03,7039760.10,
23118140624,9.165000000e+03,7039760.11,
NaN,9.239000000e+03,7039761.00,12
NaN,9.198000000e+03,7039761.01,
NaN,9.193000000e+03,7039761.02,
NaN,9.239000000e+03,7039761.03,
NaN,9.180000000e+03,7039761.04,
NaN,9.159000000e+03,7039761.05,
NaN,9.180000000e+03,7039761.06,
NaN,9.220000000e+03,7039761.07,
NaN,9.203000000e+03,7039761.08,
NaN,9.121000000e+03,7039761.09,
NaN,9.098000000e+03,7039761.10,
23118144580,9.165000000e+03,7039761.11,
NaN,9.141000000e+03,7039762.00,12
NaN,9.118000000e+03,7039762.01,
NaN,9.111000000e+03,7039762.02,
NaN,9.081000000e+03,7039762.03,
NaN,9.070000000e+03,7039762.04,
NaN,9.072000000e+03,7039762.05,
NaN,9.145000000e+03,7039762.06,
NaN,9.089000000e+03,7039762.07,
NaN,9.108000000e+03,7039762.08,
NaN,9.212000000e+03,7039762.09,
NaN,9.098000000e+03,7039762.10,
23118148538,8.987000000e+03,7039762.11,
NaN,9.038000000e+03,7039763.00,12
NaN,9.052000000e+03,7039763.01,
NaN,9.076000000e+03,7039763.02,
NaN,9.136000000e+03,7039763.03,
NaN,9.172000000e+03,7039763.04,
NaN,9.137000000e+03,7039763.05,
NaN,9.128000000e+03,7039763.06,
NaN,9.167000000e+03,7039763.07,
NaN,9.187000000e+03,7039763.08,
NaN,9.155000000e+03,7039763.09,
NaN,9.150000000e+03,7039763.10,
23118152495,9.171000000e+03,7039763.11,
NaN,9.145000000e+03,7039764.00,12
NaN,9.048000000e+03,7039764.01,
NaN,9.146000000e+03,7039764.02,
NaN,9.049000000e+03,7039764.03,
NaN,9.084000000e+03,7039764.04,
NaN,9.088000000e+03,7039764.05,
NaN,9.100000000e+03,7039764.06,
NaN,9.106000000e+03,7039764.07,
NaN,9.107000000e+03,7039764.08,
NaN,9.146000000e+03,7039764.09,
NaN,9.131000000e+03,7039764.10,
23118156451,9.123000000e+03,7039764.11,
NaN,9.124000000e+03,7039765.00,12
NaN,9.084000000e+03,7039765.01,
NaN,9.076000000e+03,7039765.02,
NaN,9.048000000e+03,7039765.03,
NaN,9.041000000e+03,7039765.04,
NaN,9.114000000e+03,7039765.05,
NaN,9.168000000e+03,7039765.06,
NaN,9.171000000e+03,7039765.07,
NaN,9.145000000e+03,7039765.08,
NaN,9.166000000e+03,7039765.09,
NaN,9.131000000e+03,7039765.10,
23118160406,9.196000000e+03,7039765.11,
NaN,9.219000000e+03,7039766.00,12
NaN,9.167000000e+03,7039766.01,
NaN,9.192000000e+03,7039766.02,
NaN,9.189000000e+03,7039766.03,
NaN,9.093000000e+03,7039766.04,
NaN,9.140000000e+03,7039766.05,
NaN,9.144000000e+03,7039766.06,
NaN,9.157000000e+03,7039766.07,
NaN,9.158000000e+03,7039766.08,
NaN,9.126000000e+03,7039766.09,
NaN,9.120000000e+03,7039766.10,
23118164364,9.093000000e+03,7039766.11,
NaN,9.114000000e+03,7039767.00,12
NaN,9.162000000e+03,7039767.01,
NaN,9.157000000e+03,7039767.02,
NaN,9.188000000e+03,7039767.03,
NaN,9.194000000e+03,7039767.04,
NaN,9.153000000e+03,7039767.05,
NaN,9.147000000e+03,7039767.06,
NaN,9.120000000e+03,7039767.07,
NaN,9.215000000e+03,7039767.08,
NaN,9.162000000e+03,7039767.09,
NaN,9.124000000e+03,7039767.10,
23118168320,9.125000000e+03,7039767.11,
NaN,9.082000000e+03,7039768.00,12
NaN,9.115000000e+03,7039768.01,
NaN,9.148000000e+03,7039768.02,
NaN,9.199000000e+03,7039768.03,
NaN,9.148000000e+03,7039768.04,
NaN,9.108000000e+03,7039768.05,
NaN,9.167000000e+03,7039768.06,
NaN,9.132000000e+03,7039768.07,
NaN,9.163000000e+03,7039768.08,
NaN,9.117000000e+03,7039768.09,
NaN,9.077000000e+03,7039768.10,
23118172276,9.128000000e+03,7039768.11,
NaN,9.124000000e+03,7039769.00,12
NaN,9.102000000e+03,7039769.01,
NaN,9.160000000e+03,7039769.02,
NaN,9.161000000e+03,7039769.03,
NaN,9.154000000e+03,7039769.04,
NaN,9.171000000e+03,7039769.05,
NaN,9.122000000e+03,7039769.06,
NaN,9.100000000e+03,7039769.07,
NaN,9.123000000e+03,7039769.08,
NaN,9.073000000e+03,7039769.09,
NaN,9.112000000e+03,7039769.10,
23118176232,9.139000000e+03,7039769.11,
NaN,9.127000000e+03,7039770.00,12
NaN,9.099000000e+03,7039770.01,
NaN,9.130000000e+03,7039770.02,
NaN,9.136000000e+03,7039770.03,
NaN,9.179000000e+03,7039770.04,
NaN,9.140000000e+03,7039770.05,
NaN,9.144000000e+03,7039770.06,
NaN,9.087000000e+03,7039770.07,
NaN,9.181000000e+03,7039770.08,
NaN,9.223000000e+03,7039770.09,
NaN,9.130000000e+03,7039770.10,
23118180188,9.182000000e+03,7039770.11,
NaN,9.207000000e+03,7039771.00,12
NaN,9.081000000e+03,7039771.01,
NaN,9.049000000e+03,7039771.02,
NaN,9.105000000e+03,7039771.03,
NaN,9.142000000e+03,7039771.04,
NaN,9.105000000e+03,7039771.05,
NaN,9.102000000e+03,7039771.06,
NaN,9.167000000e+03,7039771.07,
NaN,9.280000000e+03,7039771.08,
NaN,9.306000000e+03,7039771.09,
NaN,9.199000000e+03,7039771.10,
23118184145,9.137000000e+03,7039771.11,
NaN,9.147000000e+03,7039772.00,12
NaN,9.088000000e+03,7039772.01,
NaN,9.063000000e+03,7039772.02,
NaN,9.099000000e+03,7039772.03,
NaN,9.119000000e+03,7039772.04,
NaN,9.138000000e+03,7039772.05,
NaN,9.145000000e+03,7039772.06,
NaN,9.163000000e+03,7039772.07,
NaN,9.165000000e+03,7039772.08,
NaN,9.224000000e+03,7039772.09,
NaN,9.165000000e+03,7039772.10,
23118188101,9.171000000e+03,7039772.11,
NaN,9.167000000e+03,7039773.00,12
NaN,9.149000000e+03,7039773.01,
NaN,9.153000000e+03,7039773.02,
NaN,9.178000000e+03,7039773.03,
NaN,9.195000000e+03,7039773.04,
NaN,9.247000000e+03,7039773.05,
NaN,9.182000000e+03,7039773.06,
NaN,9.023000000e+03,7039773.07,
NaN,9.106000000e+03,7039773.08,
NaN,9.220000000e+03,7039773.09,
NaN,9.253000000e+03,7039773.10,
23118192057,9.199000000e+03,7039773.11,
NaN,9.135000000e+03,7039774.00,12
NaN,9.174000000e+03,7039774.01,
NaN,9.212000000e+03,7039774.02,
NaN,9.165000000e+03,7039774.03,
NaN,9.154000000e+03,7039774.04,
NaN,9.148000000e+03,7039774.05,
NaN,9.125000000e+03,7039774.06,
NaN,9.143000000e+03,7039774.07,
NaN,9.156000000e+03,7039774.08,
NaN,9.179000000e+03,7039774.09,
NaN,9.153000000e+03,7039774.10,
23118196014,9.131000000e+03,7039774.11,
NaN,9.129000000e+03,7039775.00,12
NaN,9.115000000e+03,7039775.01,
NaN,9.132000000e+03,7039775.02,
NaN,9.151000000e+03,7039775.03,
NaN,9.198000000e+03,7039775.04,
NaN,9.204000000e+03,7039775.05,
NaN,9.194000000e+03,7039775.06,
NaN,9.201000000e+03,7039775.07,
NaN,9.197000000e+03,7039775.08,
NaN,9.216000000e+03,7039775.09,
NaN,9.157000000e+03,7039775.10,
23118199970,9.150000000e+03,7039775.11,
NaN,9.194000000e+03,7039776.00,12
NaN,9.214000000e+03,7039776.01,
NaN,9.161000000e+03,7039776.02,
NaN,9.188000000e+03,7039776.03,
NaN,9.221000000e+03,7039776.04,
NaN,9.179000000e+03,7039776.05,
NaN,9.167000000e+03,7039776.06,
NaN,9.203000000e+03,7039776.07,
NaN,9.215000000e+03,7039776.08,
NaN,9.217000000e+03,7039776.09,
NaN,9.208000000e+03,7039776.10,
23118203927,9.179000000e+03,7039776.11,
NaN,9.207000000e+03,7039777.00,12
NaN,9.204000000e+03,7039777.01,
NaN,9.199000000e+03,7039777.02,
NaN,9.223000000e+03,7039777.03,
NaN,9.217000000e+03,7039777.04,
NaN,9.147000000e+03,7039777.05,
NaN,9.158000000e+03,7039777.06,
NaN,9.194000000e+03,7039777.07,
NaN,9.236000000e+03,7039777.08,
NaN,9.209000000e+03,7039777.09,
NaN,9.201000000e+03,7039777.10,
23118207883,9.236000000e+03,7039777.11,
NaN,9.254000000e+03,7039778.00,12
NaN,9.211000000e+03,7039778.01,
NaN,9.188000000e+03,7039778.02,
NaN,9.200000000e+03,7039778.03,
NaN,9.176000000e+03,7039778.04,
NaN,9.174000000e+03,7039778.05,
NaN,9.167000000e+03,7039778.06,
NaN,9.169000000e+03,7039778.07,
NaN,9.210000000e+03,7039778.08,
NaN,9.233000000e+03,7039778.09,
NaN,9.218000000e+03,7039778.10,
23118211840,9.208000000e+03,7039778.11,
NaN,9.205000000e+03,7039779.00,12
NaN,9.201000000e+03,7039779.01,
NaN,9.194000000e+03,7039779.02,
NaN,9.190000000e+03,7039779.03,
NaN,9.181000000e+03,7039779.04,
NaN,9.151000000e+03,7039779.05,
NaN,9.108000000e+03,7039779.06,
NaN,9.155000000e+03,7039779.07,
NaN,9.178000000e+03,7039779.08,
NaN,9.189000000e+03,7039779.09,
NaN,9.221000000e+03,7039779.10,
23118215796,9.195000000e+03,7039779.11,
NaN,9.174000000e+03,7039780.00,12
NaN,9.225000000e+03,7039780.01,
NaN,9.224000000e+03,7039780.02,
NaN,9.182000000e+03,7039780.03,
NaN,9.183000000e+03,7039780.04,
NaN,9.192000000e+03,7039780.05,
NaN,9.216000000e+03,7039780.06,
NaN,9.185000000e+03,7039780.07,
NaN,9.174000000e+03,7039780.08,
NaN,9.192000000e+03,7039780.09,
NaN,9.225000000e+03,7039780.10,
23118219753,9.199000000e+03,7039780.11,
NaN,9.207000000e+03,7039781.00,12
NaN,9.192000000e+03,7039781.01,
NaN,9.186000000e+03,7039781.02,
NaN,9.193000000e+03,7039781.03,
NaN,9.212000000e+03,7039781.04,
NaN,9.159000000e+03,7039781.05,
NaN,9.213000000e+03,7039781.06,
NaN,9.165000000e+03,7039781.07,
NaN,9.176000000e+03,7039781.08,
NaN,9.279000000e+03,7039781.09,
NaN,9.173000000e+03,7039781.10,
23118223709,9.169000000e+03,7039781.11,
NaN,9.247000000e+03,7039782.00,12
NaN,9.247000000e+03,7039782.01,
NaN,9.168000000e+03,7039782.02,
NaN,9.207000000e+03,7039782.03,
NaN,9.245000000e+03,7039782.04,
NaN,9.239000000e+03,7039782.05,
NaN,9.300000000e+03,7039782.06,
NaN,9.253000000e+03,7039782.07,
NaN,9.260000000e+03,7039782.08,
NaN,9.261000000e+03,7039782.09,
NaN,9.254000000e+03,7039782.10,
23118227666,9.200000000e+03,7039782.11,
NaN,9.176000000e+03,7039783.00,12
NaN,9.144000000e+03,7039783.01,
NaN,9.167000000e+03,7039783.02,
NaN,9.165000000e+03,7039783.03,
NaN,9.200000000e+03,7039783.04,
NaN,9.257000000e+03,7039783.05,
NaN,9.259000000e+03,7039783.06,
NaN,9.323000000e+03,7039783.07,
NaN,9.293000000e+03,7039783.08,
NaN,9.294000000e+03,7039783.09,
NaN,9.269000000e+03,7039783.10,
23118231623,9.307000000e+03,7039783.11,
NaN,9.307000000e+03,7039784.00,12
NaN,9.291000000e+03,7039784.01,
NaN,9.253000000e+03,7039784.02,
NaN,9.260000000e+03,7039784.03,
NaN,9.275000000e+03,7039784.04,
NaN,9.335000000e+03,7039784.05,
NaN,9.307000000e+03,7039784.06,
NaN,9.315000000e+03,7039784.07,
NaN,9.277000000e+03,7039784.08,
NaN,9.197000000e+03,7039784.09,
NaN,9.281000000e+03,7039784.10,
23118235579,9.303000000e+03,7039784.11,
NaN,9.336000000e+03,7039785.00,12
NaN,9.354000000e+03,7039785.01,
NaN,9.319000000e+03,7039785.02,
NaN,9.270000000e+03,7039785.03,
NaN,9.262000000e+03,7039785.04,
NaN,9.242000000e+03,7039785.05,
NaN,9.314000000e+03,7039785.06,
NaN,9.291000000e+03,7039785.07,
NaN,9.296000000e+03,7039785.08,
NaN,9.351000000e+03,7039785.09,
NaN,9.361000000e+03,7039785.10,
23118239536,9.321000000e+03,7039785.11,
NaN,9.282000000e+03,7039786.00,12
NaN,9.299000000e+03,7039786.01,
NaN,9.312000000e+03,7039786.02,
NaN,9.308000000e+03,7039786.03,
NaN,9.310000000e+03,7039786.04,
NaN,9.269000000e+03,7039786.05,
NaN,9.324000000e+03,7039786.06,
NaN,9.383000000e+03,7039786.07,
NaN,9.396000000e+03,7039786.08,
NaN,9.378000000e+03,7039786.09,
NaN,9.392000000e+03,7039786.10,
23118243492,9.404000000e+03,7039786.11,
NaN,9.418000000e+03,7039787.00,12
NaN,9.403000000e+03,7039787.01,
NaN,9.369000000e+03,7039787.02,
NaN,9.363000000e+03,7039787.03,
NaN,9.363000000e+03,7039787.04,
NaN,9.378000000e+03,7039787.05,
NaN,9.356000000e+03,7039787.06,
NaN,9.349000000e+03,7039787.07,
NaN,9.367000000e+03,7039787.08,
NaN,9.385000000e+03,7039787.09,
NaN,9.376000000e+03,7039787.10,
23118247448,9.399000000e+03,7039787.11,
NaN,9.411000000e+03,7039788.00,12
NaN,9.379000000e+03,7039788.01,
NaN,9.367000000e+03,7039788.02,
NaN,9.379000000e+03,7039788.03,
NaN,9.384000000e+03,7039788.04,
NaN,9.388000000e+03,7039788.05,
NaN,9.390000000e+03,7039788.06,
NaN,9.378000000e+03,7039788.07,
NaN,9.406000000e+03,7039788.08,
NaN,9.388000000e+03,7039788.09,
NaN,9.409000000e+03,7039788.10,
23118251405,9.444000000e+03,7039788.11,
NaN,9.442000000e+03,7039789.00,12
NaN,9.451000000e+03,7039789.01,
NaN,9.459000000e+03,7039789.02,
NaN,9.457000000e+03,7039789.03,
NaN,9.427000000e+03,7039789.04,
NaN,9.415000000e+03,7039789.05,
NaN,9.434000000e+03,7039789.06,
NaN,9.431000000e+03,7039789.07,
NaN,9.439000000e+03,7039789.08,
NaN,9.413000000e+03,7039789.09,
NaN,9.415000000e+03,7039789.10,
23118255361,9.394000000e+03,7039789.11,
NaN,9.366000000e+03,7039790.00,12
NaN,9.409000000e+03,7039790.01,
NaN,9.408000000e+03,7039790.02,
NaN,9.428000000e+03,7039790.03,
NaN,9.432000000e+03,7039790.04,
NaN,9.418000000e+03,7039790.05,
NaN,9.400000000e+03,7039790.06,
NaN,9.458000000e+03,7039790.07,
NaN,9.413000000e+03,7039790.08,
NaN,9.406000000e+03,7039790.09,
NaN,9.408000000e+03,7039790.10,
23118259318,9.406000000e+03,7039790.11,
NaN,9.432000000e+03,7039791.00,12
NaN,9.430000000e+03,7039791.01,
NaN,9.457000000e+03,7039791.02,
NaN,9.444000000e+03,7039791.03,
NaN,9.447000000e+03,7039791.04,
NaN,9.432000000e+03,7039791.05,
NaN,9.461000000e+03,7039791.06,
NaN,9.463000000e+03,7039791.07,
NaN,9.411000000e+03,7039791.08,
NaN,9.427000000e+03,7039791.09,
NaN,9.469000000e+03,7039791.10,
23118263274,9.448000000e+03,7039791.11,
NaN,9.404000000e+03,7039792.00,12
NaN,9.560000000e+03,7039792.01,
NaN,9.527000000e+03,7039792.02,
NaN,9.363000000e+03,7039792.03,
NaN,9.382000000e+03,7039792.04,
NaN,9.496000000e+03,7039792.05,
NaN,9.477000000e+03,7039792.06,
NaN,9.444000000e+03,7039792.07,
NaN,9.475000000e+03,7039792.08,
NaN,9.488000000e+03,7039792.09,
NaN,9.457000000e+03,7039792.10,
23118267231,9.451000000e+03,7039792.11,
NaN,9.524000000e+03,7039793.00,12
NaN,9.497000000e+03,7039793.01,
NaN,9.498000000e+03,7039793.02,
NaN,9.503000000e+03,7039793.03,
NaN,9.514000000e+03,7039793.04,
NaN,9.469000000e+03,7039793.05,
NaN,9.478000000e+03,7039793.06,
NaN,9.465000000e+03,7039793.07,
NaN,9.446000000e+03,7039793.08,
NaN,9.455000000e+03,7039793.09,
NaN,9.486000000e+03,7039793.10,
23118271187,9.500000000e+03,7039793.11,
NaN,9.450000000e+03,7039794.00,12
NaN,9.498000000e+03,7039794.01,
NaN,9.539000000e+03,7039794.02,
NaN,9.555000000e+03,7039794.03,
NaN,9.496000000e+03,7039794.04,
NaN,9.482000000e+03,7039794.05,
NaN,9.464000000e+03,7039794.06,
NaN,9.488000000e+03,7039794.07,
NaN,9.494000000e+03,7039794.08,
NaN,9.483000000e+03,7039794.09,
NaN,9.454000000e+03,7039794.10,
23118275144,9.520000000e+03,7039794.11,
NaN,9.566000000e+03,7039795.00,12
NaN,9.528000000e+03,7039795.01,
NaN,9.470000000e+03,7039795.02,
NaN,9.497000000e+03,7039795.03,
NaN,9.551000000e+03,7039795.04,
NaN,9.623000000e+03,7039795.05,
NaN,9.620000000e+03,7039795.06,
NaN,9.527000000e+03,7039795.07,
NaN,9.464000000e+03,7039795.08,
NaN,9.439000000e+03,7039795.09,
NaN,9.485000000e+03,7039795.10,
23118279101,9.507000000e+03,7039795.11,
NaN,9.506000000e+03,7039796.00,12
NaN,9.573000000e+03,7039796.01,
NaN,9.546000000e+03,7039796.02,
NaN,9.569000000e+03,7039796.03,
NaN,9.601000000e+03,7039796.04,
NaN,9.548000000e+03,7039796.05,
NaN,9.489000000e+03,7039796.06,
NaN,9.465000000e+03,7039796.07,
NaN,9.499000000e+03,7039796.08,
NaN,9.499000000e+03,7039796.09,
NaN,9.505000000e+03,7039796.10,
23118283058,9.515000000e+03,7039796.11,
NaN,9.503000000e+03,7039797.00,12
NaN,9.545000000e+03,7039797.01,
NaN,9.560000000e+03,7039797.02,
NaN,9.577000000e+03,7039797.03,
NaN,9.567000000e+03,7039797.04,
NaN,9.566000000e+03,7039797.05,
NaN,9.548000000e+03,7039797.06,
NaN,9.533000000e+03,7039797.07,
NaN,9.552000000e+03,7039797.08,
NaN,9.548000000e+03,7039797.09,
NaN,9.554000000e+03,7039797.10,
23118287014,9.551000000e+03,7039797.11,
NaN,9.562000000e+03,7039798.00,12
NaN,9.558000000e+03,7039798.01,
NaN,9.592000000e+03,7039798.02,
NaN,9.595000000e+03,7039798.03,
NaN,9.605000000e+03,7039798.04,
NaN,9.597000000e+03,7039798.05,
NaN,9.577000000e+03,7039798.06,
