time,accel.x,sequence_counter,packet_size
NaN,1.002200000e+04,7039457.02,
NaN,1.004600000e+04,7039457.03,
NaN,1.007700000e+04,7039457.04,
NaN,1.009900000e+04,7039457.05,
NaN,1.006100000e+04,7039457.06,
NaN,1.006300000e+04,7039457.07,
NaN,1.006100000e+04,7039457.08,
NaN,1.004200000e+04,7039457.09,
NaN,1.004600000e+04,7039457.10,
23116941704,1.002500000e+04,7039457.11,
NaN,9.998000000e+03,7039458.00,12
NaN,1.003200000e+04,7039458.01,
NaN,1.003300000e+04,7039458.02,
NaN,1.004300000e+04,7039458.03,
NaN,1.006100000e+04,7039458.04,
NaN,1.007700000e+04,7039458.05,
NaN,1.007400000e+04,7039458.06,
NaN,1.007900000e+04,7039458.07,
NaN,1.005900000e+04,7039458.08,
NaN,1.008700000e+04,7039458.09,
NaN,1.005300000e+04,7039458.10,
23116945660,1.006200000e+04,7039458.11,
NaN,1.006900000e+04,7039459.00,12
NaN,1.009200000e+04,7039459.01,
NaN,1.006700000e+04,7039459.02,
NaN,1.002400000e+04,7039459.03,
NaN,1.003200000e+04,7039459.04,
NaN,1.005300000e+04,7039459.05,
NaN,1.006800000e+04,7039459.06,
NaN,1.013000000e+04,7039459.07,
NaN,1.013400000e+04,7039459.08,
NaN,1.008200000e+04,7039459.09,
NaN,1.004400000e+04,7039459.10,
23116949617,1.005800000e+04,7039459.11,
NaN,1.006400000e+04,7039460.00,12
NaN,1.006000000e+04,7039460.01,
NaN,1.004600000e+04,7039460.02,
NaN,1.007600000e+04,7039460.03,
NaN,1.009100000e+04,7039460.04,
NaN,1.007300000e+04,7039460.05,
NaN,1.005700000e+04,7039460.06,
NaN,1.002900000e+04,7039460.07,
NaN,1.005800000e+04,7039460.08,
NaN,1.008300000e+04,7039460.09,
NaN,1.007500000e+04,7039460.10,
23116953574,1.007900000e+04,7039460.11,
NaN,1.002800000e+04,7039461.00,12
NaN,1.007400000e+04,7039461.01,
NaN,1.008900000e+04,7039461.02,
NaN,1.007800000e+04,7039461.03,
NaN,1.006200000e+04,7039461.04,
NaN,1.007200000e+04,7039461.05,
NaN,1.007400000e+04,7039461.06,
NaN,1.008000000e+04,7039461.07,
NaN,1.007200000e+04,7039461.08,
NaN,1.004700000e+04,7039461.09,
NaN,1.005100000e+04,7039461.10,
23116957531,1.005100000e+04,7039461.11,
NaN,1.003200000e+04,7039462.00,12
NaN,1.002400000e+04,7039462.01,
NaN,1.004100000e+04,7039462.02,
NaN,1.004500000e+04,7039462.03,
NaN,1.004900000e+04,7039462.04,
NaN,1.004000000e+04,7039462.05,
NaN,1.007300000e+04,7039462.06,
NaN,1.008300000e+04,7039462.07,
NaN,1.006400000e+04,7039462.08,
NaN,1.008000000e+04,7039462.09,
NaN,1.005900000e+04,7039462.10,
23116961489,1.007600000e+04,7039462.11,
NaN,1.005500000e+04,7039463.00,12
NaN,1.002400000e+04,7039463.01,
NaN,1.007300000e+04,7039463.02,
NaN,1.008400000e+04,7039463.03,
NaN,1.006200000e+04,7039463.04,
NaN,1.005700000e+04,7039463.05,
NaN,1.006300000e+04,7039463.06,
NaN,1.007300000e+04,7039463.07,
NaN,1.009900000e+04,7039463.08,
NaN,1.007800000e+04,7039463.09,
NaN,1.007500000e+04,7039463.10,
23116965445,1.009700000e+04,7039463.11,
NaN,1.009500000e+04,7039464.00,12
NaN,1.006600000e+04,7039464.01,
NaN,1.005700000e+04,7039464.02,
NaN,1.009100000e+04,7039464.03,
NaN,1.005600000e+04,7039464.04,
NaN,1.005200000e+04,7039464.05,
NaN,1.007800000e+04,7039464.06,
NaN,1.007100000e+04,7039464.07,
NaN,1.007200000e+04,7039464.08,
NaN,1.009200000e+04,7039464.09,
NaN,1.008200000e+04,7039464.10,
23116969401,1.006400000e+04,7039464.11,
NaN,1.003600000e+04,7039465.00,12
NaN,1.005600000e+04,7039465.01,
NaN,1.009000000e+04,7039465.02,
NaN,1.008300000e+04,7039465.03,
NaN,1.007000000e+04,7039465.04,
NaN,1.006100000e+04,7039465.05,
NaN,1.005700000e+04,7039465.06,
NaN,1.006800000e+04,7039465.07,
NaN,1.007900000e+04,7039465.08,
NaN,1.004600000e+04,7039465.09,
NaN,1.004300000e+04,7039465.10,
23116973358,1.003600000e+04,7039465.11,
NaN,1.003100000e+04,7039466.00,12
NaN,1.004000000e+04,7039466.01,
NaN,1.004200000e+04,7039466.02,
NaN,1.003500000e+04,7039466.03,
NaN,1.005900000e+04,7039466.04,
NaN,1.002500000e+04,7039466.05,
NaN,1.004300000e+04,7039466.06,
NaN,1.003000000e+04,7039466.07,
NaN,1.002700000e+04,7039466.08,
NaN,1.000300000e+04,7039466.09,
NaN,1.003700000e+04,7039466.10,
23116977315,1.005900000e+04,7039466.11,
NaN,1.004800000e+04,7039467.00,12
NaN,9.992000000e+03,7039467.01,
NaN,1.008400000e+04,7039467.02,
NaN,1.003600000e+04,7039467.03,
NaN,9.906000000e+03,7039467.04,
NaN,9.890000000e+03,7039467.05,
NaN,1.000900000e+04,7039467.06,
NaN,1.010900000e+04,7039467.07,
NaN,1.009600000e+04,7039467.08,
NaN,9.988000000e+03,7039467.09,
NaN,9.968000000e+03,7039467.10,
23116981273,9.946000000e+03,7039467.11,
NaN,9.984000000e+03,7039468.00,12
NaN,1.000600000e+04,7039468.01,
NaN,1.004000000e+04,7039468.02,
NaN,1.008000000e+04,7039468.03,
NaN,1.004900000e+04,7039468.04,
NaN,9.990000000e+03,7039468.05,
NaN,9.996000000e+03,7039468.06,
NaN,1.001000000e+04,7039468.07,
NaN,9.984000000e+03,7039468.08,
NaN,9.994000000e+03,7039468.09,
NaN,9.972000000e+03,7039468.10,
23116985229,9.963000000e+03,7039468.11,
NaN,9.986000000e+03,7039469.00,12
NaN,9.978000000e+03,7039469.01,
NaN,9.974000000e+03,7039469.02,
NaN,1.002200000e+04,7039469.03,
NaN,1.003800000e+04,7039469.04,
NaN,1.006900000e+04,7039469.05,
NaN,1.005500000e+04,7039469.06,
NaN,1.002400000e+04,7039469.07,
NaN,1.002200000e+04,7039469.08,
NaN,1.002500000e+04,7039469.09,
NaN,9.986000000e+03,7039469.10,
23116989186,9.948000000e+03,7039469.11,
NaN,9.958000000e+03,7039470.00,12
NaN,9.948000000e+03,7039470.01,
NaN,9.899000000e+03,7039470.02,
NaN,9.924000000e+03,7039470.03,
NaN,9.930000000e+03,7039470.04,
NaN,9.971000000e+03,7039470.05,
NaN,1.001000000e+04,7039470.06,
NaN,1.002200000e+04,7039470.07,
NaN,9.987000000e+03,7039470.08,
NaN,9.947000000e+03,7039470.09,
NaN,9.933000000e+03,7039470.10,
23116993142,9.913000000e+03,7039470.11,
NaN,9.949000000e+03,7039471.00,12
NaN,9.977000000e+03,7039471.01,
NaN,9.957000000e+03,7039471.02,
NaN,9.972000000e+03,7039471.03,
NaN,9.979000000e+03,7039471.04,
NaN,9.957000000e+03,7039471.05,
NaN,9.932000000e+03,7039471.06,
NaN,9.935000000e+03,7039471.07,
NaN,9.936000000e+03,7039471.08,
NaN,9.904000000e+03,7039471.09,
NaN,9.909000000e+03,7039471.10,
23116997100,9.918000000e+03,7039471.11,
NaN,9.934000000e+03,7039472.00,12
NaN,9.939000000e+03,7039472.01,
NaN,9.943000000e+03,7039472.02,
NaN,9.946000000e+03,7039472.03,
NaN,9.956000000e+03,7039472.04,
NaN,9.945000000e+03,7039472.05,
NaN,9.938000000e+03,7039472.06,
NaN,9.902000000e+03,7039472.07,
NaN,9.931000000e+03,7039472.08,
NaN,9.950000000e+03,7039472.09,
NaN,9.935000000e+03,7039472.10,
23117001056,9.930000000e+03,7039472.11,
NaN,9.918000000e+03,7039473.00,12
NaN,9.914000000e+03,7039473.01,
NaN,9.927000000e+03,7039473.02,
NaN,9.919000000e+03,7039473.03,
NaN,9.923000000e+03,7039473.04,
NaN,9.952000000e+03,7039473.05,
NaN,9.959000000e+03,7039473.06,
NaN,9.945000000e+03,7039473.07,
NaN,9.973000000e+03,7039473.08,
NaN,9.938000000e+03,7039473.09,
NaN,9.967000000e+03,7039473.10,
23117005015,9.941000000e+03,7039473.11,
NaN,9.921000000e+03,7039474.00,12
NaN,9.930000000e+03,7039474.01,
NaN,9.927000000e+03,7039474.02,
NaN,9.946000000e+03,7039474.03,
NaN,9.952000000e+03,7039474.04,
NaN,9.888000000e+03,7039474.05,
NaN,9.892000000e+03,7039474.06,
NaN,9.896000000e+03,7039474.07,
NaN,9.925000000e+03,7039474.08,
NaN,9.925000000e+03,7039474.09,
NaN,9.904000000e+03,7039474.10,
23117008971,9.887000000e+03,7039474.11,
NaN,9.863000000e+03,7039475.00,12
NaN,9.883000000e+03,7039475.01,
NaN,9.891000000e+03,7039475.02,
NaN,9.880000000e+03,7039475.03,
NaN,9.861000000e+03,7039475.04,
NaN,9.856000000e+03,7039475.05,
NaN,9.884000000e+03,7039475.06,
NaN,9.884000000e+03,7039475.07,
NaN,9.889000000e+03,7039475.08,
NaN,9.876000000e+03,7039475.09,
NaN,9.889000000e+03,7039475.10,
23117012929,9.872000000e+03,7039475.11,
NaN,9.876000000e+03,7039476.00,12
NaN,9.838000000e+03,7039476.01,
NaN,9.842000000e+03,7039476.02,
NaN,9.870000000e+03,7039476.03,
NaN,9.879000000e+03,7039476.04,
NaN,9.889000000e+03,7039476.05,
NaN,9.871000000e+03,7039476.06,
NaN,9.860000000e+03,7039476.07,
NaN,9.866000000e+03,7039476.08,
NaN,9.868000000e+03,7039476.09,
NaN,9.899000000e+03,7039476.10,
23117016884,9.849000000e+03,7039476.11,
NaN,9.813000000e+03,7039477.00,12
NaN,9.908000000e+03,7039477.01,
NaN,9.832000000e+03,7039477.02,
NaN,9.783000000e+03,7039477.03,
NaN,9.977000000e+03,7039477.04,
NaN,9.960000000e+03,7039477.05,
NaN,9.925000000e+03,7039477.06,
NaN,9.889000000e+03,7039477.07,
NaN,9.845000000e+03,7039477.08,
NaN,9.872000000e+03,7039477.09,
NaN,9.937000000e+03,7039477.10,
23117020842,9.936000000e+03,7039477.11,
NaN,9.927000000e+03,7039478.00,12
NaN,9.915000000e+03,7039478.01,
NaN,9.912000000e+03,7039478.02,
NaN,9.901000000e+03,7039478.03,
NaN,9.855000000e+03,7039478.04,
NaN,9.904000000e+03,7039478.05,
NaN,9.930000000e+03,7039478.06,
NaN,9.900000000e+03,7039478.07,
NaN,9.929000000e+03,7039478.08,
NaN,9.884000000e+03,7039478.09,
NaN,9.864000000e+03,7039478.10,
23117024798,9.883000000e+03,7039478.11,
NaN,9.896000000e+03,7039479.00,12
NaN,9.934000000e+03,7039479.01,
NaN,9.959000000e+03,7039479.02,
NaN,9.940000000e+03,7039479.03,
NaN,9.950000000e+03,7039479.04,
NaN,9.943000000e+03,7039479.05,
NaN,9.913000000e+03,7039479.06,
NaN,9.920000000e+03,7039479.07,
NaN,9.918000000e+03,7039479.08,
NaN,9.931000000e+03,7039479.09,
NaN,9.914000000e+03,7039479.10,
23117028756,9.908000000e+03,7039479.11,
NaN,9.929000000e+03,7039480.00,12
NaN,9.922000000e+03,7039480.01,
NaN,9.947000000e+03,7039480.02,
NaN,9.975000000e+03,7039480.03,
NaN,9.988000000e+03,7039480.04,
NaN,9.964000000e+03,7039480.05,
NaN,9.998000000e+03,7039480.06,
NaN,9.984000000e+03,7039480.07,
NaN,9.968000000e+03,7039480.08,
NaN,9.945000000e+03,7039480.09,
NaN,9.946000000e+03,7039480.10,
23117032712,9.945000000e+03,7039480.11,
NaN,9.983000000e+03,7039481.00,12
NaN,1.002400000e+04,7039481.01,
NaN,9.997000000e+03,7039481.02,
NaN,9.994000000e+03,7039481.03,
NaN,9.975000000e+03,7039481.04,
NaN,9.994000000e+03,7039481.05,
NaN,9.975000000e+03,7039481.06,
NaN,9.940000000e+03,7039481.07,
NaN,9.939000000e+03,7039481.08,
NaN,9.960000000e+03,7039481.09,
NaN,9.983000000e+03,7039481.10,
23117036670,1.000300000e+04,7039481.11,
NaN,1.000500000e+04,7039482.00,12
NaN,9.984000000e+03,7039482.01,
NaN,9.989000000e+03,7039482.02,
NaN,1.000600000e+04,7039482.03,
NaN,9.981000000e+03,7039482.04,
NaN,9.990000000e+03,7039482.05,
NaN,1.000300000e+04,7039482.06,
NaN,9.973000000e+03,7039482.07,
NaN,9.987000000e+03,7039482.08,
NaN,9.972000000e+03,7039482.09,
NaN,9.969000000e+03,7039482.10,
23117040626,9.960000000e+03,7039482.11,
NaN,9.976000000e+03,7039483.00,12
NaN,9.947000000e+03,7039483.01,
NaN,1.001700000e+04,7039483.02,
NaN,1.002700000e+04,7039483.03,
NaN,1.002600000e+04,7039483.04,
NaN,1.003200000e+04,7039483.05,
NaN,1.006100000e+04,7039483.06,
NaN,1.004200000e+04,7039483.07,
NaN,1.006100000e+04,7039483.08,
NaN,1.004800000e+04,7039483.09,
NaN,1.003700000e+04,7039483.10,
23117044584,1.005000000e+04,7039483.11,
NaN,1.005200000e+04,7039484.00,12
NaN,1.001800000e+04,7039484.01,
NaN,1.003600000e+04,7039484.02,
NaN,1.004200000e+04,7039484.03,
NaN,1.005200000e+04,7039484.04,
NaN,1.004900000e+04,7039484.05,
NaN,1.001000000e+04,7039484.06,
NaN,1.000000000e+04,7039484.07,
NaN,1.002200000e+04,7039484.08,
NaN,9.972000000e+03,7039484.09,
NaN,9.993000000e+03,7039484.10,
23117048540,1.001500000e+04,7039484.11,
NaN,1.001900000e+04,7039485.00,12
NaN,9.998000000e+03,7039485.01,
NaN,1.002500000e+04,7039485.02,
NaN,1.004000000e+04,7039485.03,
NaN,1.003600000e+04,7039485.04,
NaN,1.005100000e+04,7039485.05,
NaN,1.005100000e+04,7039485.06,
NaN,1.006300000e+04,7039485.07,
NaN,1.008400000e+04,7039485.08,
NaN,1.009800000e+04,7039485.09,
NaN,1.008100000e+04,7039485.10,
23117052497,1.007600000e+04,7039485.11,
NaN,1.005200000e+04,7039486.00,12
NaN,1.004100000e+04,7039486.01,
NaN,1.007000000e+04,7039486.02,
NaN,1.003800000e+04,7039486.03,
NaN,1.002400000e+04,7039486.04,
NaN,1.006000000e+04,7039486.05,
NaN,9.999000000e+03,7039486.06,
NaN,9.954000000e+03,7039486.07,
NaN,9.976000000e+03,7039486.08,
NaN,1.007500000e+04,7039486.09,
NaN,1.011500000e+04,7039486.10,
23117056454,1.015900000e+04,7039486.11,
NaN,1.014300000e+04,7039487.00,12
NaN,1.008300000e+04,7039487.01,
NaN,1.007700000e+04,7039487.02,
NaN,1.006800000e+04,7039487.03,
NaN,1.009300000e+04,7039487.04,
NaN,1.007500000e+04,7039487.05,
NaN,1.008700000e+04,7039487.06,
NaN,1.009000000e+04,7039487.07,
NaN,1.007800000e+04,7039487.08,
NaN,1.004600000e+04,7039487.09,
NaN,1.006300000e+04,7039487.10,
23117060411,1.003600000e+04,7039487.11,
NaN,9.976000000e+03,7039488.00,12
NaN,1.001700000e+04,7039488.01,
NaN,1.001800000e+04,7039488.02,
NaN,1.003200000e+04,7039488.03,
NaN,1.009200000e+04,7039488.04,
NaN,1.008200000e+04,7039488.05,
NaN,1.011100000e+04,7039488.06,
NaN,1.011500000e+04,7039488.07,
NaN,1.013200000e+04,7039488.08,
NaN,1.007900000e+04,7039488.09,
NaN,1.003400000e+04,7039488.10,
23117064367,1.004500000e+04,7039488.11,
NaN,1.003600000e+04,7039489.00,12
NaN,1.005100000e+04,7039489.01,
NaN,1.006600000e+04,7039489.02,
NaN,1.009200000e+04,7039489.03,
NaN,1.008500000e+04,7039489.04,
NaN,1.004100000e+04,7039489.05,
NaN,1.000000000e+04,7039489.06,
NaN,1.004900000e+04,7039489.07,
NaN,1.010800000e+04,7039489.08,
NaN,1.016200000e+04,7039489.09,
NaN,1.016700000e+04,7039489.10,
23117068324,1.012400000e+04,7039489.11,
NaN,1.008900000e+04,7039490.00,12
NaN,1.006900000e+04,7039490.01,
NaN,1.012700000e+04,7039490.02,
NaN,1.011000000e+04,7039490.03,
NaN,1.012600000e+04,7039490.04,
NaN,1.015500000e+04,7039490.05,
NaN,1.015600000e+04,7039490.06,
NaN,1.008100000e+04,7039490.07,
NaN,1.004700000e+04,7039490.08,
NaN,1.004100000e+04,7039490.09,
NaN,1.006400000e+04,7039490.10,
23117072280,1.009800000e+04,7039490.11,
NaN,1.008200000e+04,7039491.00,12
NaN,1.005100000e+04,7039491.01,
NaN,1.009300000e+04,7039491.02,
NaN,1.009700000e+04,7039491.03,
NaN,1.007200000e+04,7039491.04,
NaN,1.007600000e+04,7039491.05,
NaN,1.013100000e+04,7039491.06,
NaN,1.009600000e+04,7039491.07,
NaN,1.013600000e+04,7039491.08,
NaN,1.011400000e+04,7039491.09,
NaN,1.007500000e+04,7039491.10,
23117076238,1.007700000e+04,7039491.11,
NaN,1.006900000e+04,7039492.00,12
NaN,1.004100000e+04,7039492.01,
NaN,9.985000000e+03,7039492.02,
NaN,1.001500000e+04,7039492.03,
NaN,9.997000000e+03,7039492.04,
NaN,1.002300000e+04,7039492.05,
NaN,1.004200000e+04,7039492.06,
NaN,1.007900000e+04,7039492.07,
NaN,1.009700000e+04,7039492.08,
NaN,1.012500000e+04,7039492.09,
NaN,1.012200000e+04,7039492.10,
23117080193,1.012700000e+04,7039492.11,
NaN,1.010300000e+04,7039493.00,12
NaN,1.013500000e+04,7039493.01,
NaN,1.009700000e+04,7039493.02,
NaN,1.008800000e+04,7039493.03,
NaN,1.011800000e+04,7039493.04,
NaN,1.007300000e+04,7039493.05,
NaN,1.008200000e+04,7039493.06,
NaN,1.007100000e+04,7039493.07,
NaN,1.009600000e+04,7039493.08,
NaN,1.007400000e+04,7039493.09,
NaN,1.007100000e+04,7039493.10,
23117084151,1.007600000e+04,7039493.11,
NaN,1.008500000e+04,7039494.00,12
NaN,1.007200000e+04,7039494.01,
NaN,1.007400000e+04,7039494.02,
NaN,1.004100000e+04,7039494.03,
NaN,1.007500000e+04,7039494.04,
NaN,1.005800000e+04,7039494.05,
NaN,1.012600000e+04,7039494.06,
NaN,1.005000000e+04,7039494.07,
NaN,1.005900000e+04,7039494.08,
NaN,1.004900000e+04,7039494.09,
NaN,1.005000000e+04,7039494.10,
23117088109,1.004200000e+04,7039494.11,
NaN,1.011800000e+04,7039495.00,12
NaN,1.008700000e+04,7039495.01,
NaN,1.009600000e+04,7039495.02,
NaN,1.009800000e+04,7039495.03,
NaN,1.008700000e+04,7039495.04,
NaN,1.010200000e+04,7039495.05,
NaN,1.011700000e+04,7039495.06,
NaN,1.008800000e+04,7039495.07,
NaN,1.008400000e+04,7039495.08,
NaN,1.008300000e+04,7039495.09,
NaN,1.013200000e+04,7039495.10,
23117092064,1.010200000e+04,7039495.11,
NaN,1.012000000e+04,7039496.00,12
NaN,1.018000000e+04,7039496.01,
NaN,1.010300000e+04,7039496.02,
NaN,1.001400000e+04,7039496.03,
NaN,1.003400000e+04,7039496.04,
NaN,1.010600000e+04,7039496.05,
NaN,1.017100000e+04,7039496.06,
NaN,1.013500000e+04,7039496.07,
NaN,1.012800000e+04,7039496.08,
NaN,1.006800000e+04,7039496.09,
NaN,1.002200000e+04,7039496.10,
23117096023,1.004000000e+04,7039496.11,
NaN,1.005900000e+04,7039497.00,12
NaN,1.008900000e+04,7039497.01,
NaN,1.011200000e+04,7039497.02,
NaN,1.015900000e+04,7039497.03,
NaN,1.012500000e+04,7039497.04,
NaN,1.008800000e+04,7039497.05,
NaN,1.012300000e+04,7039497.06,
NaN,1.009800000e+04,7039497.07,
NaN,1.007500000e+04,7039497.08,
NaN,1.003100000e+04,7039497.09,
NaN,1.005400000e+04,7039497.10,
23117099978,1.009500000e+04,7039497.11,
NaN,1.008900000e+04,7039498.00,12
NaN,1.007900000e+04,7039498.01,
NaN,1.008100000e+04,7039498.02,
NaN,1.008800000e+04,7039498.03,
NaN,1.008400000e+04,7039498.04,
NaN,1.010100000e+04,7039498.05,
NaN,1.009400000e+04,7039498.06,
NaN,1.006300000e+04,7039498.07,
NaN,1.006100000e+04,7039498.08,
NaN,1.007700000e+04,7039498.09,
NaN,1.010300000e+04,7039498.10,
23117103935,1.009600000e+04,7039498.11,
NaN,1.006900000e+04,7039499.00,12
NaN,1.008500000e+04,7039499.01,
NaN,1.005400000e+04,7039499.02,
NaN,1.007700000e+04,7039499.03,
NaN,1.013100000e+04,7039499.04,
NaN,1.015500000e+04,7039499.05,
NaN,1.011800000e+04,7039499.06,
NaN,1.008000000e+04,7039499.07,
NaN,1.007200000e+04,7039499.08,
NaN,1.006700000e+04,7039499.09,
NaN,1.006800000e+04,7039499.10,
23117107892,1.009500000e+04,7039499.11,
NaN,1.007200000e+04,7039500.00,12
NaN,1.010000000e+04,7039500.01,
NaN,1.011900000e+04,7039500.02,
NaN,1.013000000e+04,7039500.03,
NaN,1.011300000e+04,7039500.04,
NaN,1.009400000e+04,7039500.05,
NaN,1.012600000e+04,7039500.06,
NaN,1.014300000e+04,7039500.07,
NaN,1.012700000e+04,7039500.08,
NaN,1.010400000e+04,7039500.09,
NaN,1.012000000e+04,7039500.10,
23117111850,1.011500000e+04,7039500.11,
NaN,1.010500000e+04,7039501.00,12
NaN,1.011100000e+04,7039501.01,
NaN,1.009700000e+04,7039501.02,
NaN,1.010200000e+04,7039501.03,
NaN,1.011100000e+04,7039501.04,
NaN,1.008700000e+04,7039501.05,
NaN,1.011700000e+04,7039501.06,
NaN,1.009600000e+04,7039501.07,
NaN,1.008000000e+04,7039501.08,
NaN,1.007200000e+04,7039501.09,
NaN,1.007200000e+04,7039501.10,
23117115806,1.009600000e+04,7039501.11,
NaN,1.006400000e+04,7039502.00,12
NaN,1.008100000e+04,7039502.01,
NaN,1.006300000e+04,7039502.02,
NaN,1.006800000e+04,7039502.03,
NaN,1.010700000e+04,7039502.04,
NaN,1.010000000e+04,7039502.05,
NaN,1.010800000e+04,7039502.06,
NaN,1.011400000e+04,7039502.07,
NaN,1.014500000e+04,7039502.08,
NaN,1.014000000e+04,7039502.09,
NaN,1.010200000e+04,7039502.10,
23117119764,1.006000000e+04,7039502.11,
NaN,1.010900000e+04,7039503.00,12
NaN,1.008500000e+04,7039503.01,
NaN,1.010000000e+04,7039503.02,
NaN,1.013100000e+04,7039503.03,
NaN,1.011600000e+04,7039503.04,
NaN,1.010000000e+04,7039503.05,
NaN,1.009200000e+04,7039503.06,
NaN,1.010600000e+04,7039503.07,
NaN,1.009600000e+04,7039503.08,
NaN,1.010800000e+04,7039503.09,
NaN,1.010100000e+04,7039503.10,
23117123720,1.009400000e+04,7039503.11,
NaN,1.010500000e+04,7039504.00,12
NaN,1.006800000e+04,7039504.01,
NaN,1.005300000e+04,7039504.02,
NaN,1.010100000e+04,7039504.03,
NaN,1.009700000e+04,7039504.04,
NaN,1.011100000e+04,7039504.05,
NaN,1.007500000e+04,7039504.06,
NaN,1.011900000e+04,7039504.07,
NaN,1.010900000e+04,7039504.08,
NaN,1.010900000e+04,7039504.09,
NaN,1.009000000e+04,7039504.10,
23117127678,1.009200000e+04,7039504.11,
NaN,1.008100000e+04,7039505.00,12
NaN,1.012500000e+04,7039505.01,
NaN,1.018200000e+04,7039505.02,
NaN,1.003700000e+04,7039505.03,
NaN,9.990000000e+03,7039505.04,
NaN,1.005500000e+04,7039505.05,
NaN,1.011700000e+04,7039505.06,
NaN,1.013700000e+04,7039505.07,
NaN,1.013800000e+04,7039505.08,
NaN,1.011400000e+04,7039505.09,
NaN,1.009400000e+04,7039505.10,
23117131634,1.007900000e+04,7039505.11,
NaN,1.008200000e+04,7039506.00,12
NaN,1.010700000e+04,7039506.01,
NaN,1.013100000e+04,7039506.02,
NaN,1.014100000e+04,7039506.03,
NaN,1.013700000e+04,7039506.04,
NaN,1.012100000e+04,7039506.05,
NaN,1.012600000e+04,7039506.06,
NaN,1.011200000e+04,7039506.07,
NaN,1.008700000e+04,7039506.08,
NaN,1.011700000e+04,7039506.09,
NaN,1.010600000e+04,7039506.10,
23117135592,1.006500000e+04,7039506.11,
NaN,1.007300000e+04,7039507.00,12
NaN,1.010000000e+04,7039507.01,
NaN,1.010600000e+04,7039507.02,
NaN,1.011800000e+04,7039507.03,
NaN,1.012500000e+04,7039507.04,
NaN,1.015000000e+04,7039507.05,
NaN,1.011100000e+04,7039507.06,
NaN,1.012200000e+04,7039507.07,
NaN,1.010000000e+04,7039507.08,
NaN,1.008600000e+04,7039507.09,
NaN,1.011300000e+04,7039507.10,
23117139548,1.012800000e+04,7039507.11,
NaN,1.010000000e+04,7039508.00,12
NaN,1.008100000e+04,7039508.01,
NaN,1.005500000e+04,7039508.02,
NaN,1.002300000e+04,7039508.03,
NaN,1.009100000e+04,7039508.04,
NaN,1.011800000e+04,7039508.05,
NaN,1.012700000e+04,7039508.06,
NaN,1.017100000e+04,7039508.07,
NaN,1.012500000e+04,7039508.08,
NaN,1.008800000e+04,7039508.09,
NaN,1.009200000e+04,7039508.10,
23117143506,1.010900000e+04,7039508.11,
NaN,1.011900000e+04,7039509.00,12
NaN,1.011200000e+04,7039509.01,
NaN,1.014000000e+04,7039509.02,
NaN,1.012400000e+04,7039509.03,
NaN,1.005800000e+04,7039509.04,
NaN,1.010100000e+04,7039509.05,
NaN,1.012800000e+04,7039509.06,
NaN,1.009600000e+04,7039509.07,
NaN,1.011800000e+04,7039509.08,
NaN,1.009400000e+04,7039509.09,
NaN,1.008800000e+04,7039509.10,
23117147462,1.011200000e+04,7039509.11,
NaN,1.009700000e+04,7039510.00,12
NaN,1.009800000e+04,7039510.01,
NaN,1.012900000e+04,7039510.02,
NaN,1.013000000e+04,7039510.03,
NaN,1.009100000e+04,7039510.04,
NaN,1.010400000e+04,7039510.05,
NaN,1.011000000e+04,7039510.06,
NaN,1.008900000e+04,7039510.07,
NaN,1.012100000e+04,7039510.08,
NaN,1.011400000e+04,7039510.09,
NaN,1.010900000e+04,7039510.10,
23117151419,1.010500000e+04,7039510.11,
NaN,1.009800000e+04,7039511.00,12
NaN,1.010000000e+04,7039511.01,
NaN,1.009500000e+04,7039511.02,
NaN,1.012700000e+04,7039511.03,
NaN,1.010200000e+04,7039511.04,
NaN,1.011200000e+04,7039511.05,
NaN,1.012900000e+04,7039511.06,
NaN,1.014800000e+04,7039511.07,
NaN,1.011700000e+04,7039511.08,
NaN,1.009300000e+04,7039511.09,
NaN,1.011200000e+04,7039511.10,
23117155375,1.012200000e+04,7039511.11,
NaN,1.010600000e+04,7039512.00,12
NaN,1.011100000e+04,7039512.01,
NaN,1.011200000e+04,7039512.02,
NaN,1.009400000e+04,7039512.03,
NaN,1.008800000e+04,7039512.04,
NaN,1.012300000e+04,7039512.05,
NaN,1.012300000e+04,7039512.06,
NaN,1.012000000e+04,7039512.07,
NaN,1.010200000e+04,7039512.08,
NaN,1.006700000e+04,7039512.09,
NaN,1.006800000e+04,7039512.10,
23117159333,1.003300000e+04,7039512.11,
NaN,1.007800000e+04,7039513.00,12
NaN,1.009500000e+04,7039513.01,
NaN,1.007000000e+04,7039513.02,
NaN,1.002500000e+04,7039513.03,
NaN,1.008300000e+04,7039513.04,
NaN,1.008500000e+04,7039513.05,
NaN,1.007000000e+04,7039513.06,
NaN,1.007800000e+04,7039513.07,
NaN,1.006800000e+04,7039513.08,
NaN,1.002800000e+04,7039513.09,
NaN,1.000200000e+04,7039513.10,
23117163289,1.003100000e+04,7039513.11,
NaN,9.994000000e+03,7039514.00,12
NaN,1.003400000e+04,7039514.01,
NaN,1.003100000e+04,7039514.02,
NaN,1.008000000e+04,7039514.03,
NaN,1.004400000e+04,7039514.04,
NaN,9.987000000e+03,7039514.05,
NaN,1.000700000e+04,7039514.06,
NaN,9.990000000e+03,7039514.07,
NaN,1.000300000e+04,7039514.08,
NaN,1.003900000e+04,7039514.09,
NaN,1.004600000e+04,7039514.10,
